marital status	age	sex	district	1994Q1	1995Q1	1996Q1	1997Q1	1998Q1	1999Q1	2000Q1	2001Q1	2002Q4
Never married	0-9 years	Men	Polling area - 9. Vesterbro	369	383	370	350	365	384	411	409	460
Never married	0-9 years	Men	Polling area - 9. Nord	460	468	449	446	465	487	515	554	603
Never married	0-9 years	Men	Polling area - 9. Syd	508	543	517	577	552	571	590	632	678
Never married	0-9 years	Men	Polling area - 9. Øst	244	223	226	231	248	257	295	331	435
Never married	0-9 years	Men	Polling area - 9. Vest	379	381	383	405	413	397	394	403	407
Never married	0-9 years	Men	Polling area - 9. Midt	112	109	131	129	149	159	168	170	192
Never married	0-9 years	Men	Polling area - 9. Sydhavn	3	3	3	1	1	2	1	1	2
Never married	0-9 years	Women	Copenhagen total	20636	21681	22742	23714	24421	24874	25526	26050	26675
Never married	0-9 years	Women	District - Indre By	1532	1596	1606	1708	1781	1840	1909	1966	2027
Never married	0-9 years	Women	District - Østerbro	2432	2597	2772	2959	3027	3138	3205	3275	3446
Never married	0-9 years	Women	District - Nørrebro	3545	3726	3916	4057	4117	4186	4353	4443	4539
Never married	0-9 years	Women	District - Vesterbro/Kongens Enghave	1904	1935	1973	2000	2107	2125	2284	2393	2554
Never married	0-9 years	Women	District - Valby	2116	2191	2432	2533	2572	2585	2616	2616	2545
Never married	0-9 years	Women	District - Vanløse	1610	1686	1717	1754	1836	1866	1885	1883	1923
Never married	0-9 years	Women	District - Brønshøj-Husum	1973	2123	2190	2389	2500	2547	2591	2614	2576
Never married	0-9 years	Women	District - Bispebjerg	1513	1652	1783	1883	1907	1958	2004	2059	2180
Never married	0-9 years	Women	District - Amager Øst	1950	2043	2142	2176	2240	2250	2295	2330	2425
Never married	0-9 years	Women	District - Amager Vest	2035	2099	2169	2214	2290	2331	2339	2398	2398
Never married	0-9 years	Women	Polling area - 1. Østerbro	430	468	537	590	625	643	670	689	729
Never married	0-9 years	Women	Polling area - 1. Øst	185	213	241	253	253	287	307	310	340
Never married	0-9 years	Women	Polling area - 1. Nord	263	295	296	325	325	360	356	349	349
Never married	0-9 years	Women	Polling area - 1. Syd	518	557	566	612	622	683	728	786	831
Never married	0-9 years	Women	Polling area - 1. Vest	579	596	622	653	659	629	626	620	619
Never married	0-9 years	Women	Polling area - 1. Nordvest	457	468	510	526	543	536	518	521	578
Never married	0-9 years	Women	Polling area - 2. Sundbyvester	567	572	597	590	605	637	642	658	660
Never married	0-9 years	Women	Polling area - 2. Nord	718	736	754	768	766	778	796	822	813
Never married	0-9 years	Women	Polling area - 2. Syd	128	136	131	137	146	156	161	150	143
Never married	0-9 years	Women	Polling area - 2. Øst	402	424	444	464	499	496	479	483	482
Never married	0-9 years	Women	Polling area - 2. Vest	220	231	243	255	274	264	261	285	300
Never married	0-9 years	Women	Polling area - 3. Indre By	373	408	411	430	463	489	490	524	579
Never married	0-9 years	Women	Polling area - 3. Nord	353	366	361	397	396	427	452	456	453
Never married	0-9 years	Women	Polling area - 3. Syd	388	386	386	405	412	420	437	462	464
Never married	0-9 years	Women	Polling area - 3. Øst	444	469	490	517	554	552	575	597	593
Never married	0-9 years	Women	Polling area - 4. Sundbyøster	401	400	439	442	465	440	451	429	457
Never married	0-9 years	Women	Polling area - 4. Nord	763	794	842	847	853	865	896	930	928
Never married	0-9 years	Women	Polling area - 4. Syd	361	403	407	424	436	455	458	453	507
Never married	0-9 years	Women	Polling area - 4. Øst	425	446	454	463	486	490	490	518	533
Never married	0-9 years	Women	Polling area - 5. Nørrebro	390	411	415	408	411	407	414	417	415
Never married	0-9 years	Women	Polling area - 5. Nord	492	523	521	542	523	552	572	578	586
Never married	0-9 years	Women	Polling area - 5. Nørrebrohallen	874	964	1065	1132	1175	1191	1276	1301	1297
Never married	0-9 years	Women	Polling area - 5. Syd	527	578	586	598	611	626	637	651	677
Never married	0-9 years	Women	Polling area - 5. Øst	245	261	308	329	346	353	359	371	406
Never married	0-9 years	Women	Polling area - 5. Vest	529	519	532	531	540	556	563	578	603
Never married	0-9 years	Women	Polling area - 5. Nordvest	488	470	489	517	511	501	532	547	555
Never married	0-9 years	Women	Polling area - 6. Bispebjerg	295	325	342	370	356	369	396	416	422
Never married	0-9 years	Women	Polling area - 6. Vest	268	288	380	421	440	453	490	515	572
Never married	0-9 years	Women	Polling area - 6. Nord	394	422	430	450	450	460	438	460	465
Never married	0-9 years	Women	Polling area - 6. Øst	174	211	202	222	224	220	232	222	229
Never married	0-9 years	Women	Polling area - 6. Syd	382	406	429	420	437	456	448	446	492
Never married	0-9 years	Women	Polling area - 7. Brønshøj	273	270	266	302	287	292	294	282	261
Never married	0-9 years	Women	Polling area - 7. Nord	440	427	442	551	585	612	625	648	664
Never married	0-9 years	Women	Polling area - 7. Syd	382	407	396	415	444	459	466	470	489
Never married	0-9 years	Women	Polling area - 7. Øst	500	552	573	587	628	597	581	621	617
Never married	0-9 years	Women	Polling area - 7. Vest	312	443	456	467	483	502	528	523	505
Never married	0-9 years	Women	Polling area - 7. Nordvest	574	570	588	626	661	679	689	662	649
Never married	0-9 years	Women	Polling area - 7. Katrinedal	173	190	216	210	210	221	248	248	243
Never married	0-9 years	Women	Polling area - 7. Kirkebjerg	403	420	412	428	442	452	447	447	445
Never married	0-9 years	Women	Polling area - 7. Vanløse	526	530	558	557	596	599	598	596	626
Never married	0-9 years	Women	Polling area - 8. Valby	505	532	661	703	762	753	783	763	739
Never married	0-9 years	Women	Polling area - 8. Nord	395	421	449	501	476	492	495	477	474
Never married	0-9 years	Women	Polling area - 8. Syd	262	258	289	325	338	342	336	334	329
Never married	0-9 years	Women	Polling area - 8. Vest	348	370	383	383	373	371	365	369	356
Never married	0-9 years	Women	Polling area - 8. Sydøst	337	343	365	357	364	369	358	383	347
Never married	0-9 years	Women	Polling area - 8. Midt	269	267	285	264	259	258	279	290	300
Never married	0-9 years	Women	Polling area - 9. Vesterbro	313	316	334	332	346	328	359	384	415
Never married	0-9 years	Women	Polling area - 9. Nord	435	438	442	448	479	485	522	554	571
Never married	0-9 years	Women	Polling area - 9. Syd	427	445	457	464	480	532	575	572	591
Never married	0-9 years	Women	Polling area - 9. Øst	208	192	194	203	241	240	271	326	419
Never married	0-9 years	Women	Polling area - 9. Vest	363	385	393	400	401	382	395	396	410
Never married	0-9 years	Women	Polling area - 9. Midt	157	158	151	151	158	158	162	161	147
Never married	0-9 years	Women	Polling area - 9. Sydhavn	1	1	2	2	2	0	0	0	1
Never married	10-19 years	Men	Copenhagen total	16416	16122	15912	16031	16168	16322	16700	16887	17770
Never married	10-19 years	Men	District - Indre By	1255	1178	1131	1149	1147	1178	1210	1172	1236
Never married	10-19 years	Men	District - Østerbro	1851	1801	1782	1831	1837	1785	1807	1868	1959
Never married	10-19 years	Men	District - Nørrebro	2310	2208	2181	2150	2176	2229	2295	2295	2454
Never married	10-19 years	Men	District - Vesterbro/Kongens Enghave	1496	1469	1383	1345	1326	1306	1284	1260	1277
Never married	10-19 years	Men	District - Valby	1813	1777	1832	1844	1848	1861	1899	1905	1958
Never married	10-19 years	Men	District - Vanløse	1258	1262	1227	1251	1266	1321	1395	1458	1512
Never married	10-19 years	Men	District - Brønshøj-Husum	1789	1803	1766	1852	1911	1976	1995	2054	2198
Never married	10-19 years	Men	District - Bispebjerg	1187	1204	1260	1253	1254	1316	1372	1374	1467
Never married	10-19 years	Men	District - Amager Øst	1463	1452	1420	1416	1431	1389	1429	1485	1591
Never married	10-19 years	Men	District - Amager Vest	1960	1926	1890	1882	1892	1898	1943	1944	2067
Never married	10-19 years	Men	Polling area - 1. Østerbro	327	318	338	366	372	380	404	398	397
Never married	10-19 years	Men	Polling area - 1. Øst	126	130	110	120	106	96	105	120	138
Never married	10-19 years	Men	Polling area - 1. Nord	203	199	200	186	200	197	198	199	202
Never married	10-19 years	Men	Polling area - 1. Syd	407	383	370	369	359	351	361	380	418
Never married	10-19 years	Men	Polling area - 1. Vest	440	436	424	428	426	394	378	392	424
Never married	10-19 years	Men	Polling area - 1. Nordvest	348	335	340	362	374	367	361	379	380
Never married	10-19 years	Men	Polling area - 2. Sundbyvester	537	533	522	522	530	546	551	566	593
Never married	10-19 years	Men	Polling area - 2. Nord	640	625	618	620	619	632	643	611	628
Never married	10-19 years	Men	Polling area - 2. Syd	112	114	113	107	105	102	109	107	128
Never married	10-19 years	Men	Polling area - 2. Øst	498	486	475	479	488	476	502	525	557
Never married	10-19 years	Men	Polling area - 2. Vest	173	168	162	154	150	142	138	135	161
Never married	10-19 years	Men	Polling area - 3. Indre By	329	301	284	319	331	327	350	331	336
Never married	10-19 years	Men	Polling area - 3. Nord	299	290	288	289	290	272	263	256	284
Never married	10-19 years	Men	Polling area - 3. Syd	276	268	258	266	262	288	300	297	311
Never married	10-19 years	Men	Polling area - 3. Øst	385	361	341	333	344	354	368	360	356
Never married	10-19 years	Men	Polling area - 4. Sundbyøster	293	282	308	305	302	294	271	274	294
Never married	10-19 years	Men	Polling area - 4. Nord	487	470	449	467	466	441	465	467	487
Never married	10-19 years	Men	Polling area - 4. Syd	324	343	315	298	318	292	292	319	343
Never married	10-19 years	Men	Polling area - 4. Øst	359	357	348	346	345	362	401	425	467
Never married	10-19 years	Men	Polling area - 5. Nørrebro	301	278	283	260	279	284	274	264	261
Never married	10-19 years	Men	Polling area - 5. Nord	320	285	274	273	262	265	280	297	312
Never married	10-19 years	Men	Polling area - 5. Nørrebrohallen	426	438	490	490	531	555	587	607	687
Never married	10-19 years	Men	Polling area - 5. Syd	381	379	367	365	370	382	386	390	402
Never married	10-19 years	Men	Polling area - 5. Øst	149	147	135	135	141	142	153	148	170
Never married	10-19 years	Men	Polling area - 5. Vest	352	348	325	321	316	315	315	302	315
Never married	10-19 years	Men	Polling area - 5. Nordvest	381	333	307	306	277	286	300	287	307
Never married	10-19 years	Men	Polling area - 6. Bispebjerg	217	224	222	209	217	216	225	214	224
Never married	10-19 years	Men	Polling area - 6. Vest	212	205	233	245	249	263	274	277	315
Never married	10-19 years	Men	Polling area - 6. Nord	330	333	363	356	358	383	411	412	424
Never married	10-19 years	Men	Polling area - 6. Øst	165	170	172	181	180	188	194	197	219
Never married	10-19 years	Men	Polling area - 6. Syd	263	272	270	262	250	266	268	274	285
Never married	10-19 years	Men	Polling area - 7. Brønshøj	227	215	213	227	240	261	270	287	295
Never married	10-19 years	Men	Polling area - 7. Nord	362	347	331	389	400	408	419	440	478
Never married	10-19 years	Men	Polling area - 7. Syd	266	261	260	275	279	299	311	307	322
Never married	10-19 years	Men	Polling area - 7. Øst	422	429	431	428	438	479	467	480	519
Never married	10-19 years	Men	Polling area - 7. Vest	304	344	328	344	368	361	373	379	417
Never married	10-19 years	Men	Polling area - 7. Nordvest	566	556	547	550	560	577	588	599	617
Never married	10-19 years	Men	Polling area - 7. Katrinedal	150	143	140	137	131	125	142	164	164
Never married	10-19 years	Men	Polling area - 7. Kirkebjerg	337	361	345	349	356	363	366	390	407
Never married	10-19 years	Men	Polling area - 7. Vanløse	413	409	398	404	405	424	454	466	491
Never married	10-19 years	Men	Polling area - 8. Valby	403	390	443	457	476	492	501	514	536
Never married	10-19 years	Men	Polling area - 8. Nord	306	301	276	292	286	276	300	290	301
Never married	10-19 years	Men	Polling area - 8. Syd	234	225	232	237	241	245	236	245	243
Never married	10-19 years	Men	Polling area - 8. Vest	300	298	314	316	311	322	337	337	327
Never married	10-19 years	Men	Polling area - 8. Sydøst	351	339	336	327	329	324	315	314	336
Never married	10-19 years	Men	Polling area - 8. Midt	219	224	231	215	205	202	210	205	215
Never married	10-19 years	Men	Polling area - 9. Vesterbro	240	226	202	198	201	207	189	178	187
Never married	10-19 years	Men	Polling area - 9. Nord	308	303	290	276	267	264	263	257	258
Never married	10-19 years	Men	Polling area - 9. Syd	375	363	357	363	342	354	372	378	391
Never married	10-19 years	Men	Polling area - 9. Øst	189	172	152	138	129	113	114	120	130
Never married	10-19 years	Men	Polling area - 9. Vest	317	329	311	303	308	292	287	266	260
Never married	10-19 years	Men	Polling area - 9. Midt	66	74	66	65	78	74	56	57	50
Never married	10-19 years	Men	Polling area - 9. Sydhavn	1	2	5	2	1	2	3	4	1
Never married	10-19 years	Women	Copenhagen total	16144	15911	15680	15717	15816	15902	16178	16401	17323
Never married	10-19 years	Women	District - Indre By	1252	1236	1175	1140	1093	1129	1152	1175	1237
Never married	10-19 years	Women	District - Østerbro	1903	1818	1792	1817	1859	1838	1848	1915	1983
Never married	10-19 years	Women	District - Nørrebro	2333	2313	2251	2248	2220	2270	2274	2259	2490
Never married	10-19 years	Women	District - Vesterbro/Kongens Enghave	1497	1463	1356	1299	1310	1242	1233	1239	1295
Never married	10-19 years	Women	District - Valby	1728	1685	1706	1706	1742	1814	1841	1880	2003
Never married	10-19 years	Women	District - Vanløse	1302	1300	1301	1303	1305	1301	1335	1376	1447
Never married	10-19 years	Women	District - Brønshøj-Husum	1600	1560	1604	1675	1720	1747	1804	1876	2003
Never married	10-19 years	Women	District - Bispebjerg	1128	1139	1170	1181	1218	1237	1277	1310	1366
Never married	10-19 years	Women	District - Amager Øst	1535	1511	1438	1462	1434	1449	1454	1472	1554
Never married	10-19 years	Women	District - Amager Vest	1840	1859	1861	1852	1872	1856	1924	1851	1920
Never married	10-19 years	Women	Polling area - 1. Østerbro	327	319	341	357	373	366	377	393	412
Never married	10-19 years	Women	Polling area - 1. Øst	156	134	131	128	136	122	124	128	151
Never married	10-19 years	Women	Polling area - 1. Nord	233	217	195	203	203	209	198	220	227
Never married	10-19 years	Women	Polling area - 1. Syd	384	377	360	346	354	349	344	370	388
Never married	10-19 years	Women	Polling area - 1. Vest	415	389	376	379	404	407	406	400	424
Never married	10-19 years	Women	Polling area - 1. Nordvest	388	382	389	404	389	385	399	404	381
Never married	10-19 years	Women	Polling area - 2. Sundbyvester	555	551	524	503	501	499	531	515	546
Never married	10-19 years	Women	Polling area - 2. Nord	547	582	597	592	610	608	639	599	621
Never married	10-19 years	Women	Polling area - 2. Syd	128	117	127	135	124	116	117	121	119
Never married	10-19 years	Women	Polling area - 2. Øst	442	434	459	466	484	488	493	471	495
Never married	10-19 years	Women	Polling area - 2. Vest	168	175	154	156	153	145	144	145	139
Never married	10-19 years	Women	Polling area - 3. Indre By	328	329	291	309	273	263	299	300	281
Never married	10-19 years	Women	Polling area - 3. Nord	297	291	288	271	273	271	272	281	296
Never married	10-19 years	Women	Polling area - 3. Syd	290	274	286	269	284	298	297	293	327
Never married	10-19 years	Women	Polling area - 3. Øst	363	369	336	325	306	316	320	349	358
Never married	10-19 years	Women	Polling area - 4. Sundbyøster	356	364	320	307	318	290	294	283	288
Never married	10-19 years	Women	Polling area - 4. Nord	508	494	476	490	469	469	469	468	481
Never married	10-19 years	Women	Polling area - 4. Syd	318	320	305	308	296	327	327	329	338
Never married	10-19 years	Women	Polling area - 4. Øst	353	333	337	357	351	363	364	392	447
Never married	10-19 years	Women	Polling area - 5. Nørrebro	326	308	274	295	262	279	284	259	284
Never married	10-19 years	Women	Polling area - 5. Nord	296	309	344	306	282	289	286	291	323
Never married	10-19 years	Women	Polling area - 5. Nørrebrohallen	446	467	468	473	521	552	565	582	663
Never married	10-19 years	Women	Polling area - 5. Syd	387	385	367	364	367	382	388	381	410
Never married	10-19 years	Women	Polling area - 5. Øst	176	175	158	154	151	138	138	133	166
Never married	10-19 years	Women	Polling area - 5. Vest	346	332	320	320	314	315	312	321	330
Never married	10-19 years	Women	Polling area - 5. Nordvest	356	337	320	336	323	315	301	292	314
Never married	10-19 years	Women	Polling area - 6. Bispebjerg	203	223	209	214	202	220	227	236	264
Never married	10-19 years	Women	Polling area - 6. Vest	178	185	208	215	230	228	254	258	256
Never married	10-19 years	Women	Polling area - 6. Nord	300	314	328	319	335	348	370	384	401
Never married	10-19 years	Women	Polling area - 6. Øst	153	141	147	142	148	156	167	179	202
Never married	10-19 years	Women	Polling area - 6. Syd	294	276	278	291	303	285	259	253	243
Never married	10-19 years	Women	Polling area - 7. Brønshøj	220	215	223	240	243	251	254	257	266
Never married	10-19 years	Women	Polling area - 7. Nord	322	295	315	357	360	356	371	387	413
Never married	10-19 years	Women	Polling area - 7. Syd	287	298	284	284	315	312	305	326	325
Never married	10-19 years	Women	Polling area - 7. Øst	417	402	404	401	392	421	427	466	491
Never married	10-19 years	Women	Polling area - 7. Vest	265	287	308	315	324	340	349	356	380
Never married	10-19 years	Women	Polling area - 7. Nordvest	480	458	447	459	489	474	495	506	563
Never married	10-19 years	Women	Polling area - 7. Katrinedal	152	151	153	155	157	151	154	154	168
Never married	10-19 years	Women	Polling area - 7. Kirkebjerg	322	299	319	312	309	311	327	323	344
Never married	10-19 years	Women	Polling area - 7. Vanløse	437	455	452	455	436	432	457	477	500
Never married	10-19 years	Women	Polling area - 8. Valby	383	372	407	412	421	459	482	485	540
Never married	10-19 years	Women	Polling area - 8. Nord	279	271	275	267	273	296	276	293	297
Never married	10-19 years	Women	Polling area - 8. Syd	255	259	255	236	243	265	275	274	289
Never married	10-19 years	Women	Polling area - 8. Vest	318	310	309	306	322	323	317	337	342
Never married	10-19 years	Women	Polling area - 8. Sydøst	310	285	287	308	305	303	307	296	320
Never married	10-19 years	Women	Polling area - 8. Midt	183	188	173	177	178	168	184	195	215
Never married	10-19 years	Women	Polling area - 9. Vesterbro	244	220	213	210	202	172	179	168	161
Never married	10-19 years	Women	Polling area - 9. Nord	315	295	278	266	270	268	267	257	283
Never married	10-19 years	Women	Polling area - 9. Syd	371	388	362	368	365	340	335	335	360
Never married	10-19 years	Women	Polling area - 9. Øst	208	204	159	136	130	133	117	144	156
Never married	10-19 years	Women	Polling area - 9. Vest	286	288	264	246	261	249	264	267	267
Never married	10-19 years	Women	Polling area - 9. Midt	73	67	76	70	79	80	71	68	68
Never married	10-19 years	Women	Polling area - 9. Sydhavn	0	1	4	3	3	0	0	0	0
Never married	20-29 years	Men	Copenhagen total	48785	49584	51178	52558	53130	53632	54148	54333	52169
Never married	20-29 years	Men	District - Indre By	4819	4855	4855	4920	4860	4896	4715	4674	4334
Never married	20-29 years	Men	District - Østerbro	7201	7194	7304	7452	7339	7283	7324	7200	6860
Never married	20-29 years	Men	District - Nørrebro	8766	8871	9331	9708	9809	10083	10140	10080	9627
Never married	20-29 years	Men	District - Vesterbro/Kongens Enghave	6388	6517	6771	6951	7180	7277	7289	7148	6480
Never married	20-29 years	Men	District - Valby	3459	3475	3648	3727	3865	3989	4090	4080	4006
Never married	20-29 years	Men	District - Vanløse	2763	2667	2819	2920	2998	3066	3093	3077	2993
Never married	20-29 years	Men	District - Brønshøj-Husum	2037	2062	2041	2115	2113	2118	2173	2188	2233
Never married	20-29 years	Men	District - Bispebjerg	3566	3738	3972	4234	4323	4467	4599	4828	4886
Never married	20-29 years	Men	District - Amager Øst	5179	5328	5451	5445	5509	5590	5631	5845	5748
Never married	20-29 years	Men	District - Amager Vest	4227	4390	4507	4453	4491	4382	4490	4565	4508
Never married	20-29 years	Men	Polling area - 1. Østerbro	1547	1532	1566	1628	1615	1610	1613	1580	1417
Never married	20-29 years	Men	Polling area - 1. Øst	762	782	798	809	791	751	751	758	722
Never married	20-29 years	Men	Polling area - 1. Nord	603	582	584	558	577	620	620	633	602
Never married	20-29 years	Men	Polling area - 1. Syd	1731	1706	1690	1717	1646	1631	1598	1538	1471
Never married	20-29 years	Men	Polling area - 1. Vest	1375	1350	1374	1450	1441	1413	1461	1447	1440
Never married	20-29 years	Men	Polling area - 1. Nordvest	1183	1242	1292	1290	1269	1258	1281	1244	1208
Never married	20-29 years	Men	Polling area - 2. Sundbyvester	828	836	843	850	841	817	845	886	861
Never married	20-29 years	Men	Polling area - 2. Nord	1668	1738	1782	1775	1792	1779	1833	1802	1754
Never married	20-29 years	Men	Polling area - 2. Syd	186	188	201	182	178	150	159	211	210
Never married	20-29 years	Men	Polling area - 2. Øst	777	821	851	832	836	808	821	846	848
Never married	20-29 years	Men	Polling area - 2. Vest	768	807	830	814	844	828	832	820	835
Never married	20-29 years	Men	Polling area - 3. Indre By	1995	2155	2165	2369	2334	2219	2275	2298	2000
Never married	20-29 years	Men	Polling area - 3. Nord	823	794	796	772	777	780	734	734	695
Never married	20-29 years	Men	Polling area - 3. Syd	828	848	856	843	826	829	817	800	783
Never married	20-29 years	Men	Polling area - 3. Øst	1553	1545	1517	1569	1566	1549	1493	1490	1350
Never married	20-29 years	Men	Polling area - 4. Sundbyøster	1170	1205	1186	1198	1233	1249	1292	1381	1381
Never married	20-29 years	Men	Polling area - 4. Nord	2228	2356	2439	2452	2443	2481	2533	2593	2506
Never married	20-29 years	Men	Polling area - 4. Syd	1079	1080	1126	1128	1170	1178	1129	1140	1150
Never married	20-29 years	Men	Polling area - 4. Øst	702	687	700	667	663	682	677	731	711
Never married	20-29 years	Men	Polling area - 5. Nørrebro	994	1008	1033	1039	1056	1113	1169	1171	1075
Never married	20-29 years	Men	Polling area - 5. Nord	1833	1865	1999	2105	2073	2171	2189	2182	2159
Never married	20-29 years	Men	Polling area - 5. Nørrebrohallen	1244	1277	1351	1437	1508	1554	1547	1505	1503
Never married	20-29 years	Men	Polling area - 5. Syd	722	722	711	717	744	759	768	795	725
Never married	20-29 years	Men	Polling area - 5. Øst	1141	1135	1266	1258	1208	1204	1198	1179	1090
Never married	20-29 years	Men	Polling area - 5. Vest	1015	1040	1076	1122	1120	1163	1144	1162	1102
Never married	20-29 years	Men	Polling area - 5. Nordvest	1817	1824	1895	2030	2100	2119	2125	2086	1973
Never married	20-29 years	Men	Polling area - 6. Bispebjerg	1110	1193	1273	1411	1446	1527	1581	1630	1606
Never married	20-29 years	Men	Polling area - 6. Vest	486	498	526	553	539	546	583	644	697
Never married	20-29 years	Men	Polling area - 6. Nord	498	546	608	612	626	640	660	697	734
Never married	20-29 years	Men	Polling area - 6. Øst	222	206	227	243	245	266	279	311	314
Never married	20-29 years	Men	Polling area - 6. Syd	1250	1295	1338	1415	1467	1488	1496	1546	1535
Never married	20-29 years	Men	Polling area - 7. Brønshøj	366	365	370	350	337	342	350	367	381
Never married	20-29 years	Men	Polling area - 7. Nord	303	329	321	340	317	323	328	347	355
Never married	20-29 years	Men	Polling area - 7. Syd	702	681	703	744	764	794	795	812	814
Never married	20-29 years	Men	Polling area - 7. Øst	684	671	658	716	732	715	733	730	674
Never married	20-29 years	Men	Polling area - 7. Vest	361	406	423	446	454	472	481	470	512
Never married	20-29 years	Men	Polling area - 7. Nordvest	561	526	500	502	513	499	518	506	527
