marital status	age	sex	district	1985Q1	1986Q1	1987Q1	1988Q1	1989Q1	1990Q1	1991Q1	1992Q1	1993Q1
Never married	0-9 years	Men	Polling area - 5. Nord	385	373	371	358	396	415	431	458	499
Never married	0-9 years	Men	Polling area - 5. Nørrebrohallen	487	465	461	628	648	700	705	807	896
Never married	0-9 years	Men	Polling area - 5. Syd	420	449	455	456	496	491	488	479	507
Never married	0-9 years	Men	Polling area - 5. Øst	266	228	224	226	234	221	220	233	259
Never married	0-9 years	Men	Polling area - 5. Vest	452	431	457	424	445	447	450	478	481
Never married	0-9 years	Men	Polling area - 5. Nordvest	559	540	525	517	484	498	478	512	485
Never married	0-9 years	Men	Polling area - 6. Bispebjerg	243	264	253	257	242	248	257	271	286
Never married	0-9 years	Men	Polling area - 6. Vest	214	206	202	213	217	233	291	280	312
Never married	0-9 years	Men	Polling area - 6. Nord	360	370	355	352	336	352	310	328	356
Never married	0-9 years	Men	Polling area - 6. Øst	143	148	155	160	164	174	176	187	203
Never married	0-9 years	Men	Polling area - 6. Syd	363	354	350	345	355	390	396	396	384
Never married	0-9 years	Men	Polling area - 7. Brønshøj	251	239	241	261	278	278	258	298	330
Never married	0-9 years	Men	Polling area - 7. Nord	416	414	386	413	422	427	417	435	448
Never married	0-9 years	Men	Polling area - 7. Syd	258	271	285	288	294	306	316	337	339
Never married	0-9 years	Men	Polling area - 7. Øst	367	360	375	391	411	430	482	491	515
Never married	0-9 years	Men	Polling area - 7. Vest	321	309	309	294	300	317	296	317	343
Never married	0-9 years	Men	Polling area - 7. Nordvest	499	497	483	481	502	526	552	579	591
Never married	0-9 years	Men	Polling area - 7. Katrinedal	147	137	137	137	132	144	172	169	173
Never married	0-9 years	Men	Polling area - 7. Kirkebjerg	434	439	426	426	427	413	373	388	428
Never married	0-9 years	Men	Polling area - 7. Vanløse	354	327	350	349	391	420	493	510	512
Never married	0-9 years	Men	Polling area - 8. Valby	485	460	456	464	454	461	459	482	500
Never married	0-9 years	Men	Polling area - 8. Nord	346	333	337	332	319	331	339	383	395
Never married	0-9 years	Men	Polling area - 8. Syd	191	173	185	182	201	215	233	250	275
Never married	0-9 years	Men	Polling area - 8. Vest	343	327	347	335	329	326	326	341	349
Never married	0-9 years	Men	Polling area - 8. Sydøst	368	373	362	375	383	375	325	339	375
Never married	0-9 years	Men	Polling area - 8. Midt	241	235	228	233	245	241	256	264	262
Never married	0-9 years	Men	Polling area - 9. Vesterbro	415	381	382	374	369	361	367	343	345
Never married	0-9 years	Men	Polling area - 9. Nord	420	397	374	356	400	419	437	448	461
Never married	0-9 years	Men	Polling area - 9. Syd	418	388	372	366	367	361	452	458	475
Never married	0-9 years	Men	Polling area - 9. Øst	309	285	299	293	283	261	255	269	268
Never married	0-9 years	Men	Polling area - 9. Vest	354	371	351	358	354	361	376	363	368
Never married	0-9 years	Men	Polling area - 9. Midt	138	143	138	136	121	126	132	124	123
Never married	0-9 years	Men	Polling area - 9. Sydhavn	83	76	68	69	65	56	3	2	2
Never married	0-9 years	Women	Copenhagen total	17883	17268	17000	17171	17373	17781	18202	18918	19761
Never married	0-9 years	Women	District - Indre By	1418	1339	1314	1316	1311	1346	1392	1446	1496
Never married	0-9 years	Women	District - Østerbro	2165	2099	2036	1978	2001	2084	2132	2216	2309
Never married	0-9 years	Women	District - Nørrebro	2755	2643	2591	2791	2900	2969	2981	3187	3356
Never married	0-9 years	Women	District - Vesterbro/Kongens Enghave	1982	1820	1794	1790	1787	1769	1806	1830	1882
Never married	0-9 years	Women	District - Valby	1839	1806	1763	1793	1764	1850	1914	1981	2073
Never married	0-9 years	Women	District - Vanløse	1377	1353	1315	1272	1314	1354	1381	1407	1511
Never married	0-9 years	Women	District - Brønshøj-Husum	1551	1557	1541	1574	1572	1642	1693	1773	1869
Never married	0-9 years	Women	District - Bispebjerg	1281	1258	1229	1238	1261	1283	1356	1392	1425
Never married	0-9 years	Women	District - Amager Øst	1705	1649	1624	1601	1614	1633	1698	1780	1849
Never married	0-9 years	Women	District - Amager Vest	1810	1744	1793	1818	1849	1851	1815	1862	1966
Never married	0-9 years	Women	Polling area - 1. Østerbro	373	344	322	329	335	368	363	394	405
Never married	0-9 years	Women	Polling area - 1. Øst	206	195	173	161	151	158	160	167	176
Never married	0-9 years	Women	Polling area - 1. Nord	251	246	265	251	272	263	270	275	286
Never married	0-9 years	Women	Polling area - 1. Syd	483	483	449	445	440	461	460	475	502
Never married	0-9 years	Women	Polling area - 1. Vest	403	407	401	387	394	434	478	513	534
Never married	0-9 years	Women	Polling area - 1. Nordvest	449	424	426	405	409	400	401	392	406
Never married	0-9 years	Women	Polling area - 2. Sundbyvester	373	346	364	398	427	508	530	531	557
Never married	0-9 years	Women	Polling area - 2. Nord	677	650	663	666	676	637	617	644	683
Never married	0-9 years	Women	Polling area - 2. Syd	140	140	140	144	130	143	123	123	125
Never married	0-9 years	Women	Polling area - 2. Øst	414	413	426	413	418	368	350	368	380
Never married	0-9 years	Women	Polling area - 2. Vest	206	195	200	197	198	195	195	196	221
Never married	0-9 years	Women	Polling area - 3. Indre By	349	340	324	310	293	322	370	377	369
Never married	0-9 years	Women	Polling area - 3. Nord	299	300	304	315	338	325	321	334	331
Never married	0-9 years	Women	Polling area - 3. Syd	320	299	297	309	300	308	315	336	367
Never married	0-9 years	Women	Polling area - 3. Øst	450	400	389	382	380	391	420	443	454
Never married	0-9 years	Women	Polling area - 4. Sundbyøster	369	355	345	335	312	310	327	330	361
Never married	0-9 years	Women	Polling area - 4. Nord	634	620	635	624	652	636	672	708	734
Never married	0-9 years	Women	Polling area - 4. Syd	374	334	311	321	327	333	349	361	349
Never married	0-9 years	Women	Polling area - 4. Øst	328	340	333	321	323	354	350	381	405
Never married	0-9 years	Women	Polling area - 5. Nørrebro	356	328	338	342	332	339	337	377	405
Never married	0-9 years	Women	Polling area - 5. Nord	366	351	339	358	401	390	406	457	492
Never married	0-9 years	Women	Polling area - 5. Nørrebrohallen	409	410	406	559	594	657	651	719	792
Never married	0-9 years	Women	Polling area - 5. Syd	452	457	429	442	476	487	472	464	478
Never married	0-9 years	Women	Polling area - 5. Øst	271	228	224	234	224	226	212	239	233
Never married	0-9 years	Women	Polling area - 5. Vest	372	368	383	380	406	406	441	460	479
Never married	0-9 years	Women	Polling area - 5. Nordvest	529	501	472	476	467	464	462	471	477
Never married	0-9 years	Women	Polling area - 6. Bispebjerg	258	259	241	236	244	247	272	279	287
Never married	0-9 years	Women	Polling area - 6. Vest	198	188	186	187	184	202	235	247	232
Never married	0-9 years	Women	Polling area - 6. Nord	318	330	325	329	327	315	311	324	349
Never married	0-9 years	Women	Polling area - 6. Øst	140	145	133	139	140	147	160	153	173
Never married	0-9 years	Women	Polling area - 6. Syd	367	336	344	347	366	372	378	389	384
Never married	0-9 years	Women	Polling area - 7. Brønshøj	260	245	240	256	262	269	245	254	257
Never married	0-9 years	Women	Polling area - 7. Nord	403	388	367	379	378	389	379	396	407
Never married	0-9 years	Women	Polling area - 7. Syd	299	291	293	291	313	312	317	317	359
Never married	0-9 years	Women	Polling area - 7. Øst	338	349	357	357	374	394	447	446	488
Never married	0-9 years	Women	Polling area - 7. Vest	269	273	281	266	270	276	257	294	296
Never married	0-9 years	Women	Polling area - 7. Nordvest	418	425	411	443	421	459	478	494	541
Never married	0-9 years	Women	Polling area - 7. Katrinedal	125	127	116	110	114	126	163	147	166
Never married	0-9 years	Women	Polling area - 7. Kirkebjerg	406	405	402	403	394	387	334	360	368
Never married	0-9 years	Women	Polling area - 7. Vanløse	410	407	389	341	360	384	454	472	498
Never married	0-9 years	Women	Polling area - 8. Valby	437	436	420	424	410	428	432	458	472
Never married	0-9 years	Women	Polling area - 8. Nord	333	302	285	296	303	312	335	357	380
Never married	0-9 years	Women	Polling area - 8. Syd	201	212	207	222	210	224	239	242	258
Never married	0-9 years	Women	Polling area - 8. Vest	315	298	288	292	293	325	335	354	355
Never married	0-9 years	Women	Polling area - 8. Sydøst	333	326	323	340	336	347	315	315	331
Never married	0-9 years	Women	Polling area - 8. Midt	220	232	240	219	212	214	258	255	277
Never married	0-9 years	Women	Polling area - 9. Vesterbro	417	381	359	371	333	339	322	288	301
Never married	0-9 years	Women	Polling area - 9. Nord	367	324	323	309	348	345	377	400	418
Never married	0-9 years	Women	Polling area - 9. Syd	371	342	355	326	330	327	391	423	423
Never married	0-9 years	Women	Polling area - 9. Øst	314	277	271	257	233	216	207	222	229
Never married	0-9 years	Women	Polling area - 9. Vest	290	287	304	327	339	346	346	353	361
Never married	0-9 years	Women	Polling area - 9. Midt	147	142	128	141	144	147	162	144	150
Never married	0-9 years	Women	Polling area - 9. Sydhavn	76	67	54	59	60	49	1	0	0
Never married	10-19 years	Men	Copenhagen total	20522	19822	19020	18506	18014	17718	17576	17115	16748
Never married	10-19 years	Men	District - Indre By	1827	1759	1680	1581	1504	1466	1398	1343	1308
Never married	10-19 years	Men	District - Østerbro	2439	2376	2270	2240	2215	2157	2098	1995	1902
Never married	10-19 years	Men	District - Nørrebro	2706	2591	2360	2430	2408	2374	2322	2333	2324
Never married	10-19 years	Men	District - Vesterbro/Kongens Enghave	2132	2046	1976	1949	1841	1780	1767	1711	1618
Never married	10-19 years	Men	District - Valby	2109	2017	1998	1876	1807	1842	1861	1831	1808
Never married	10-19 years	Men	District - Vanløse	1523	1500	1471	1462	1412	1366	1327	1291	1269
Never married	10-19 years	Men	District - Brønshøj-Husum	2036	1987	1884	1806	1813	1828	1849	1848	1819
Never married	10-19 years	Men	District - Bispebjerg	1460	1411	1425	1391	1376	1354	1364	1282	1227
Never married	10-19 years	Men	District - Amager Øst	1842	1742	1690	1619	1547	1545	1580	1490	1460
Never married	10-19 years	Men	District - Amager Vest	2448	2393	2266	2152	2091	2006	1955	1943	1983
Never married	10-19 years	Men	Polling area - 1. Østerbro	497	484	454	437	425	399	390	363	308
Never married	10-19 years	Men	Polling area - 1. Øst	216	197	178	176	180	178	148	138	128
Never married	10-19 years	Men	Polling area - 1. Nord	264	254	254	251	248	239	229	216	213
Never married	10-19 years	Men	Polling area - 1. Syd	547	531	507	499	504	483	457	431	423
Never married	10-19 years	Men	Polling area - 1. Vest	424	435	429	434	418	410	443	455	460
Never married	10-19 years	Men	Polling area - 1. Nordvest	491	475	448	443	440	448	431	392	370
Never married	10-19 years	Men	Polling area - 2. Sundbyvester	607	583	547	514	499	573	570	544	545
Never married	10-19 years	Men	Polling area - 2. Nord	720	730	693	661	622	596	588	596	629
Never married	10-19 years	Men	Polling area - 2. Syd	155	170	179	156	157	166	130	126	122
Never married	10-19 years	Men	Polling area - 2. Øst	716	698	640	624	618	487	490	505	513
Never married	10-19 years	Men	Polling area - 2. Vest	250	212	207	197	195	184	177	172	174
Never married	10-19 years	Men	Polling area - 3. Indre By	516	505	471	417	374	360	385	366	327
Never married	10-19 years	Men	Polling area - 3. Nord	392	378	355	344	345	339	332	324	322
Never married	10-19 years	Men	Polling area - 3. Syd	347	351	340	334	333	319	315	297	274
Never married	10-19 years	Men	Polling area - 3. Øst	572	525	514	486	452	448	421	404	415
Never married	10-19 years	Men	Polling area - 4. Sundbyøster	370	365	340	335	322	289	322	314	309
Never married	10-19 years	Men	Polling area - 4. Nord	635	569	563	529	493	516	520	507	489
Never married	10-19 years	Men	Polling area - 4. Syd	395	386	383	360	348	362	350	315	309
Never married	10-19 years	Men	Polling area - 4. Øst	442	422	404	395	384	378	388	354	353
Never married	10-19 years	Men	Polling area - 5. Nørrebro	375	364	344	359	348	340	321	320	322
Never married	10-19 years	Men	Polling area - 5. Nord	344	307	282	294	283	274	292	306	299
Never married	10-19 years	Men	Polling area - 5. Nørrebrohallen	417	395	373	415	404	433	366	407	421
Never married	10-19 years	Men	Polling area - 5. Syd	349	342	316	338	328	322	338	343	364
Never married	10-19 years	Men	Polling area - 5. Øst	328	312	260	221	206	182	176	168	132
Never married	10-19 years	Men	Polling area - 5. Vest	392	385	341	343	373	359	385	362	362
Never married	10-19 years	Men	Polling area - 5. Nordvest	501	486	444	460	466	464	444	427	424
Never married	10-19 years	Men	Polling area - 6. Bispebjerg	289	273	269	280	283	275	284	253	246
Never married	10-19 years	Men	Polling area - 6. Vest	203	212	202	192	193	192	237	221	217
Never married	10-19 years	Men	Polling area - 6. Nord	409	390	421	392	390	381	346	330	324
Never married	10-19 years	Men	Polling area - 6. Øst	163	146	147	156	157	172	168	167	166
Never married	10-19 years	Men	Polling area - 6. Syd	396	390	386	371	353	334	329	311	274
Never married	10-19 years	Men	Polling area - 7. Brønshøj	287	306	301	278	271	262	236	238	226
Never married	10-19 years	Men	Polling area - 7. Nord	499	465	420	383	378	363	374	369	372
Never married	10-19 years	Men	Polling area - 7. Syd	364	328	324	319	304	297	289	276	259
Never married	10-19 years	Men	Polling area - 7. Øst	442	443	427	432	414	417	458	448	467
Never married	10-19 years	Men	Polling area - 7. Vest	313	316	322	305	312	322	294	300	294
Never married	10-19 years	Men	Polling area - 7. Nordvest	656	622	592	569	588	600	588	591	553
Never married	10-19 years	Men	Polling area - 7. Katrinedal	132	144	129	135	135	128	146	146	150
Never married	10-19 years	Men	Polling area - 7. Kirkebjerg	389	379	390	420	420	412	358	363	350
Never married	10-19 years	Men	Polling area - 7. Vanløse	477	484	450	427	403	393	433	408	417
Never married	10-19 years	Men	Polling area - 8. Valby	467	471	461	445	430	439	450	420	405
Never married	10-19 years	Men	Polling area - 8. Nord	372	348	349	345	326	332	331	325	312
Never married	10-19 years	Men	Polling area - 8. Syd	315	280	265	241	233	236	230	238	231
Never married	10-19 years	Men	Polling area - 8. Vest	426	388	384	334	317	320	302	294	306
Never married	10-19 years	Men	Polling area - 8. Sydøst	330	326	319	303	306	327	319	325	339
Never married	10-19 years	Men	Polling area - 8. Midt	199	204	220	208	195	188	229	229	215
Never married	10-19 years	Men	Polling area - 9. Vesterbro	433	419	399	386	356	356	339	315	264
Never married	10-19 years	Men	Polling area - 9. Nord	402	353	349	361	329	323	333	324	333
Never married	10-19 years	Men	Polling area - 9. Syd	407	405	397	386	358	334	413	425	382
Never married	10-19 years	Men	Polling area - 9. Øst	370	375	355	333	293	254	233	219	204
Never married	10-19 years	Men	Polling area - 9. Vest	357	339	341	339	360	372	356	349	360
Never married	10-19 years	Men	Polling area - 9. Midt	87	81	68	72	75	78	93	79	74
Never married	10-19 years	Men	Polling area - 9. Sydhavn	76	74	67	72	70	63	0	0	1
Never married	10-19 years	Women	Copenhagen total	20485	19763	19021	18184	17854	17712	17569	17099	16659
Never married	10-19 years	Women	District - Indre By	1881	1768	1701	1535	1506	1506	1446	1334	1307
Never married	10-19 years	Women	District - Østerbro	2537	2414	2327	2211	2163	2118	2115	2086	2023
Never married	10-19 years	Women	District - Nørrebro	2802	2656	2526	2511	2489	2434	2452	2383	2319
Never married	10-19 years	Women	District - Vesterbro/Kongens Enghave	2079	2021	1878	1822	1793	1723	1718	1661	1572
Never married	10-19 years	Women	District - Valby	2130	2037	1966	1918	1857	1871	1824	1750	1731
Never married	10-19 years	Women	District - Vanløse	1457	1489	1468	1431	1369	1385	1381	1371	1333
Never married	10-19 years	Women	District - Brønshøj-Husum	1850	1794	1754	1665	1635	1618	1656	1653	1604
Never married	10-19 years	Women	District - Bispebjerg	1481	1445	1406	1320	1338	1321	1312	1248	1179
Never married	10-19 years	Women	District - Amager Øst	1915	1899	1821	1712	1643	1696	1674	1622	1594
Never married	10-19 years	Women	District - Amager Vest	2353	2240	2174	2059	2061	2040	1961	1966	1975
Never married	10-19 years	Women	Polling area - 1. Østerbro	541	510	485	425	425	392	386	382	353
Never married	10-19 years	Women	Polling area - 1. Øst	220	208	223	202	193	198	182	174	167
Never married	10-19 years	Women	Polling area - 1. Nord	313	307	294	273	254	252	232	249	248
Never married	10-19 years	Women	Polling area - 1. Syd	603	549	501	502	500	494	466	449	416
Never married	10-19 years	Women	Polling area - 1. Vest	419	407	400	384	370	363	436	412	429
Never married	10-19 years	Women	Polling area - 1. Nordvest	441	433	424	425	421	419	413	420	410
Never married	10-19 years	Women	Polling area - 2. Sundbyvester	544	511	525	518	509	614	591	569	584
Never married	10-19 years	Women	Polling area - 2. Nord	737	717	705	640	640	622	620	633	622
Never married	10-19 years	Women	Polling area - 2. Syd	128	123	131	127	149	137	113	110	116
Never married	10-19 years	Women	Polling area - 2. Øst	711	662	604	569	570	478	474	482	487
Never married	10-19 years	Women	Polling area - 2. Vest	233	227	209	205	193	189	163	172	166
Never married	10-19 years	Women	Polling area - 3. Indre By	526	485	466	417	406	396	420	364	346
Never married	10-19 years	Women	Polling area - 3. Nord	393	379	383	339	332	336	307	316	297
Never married	10-19 years	Women	Polling area - 3. Syd	333	329	318	282	298	310	326	294	293
Never married	10-19 years	Women	Polling area - 3. Øst	629	575	534	497	470	464	423	385	393
Never married	10-19 years	Women	Polling area - 4. Sundbyøster	388	393	347	342	316	333	340	330	344
Never married	10-19 years	Women	Polling area - 4. Nord	688	664	653	574	562	584	561	544	534
Never married	10-19 years	Women	Polling area - 4. Syd	411	405	410	389	377	407	393	370	357
Never married	10-19 years	Women	Polling area - 4. Øst	428	437	411	407	388	372	380	378	359
Never married	10-19 years	Women	Polling area - 5. Nørrebro	360	349	335	327	327	325	317	328	330
Never married	10-19 years	Women	Polling area - 5. Nord	368	357	329	313	321	307	326	336	308
Never married	10-19 years	Women	Polling area - 5. Nørrebrohallen	456	421	398	460	454	455	428	442	433
Never married	10-19 years	Women	Polling area - 5. Syd	345	365	364	368	346	338	372	326	368
Never married	10-19 years	Women	Polling area - 5. Øst	357	308	259	230	208	218	220	217	169
Never married	10-19 years	Women	Polling area - 5. Vest	380	360	383	355	377	355	353	345	337
Never married	10-19 years	Women	Polling area - 5. Nordvest	536	496	458	458	456	436	436	389	374
Never married	10-19 years	Women	Polling area - 6. Bispebjerg	341	316	300	274	267	255	257	233	222
Never married	10-19 years	Women	Polling area - 6. Vest	190	189	178	174	185	184	216	186	171
Never married	10-19 years	Women	Polling area - 6. Nord	369	380	371	371	360	355	327	326	316
Never married	10-19 years	Women	Polling area - 6. Øst	180	168	176	159	171	175	170	163	149
Never married	10-19 years	Women	Polling area - 6. Syd	401	392	381	342	355	352	342	340	321
Never married	10-19 years	Women	Polling area - 7. Brønshøj	264	279	277	255	257	237	223	216	226
Never married	10-19 years	Women	Polling area - 7. Nord	474	416	399	373	350	337	341	351	342
Never married	10-19 years	Women	Polling area - 7. Syd	342	366	345	342	316	312	331	330	323
Never married	10-19 years	Women	Polling area - 7. Øst	369	379	379	362	357	370	411	418	397
Never married	10-19 years	Women	Polling area - 7. Vest	316	327	320	299	304	303	275	271	258
Never married	10-19 years	Women	Polling area - 7. Nordvest	590	573	563	548	531	525	518	510	483
Never married	10-19 years	Women	Polling area - 7. Katrinedal	129	132	127	123	118	121	144	149	151
Never married	10-19 years	Women	Polling area - 7. Kirkebjerg	373	361	371	381	375	389	334	325	313
Never married	10-19 years	Women	Polling area - 7. Vanløse	450	450	441	413	396	409	460	454	444
Never married	10-19 years	Women	Polling area - 8. Valby	480	467	427	431	429	429	422	394	386
Never married	10-19 years	Women	Polling area - 8. Nord	395	364	341	341	305	320	316	291	287
Never married	10-19 years	Women	Polling area - 8. Syd	261	248	262	252	255	237	260	256	255
Never married	10-19 years	Women	Polling area - 8. Vest	413	376	357	337	336	327	310	307	315
Never married	10-19 years	Women	Polling area - 8. Sydøst	370	379	369	361	357	367	306	314	300
Never married	10-19 years	Women	Polling area - 8. Midt	211	203	210	196	175	191	210	188	188
Never married	10-19 years	Women	Polling area - 9. Vesterbro	390	387	374	341	333	313	309	299	271
Never married	10-19 years	Women	Polling area - 9. Nord	401	379	341	322	315	299	336	339	322
Never married	10-19 years	Women	Polling area - 9. Syd	379	391	369	359	360	346	412	382	350
Never married	10-19 years	Women	Polling area - 9. Øst	365	336	311	310	304	263	248	239	243
Never married	10-19 years	Women	Polling area - 9. Vest	360	350	330	346	333	351	328	318	304
Never married	10-19 years	Women	Polling area - 9. Midt	104	98	85	78	79	86	85	83	82
Never married	10-19 years	Women	Polling area - 9. Sydhavn	80	80	68	66	69	65	0	1	0
Never married	20-29 years	Men	Copenhagen total	41926	42808	43905	45316	46272	46819	47008	47531	48196
Never married	20-29 years	Men	District - Indre By	4624	4456	4413	4391	4391	4363	4378	4491	4624
Never married	20-29 years	Men	District - Østerbro	5962	6014	6277	6495	6660	6664	6889	6893	7095
Never married	20-29 years	Men	District - Nørrebro	7494	7752	7920	8307	8472	8483	8521	8627	8711
Never married	20-29 years	Men	District - Vesterbro/Kongens Enghave	5427	5560	5697	5792	5947	6064	5938	6139	6279
Never married	20-29 years	Men	District - Valby	3041	3138	3229	3405	3472	3497	3497	3541	3516
Never married	20-29 years	Men	District - Vanløse	2306	2378	2407	2524	2620	2647	2656	2679	2719
Never married	20-29 years	Men	District - Brønshøj-Husum	1886	1947	1988	2031	2071	2097	2095	2037	2051
Never married	20-29 years	Men	District - Bispebjerg	2734	2842	2913	3136	3202	3370	3347	3485	3550
Never married	20-29 years	Men	District - Amager Øst	4354	4497	4616	4770	4865	5028	5082	5142	5182
Never married	20-29 years	Men	District - Amager Vest	4098	4224	4445	4465	4572	4606	4127	4120	4119
Never married	20-29 years	Men	Polling area - 1. Østerbro	1296	1287	1358	1427	1431	1408	1502	1515	1531
Never married	20-29 years	Men	Polling area - 1. Øst	621	634	676	703	737	745	740	744	771
Never married	20-29 years	Men	Polling area - 1. Nord	472	490	523	507	511	516	565	580	593
Never married	20-29 years	Men	Polling area - 1. Syd	1586	1558	1566	1615	1626	1630	1660	1630	1695
Never married	20-29 years	Men	Polling area - 1. Vest	1071	1092	1131	1167	1187	1173	1244	1247	1329
Never married	20-29 years	Men	Polling area - 1. Nordvest	916	953	1023	1076	1168	1192	1178	1177	1176
Never married	20-29 years	Men	Polling area - 2. Sundbyvester	621	651	704	706	707	790	829	807	775
Never married	20-29 years	Men	Polling area - 2. Nord	1441	1428	1507	1540	1596	1613	1623	1624	1644
Never married	20-29 years	Men	Polling area - 2. Syd	488	519	530	510	584	633	167	167	185
Never married	20-29 years	Men	Polling area - 2. Øst	816	848	858	899	887	810	770	766	731
Never married	20-29 years	Men	Polling area - 2. Vest	732	778	846	810	798	760	738	756	784
Never married	20-29 years	Men	Polling area - 3. Indre By	1458	1406	1413	1386	1394	1402	1893	1849	1890
Never married	20-29 years	Men	Polling area - 3. Nord	753	731	711	724	737	749	738	797	802
Never married	20-29 years	Men	Polling area - 3. Syd	869	860	877	876	871	823	818	812	835
Never married	20-29 years	Men	Polling area - 3. Øst	1544	1459	1412	1405	1389	1389	1407	1410	1447
Never married	20-29 years	Men	Polling area - 4. Sundbyøster	969	977	997	1046	1075	1108	1156	1136	1175
Never married	20-29 years	Men	Polling area - 4. Nord	1948	2024	2091	2098	2180	2234	2242	2242	2208
Never married	20-29 years	Men	Polling area - 4. Syd	822	833	845	908	922	996	1017	1032	1065
Never married	20-29 years	Men	Polling area - 4. Øst	615	663	683	718	688	690	667	732	734
Never married	20-29 years	Men	Polling area - 5. Nørrebro	870	845	843	870	901	884	886	916	970
Never married	20-29 years	Men	Polling area - 5. Nord	1576	1598	1606	1645	1704	1737	1820	1854	1874
Never married	20-29 years	Men	Polling area - 5. Nørrebrohallen	1040	1084	1143	1356	1331	1295	1189	1215	1254
Never married	20-29 years	Men	Polling area - 5. Syd	769	822	805	773	733	722	717	689	696
Never married	20-29 years	Men	Polling area - 5. Øst	1048	1106	1173	1160	1166	1168	1213	1225	1171
Never married	20-29 years	Men	Polling area - 5. Vest	842	866	883	894	953	966	945	928	974
Never married	20-29 years	Men	Polling area - 5. Nordvest	1349	1431	1467	1609	1684	1711	1751	1800	1772
Never married	20-29 years	Men	Polling area - 6. Bispebjerg	844	893	899	946	1006	1008	1045	1074	1096
Never married	20-29 years	Men	Polling area - 6. Vest	286	291	311	340	345	405	489	497	499
Never married	20-29 years	Men	Polling area - 6. Nord	502	507	515	563	558	604	475	495	507
Never married	20-29 years	Men	Polling area - 6. Øst	175	186	188	193	194	200	189	195	204
Never married	20-29 years	Men	Polling area - 6. Syd	927	965	1000	1094	1099	1153	1149	1224	1244
Never married	20-29 years	Men	Polling area - 7. Brønshøj	346	349	365	404	436	418	371	382	378
Never married	20-29 years	Men	Polling area - 7. Nord	359	386	388	385	380	387	362	326	331
Never married	20-29 years	Men	Polling area - 7. Syd	575	600	624	653	667	650	671	719	715
Never married	20-29 years	Men	Polling area - 7. Øst	554	584	594	611	614	638	708	672	679
Never married	20-29 years	Men	Polling area - 7. Vest	412	389	381	407	403	417	368	370	357
Never married	20-29 years	Men	Polling area - 7. Nordvest	505	532	549	522	530	545	525	517	531
Never married	20-29 years	Men	Polling area - 7. Katrinedal	248	283	296	323	347	354	380	387	411
