marital status	age	sex	district	2003Q4	2004Q4	2005Q4	2006Q4	2007Q4	2008Q4	2009Q4	2010Q4	2011Q4
Never married	0-9 years	Men	Polling area - 5. Vest	634	652	631	618	588	580	595	598	604
Never married	0-9 years	Men	Polling area - 5. Nordvest	599	597	581	573	591	559	597	609	614
Never married	0-9 years	Men	Polling area - 6. Bispebjerg	440	441	414	430	478	549	605	640	662
Never married	0-9 years	Men	Polling area - 6. Vest	555	556	542	549	538	509	480	481	520
Never married	0-9 years	Men	Polling area - 6. Nord	466	459	440	428	452	478	497	537	543
Never married	0-9 years	Men	Polling area - 6. Øst	262	286	292	296	290	312	316	301	323
Never married	0-9 years	Men	Polling area - 6. Syd	546	517	474	485	480	523	541	559	561
Never married	0-9 years	Men	Polling area - 7. Brønshøj	301	283	283	270	262	265	271	283	293
Never married	0-9 years	Men	Polling area - 7. Nord	707	699	642	619	594	593	567	537	580
Never married	0-9 years	Men	Polling area - 7. Syd	473	470	468	461	453	440	479	498	493
Never married	0-9 years	Men	Polling area - 7. Øst	681	671	678	689	664	657	706	742	787
Never married	0-9 years	Men	Polling area - 7. Vest	592	597	576	592	606	613	632	639	685
Never married	0-9 years	Men	Polling area - 7. Nordvest	738	740	751	742	739	740	729	741	745
Never married	0-9 years	Men	Polling area - 7. Katrinedal	252	235	231	237	237	231	252	271	293
Never married	0-9 years	Men	Polling area - 7. Kirkebjerg	496	514	531	515	497	495	532	524	552
Never married	0-9 years	Men	Polling area - 7. Vanløse	632	648	642	656	632	645	673	718	735
Never married	0-9 years	Men	Polling area - 8. Valby	820	806	748	735	737	715	723	758	752
Never married	0-9 years	Men	Polling area - 8. Nord	488	488	492	472	490	523	530	567	611
Never married	0-9 years	Men	Polling area - 8. Syd	393	384	363	359	364	383	397	448	456
Never married	0-9 years	Men	Polling area - 8. Vest	361	345	334	329	342	338	350	358	350
Never married	0-9 years	Men	Polling area - 8. Sydøst	340	333	320	316	300	312	338	343	343
Never married	0-9 years	Men	Polling area - 8. Midt	324	331	332	322	357	428	455	494	567
Never married	0-9 years	Men	Polling area - 9. Vesterbro	481	491	519	506	520	546	562	580	601
Never married	0-9 years	Men	Polling area - 9. Nord	638	637	628	620	643	611	632	666	687
Never married	0-9 years	Men	Polling area - 9. Syd	670	644	596	537	528	538	548	565	603
Never married	0-9 years	Men	Polling area - 9. Øst	461	477	456	456	460	487	522	542	525
Never married	0-9 years	Men	Polling area - 9. Vest	444	402	418	419	440	446	477	497	519
Never married	0-9 years	Men	Polling area - 9. Midt	184	186	159	184	175	176	179	189	203
Never married	0-9 years	Men	Polling area - 9. Sydhavn	3	3	10	26	87	182	273	338	395
Never married	0-9 years	Women	Copenhagen total	27040	27127	26812	26854	27102	27530	28527	29420	30434
Never married	0-9 years	Women	District - Indre By	2100	2068	2091	2069	2115	2121	2217	2234	2260
Never married	0-9 years	Women	District - Østerbro	3533	3522	3512	3489	3558	3637	3777	3874	3914
Never married	0-9 years	Women	District - Nørrebro	4412	4364	4126	4041	3990	3881	3884	3932	4027
Never married	0-9 years	Women	District - Vesterbro/Kongens Enghave	2659	2726	2733	2780	2826	2909	3088	3284	3434
Never married	0-9 years	Women	District - Valby	2618	2575	2564	2507	2462	2596	2725	2803	2937
Never married	0-9 years	Women	District - Vanløse	1969	1947	1952	1931	1925	1906	1957	2033	2127
Never married	0-9 years	Women	District - Brønshøj-Husum	2608	2632	2594	2633	2604	2646	2659	2711	2847
Never married	0-9 years	Women	District - Bispebjerg	2182	2243	2189	2145	2199	2233	2313	2384	2405
Never married	0-9 years	Women	District - Amager Øst	2496	2524	2516	2564	2464	2516	2623	2705	2820
Never married	0-9 years	Women	District - Amager Vest	2387	2434	2460	2623	2866	3013	3193	3367	3563
Never married	0-9 years	Women	Polling area - 1. Østerbro	742	718	731	729	734	741	740	793	841
Never married	0-9 years	Women	Polling area - 1. Øst	359	351	315	338	351	357	358	405	416
Never married	0-9 years	Women	Polling area - 1. Nord	323	352	375	383	390	396	397	393	366
Never married	0-9 years	Women	Polling area - 1. Syd	849	850	853	831	865	878	918	946	951
Never married	0-9 years	Women	Polling area - 1. Vest	645	635	615	603	606	628	693	709	703
Never married	0-9 years	Women	Polling area - 1. Nordvest	615	616	623	605	612	637	671	628	637
Never married	0-9 years	Women	Polling area - 2. Sundbyvester	650	653	637	650	675	667	687	683	720
Never married	0-9 years	Women	Polling area - 2. Nord	803	795	766	761	776	771	753	790	803
Never married	0-9 years	Women	Polling area - 2. Syd	146	133	124	154	239	341	406	499	573
Never married	0-9 years	Women	Polling area - 2. Øst	478	506	513	547	572	574	592	583	605
Never married	0-9 years	Women	Polling area - 2. Vest	310	347	420	511	604	660	755	812	862
Never married	0-9 years	Women	Polling area - 3. Indre By	627	610	619	616	645	637	704	718	723
Never married	0-9 years	Women	Polling area - 3. Nord	459	470	472	474	504	491	502	519	523
Never married	0-9 years	Women	Polling area - 3. Syd	511	497	483	439	447	463	485	488	486
Never married	0-9 years	Women	Polling area - 3. Øst	579	583	592	612	612	602	617	602	628
Never married	0-9 years	Women	Polling area - 4. Sundbyøster	492	485	500	518	519	536	557	555	574
Never married	0-9 years	Women	Polling area - 4. Nord	945	935	899	880	839	857	885	887	910
Never married	0-9 years	Women	Polling area - 4. Syd	502	504	521	540	516	504	519	548	581
Never married	0-9 years	Women	Polling area - 4. Øst	557	600	596	626	590	619	662	715	755
Never married	0-9 years	Women	Polling area - 5. Nørrebro	416	418	385	401	401	416	436	463	455
Never married	0-9 years	Women	Polling area - 5. Nord	584	575	542	537	516	511	526	519	527
Never married	0-9 years	Women	Polling area - 5. Nørrebrohallen	1238	1194	1094	1024	936	888	855	835	829
Never married	0-9 years	Women	Polling area - 5. Syd	621	608	584	575	582	532	520	522	540
Never married	0-9 years	Women	Polling area - 5. Øst	419	420	407	401	428	416	429	459	477
Never married	0-9 years	Women	Polling area - 5. Vest	592	583	564	553	527	515	503	510	545
Never married	0-9 years	Women	Polling area - 5. Nordvest	542	566	550	550	600	603	615	624	654
Never married	0-9 years	Women	Polling area - 6. Bispebjerg	439	484	445	444	510	549	588	631	653
Never married	0-9 years	Women	Polling area - 6. Vest	552	557	536	509	485	461	466	455	465
Never married	0-9 years	Women	Polling area - 6. Nord	468	460	460	455	457	475	487	505	491
Never married	0-9 years	Women	Polling area - 6. Øst	244	254	257	260	272	284	274	278	291
Never married	0-9 years	Women	Polling area - 6. Syd	479	488	491	477	475	464	498	515	505
Never married	0-9 years	Women	Polling area - 7. Brønshøj	243	239	234	230	253	244	273	298	310
Never married	0-9 years	Women	Polling area - 7. Nord	653	649	627	619	577	546	529	504	526
Never married	0-9 years	Women	Polling area - 7. Syd	490	469	477	473	478	456	444	438	451
Never married	0-9 years	Women	Polling area - 7. Øst	646	660	667	702	700	715	733	789	831
Never married	0-9 years	Women	Polling area - 7. Vest	519	543	539	530	516	574	574	593	624
Never married	0-9 years	Women	Polling area - 7. Nordvest	669	673	655	668	679	694	699	705	753
Never married	0-9 years	Women	Polling area - 7. Katrinedal	248	227	218	232	229	229	221	247	256
Never married	0-9 years	Women	Polling area - 7. Kirkebjerg	474	464	499	495	502	492	504	523	538
Never married	0-9 years	Women	Polling area - 7. Vanløse	635	655	630	615	595	602	639	647	685
Never married	0-9 years	Women	Polling area - 8. Valby	739	725	747	732	689	707	710	700	725
Never married	0-9 years	Women	Polling area - 8. Nord	498	503	491	487	466	483	530	541	561
Never married	0-9 years	Women	Polling area - 8. Syd	361	358	367	356	351	376	396	400	427
Never married	0-9 years	Women	Polling area - 8. Vest	374	376	354	344	331	328	352	340	328
Never married	0-9 years	Women	Polling area - 8. Sydøst	327	312	302	297	292	298	295	316	329
Never married	0-9 years	Women	Polling area - 8. Midt	319	301	303	291	333	404	442	506	567
Never married	0-9 years	Women	Polling area - 9. Vesterbro	475	492	491	483	514	504	551	575	614
Never married	0-9 years	Women	Polling area - 9. Nord	607	641	635	628	620	594	611	650	645
Never married	0-9 years	Women	Polling area - 9. Syd	584	578	578	554	527	534	539	531	536
Never married	0-9 years	Women	Polling area - 9. Øst	437	441	447	469	485	514	536	556	560
Never married	0-9 years	Women	Polling area - 9. Vest	401	411	414	453	446	442	447	470	511
Never married	0-9 years	Women	Polling area - 9. Midt	154	162	164	169	152	147	156	159	172
Never married	0-9 years	Women	Polling area - 9. Sydhavn	1	1	4	24	82	174	248	343	396
Never married	10-19 years	Men	Copenhagen total	18346	19076	19578	20090	20573	20837	21177	21449	22009
Never married	10-19 years	Men	District - Indre By	1298	1322	1359	1439	1481	1516	1575	1643	1738
Never married	10-19 years	Men	District - Østerbro	2106	2197	2242	2332	2519	2570	2657	2672	2830
Never married	10-19 years	Men	District - Nørrebro	2603	2774	2755	2857	2902	2867	2856	2845	2876
Never married	10-19 years	Men	District - Vesterbro/Kongens Enghave	1307	1338	1410	1448	1521	1558	1603	1650	1734
Never married	10-19 years	Men	District - Valby	2014	2056	2120	2095	2134	2156	2196	2180	2216
Never married	10-19 years	Men	District - Vanløse	1554	1619	1660	1649	1701	1733	1744	1757	1790
Never married	10-19 years	Men	District - Brønshøj-Husum	2247	2300	2359	2396	2406	2412	2422	2441	2480
Never married	10-19 years	Men	District - Bispebjerg	1482	1517	1589	1657	1647	1647	1698	1794	1864
Never married	10-19 years	Men	District - Amager Øst	1670	1790	1817	1851	1890	1968	1946	1996	2018
Never married	10-19 years	Men	District - Amager Vest	2008	2103	2198	2298	2304	2348	2384	2377	2373
Never married	10-19 years	Men	Polling area - 1. Østerbro	431	471	483	502	537	539	561	590	611
Never married	10-19 years	Men	Polling area - 1. Øst	171	176	156	162	176	189	207	189	199
Never married	10-19 years	Men	Polling area - 1. Nord	213	222	251	254	280	296	344	348	366
Never married	10-19 years	Men	Polling area - 1. Syd	463	492	518	525	586	594	587	584	636
Never married	10-19 years	Men	Polling area - 1. Vest	430	423	416	430	455	457	473	474	497
Never married	10-19 years	Men	Polling area - 1. Nordvest	398	413	418	459	485	495	485	487	521
Never married	10-19 years	Men	Polling area - 2. Sundbyvester	586	608	631	616	633	648	677	650	656
Never married	10-19 years	Men	Polling area - 2. Nord	609	633	643	653	653	628	645	640	654
Never married	10-19 years	Men	Polling area - 2. Syd	131	139	144	180	185	227	230	250	242
Never married	10-19 years	Men	Polling area - 2. Øst	521	548	553	593	573	592	578	567	526
Never married	10-19 years	Men	Polling area - 2. Vest	161	175	227	256	260	253	254	270	295
Never married	10-19 years	Men	Polling area - 3. Indre By	340	349	367	378	407	422	469	495	521
Never married	10-19 years	Men	Polling area - 3. Nord	305	319	318	317	322	338	362	380	421
Never married	10-19 years	Men	Polling area - 3. Syd	337	344	356	385	378	378	390	394	408
Never married	10-19 years	Men	Polling area - 3. Øst	373	370	387	427	442	440	450	468	478
Never married	10-19 years	Men	Polling area - 4. Sundbyøster	305	344	339	333	342	363	363	370	401
Never married	10-19 years	Men	Polling area - 4. Nord	511	555	574	575	580	614	605	628	626
Never married	10-19 years	Men	Polling area - 4. Syd	357	370	377	395	395	408	398	408	404
Never married	10-19 years	Men	Polling area - 4. Øst	497	521	527	548	573	583	580	590	587
Never married	10-19 years	Men	Polling area - 5. Nørrebro	276	285	293	308	303	295	290	282	296
Never married	10-19 years	Men	Polling area - 5. Nord	331	369	364	377	361	364	376	360	364
Never married	10-19 years	Men	Polling area - 5. Nørrebrohallen	751	816	777	835	854	847	845	828	817
Never married	10-19 years	Men	Polling area - 5. Syd	410	425	436	449	452	450	431	441	438
Never married	10-19 years	Men	Polling area - 5. Øst	188	218	234	226	256	240	250	248	247
Never married	10-19 years	Men	Polling area - 5. Vest	317	325	322	326	324	332	339	360	397
Never married	10-19 years	Men	Polling area - 5. Nordvest	330	336	329	336	352	339	325	326	317
Never married	10-19 years	Men	Polling area - 6. Bispebjerg	236	251	272	286	291	294	301	348	382
Never married	10-19 years	Men	Polling area - 6. Vest	321	325	327	347	332	341	348	360	368
Never married	10-19 years	Men	Polling area - 6. Nord	419	414	425	448	447	453	456	458	470
Never married	10-19 years	Men	Polling area - 6. Øst	215	217	230	235	233	232	256	267	272
Never married	10-19 years	Men	Polling area - 6. Syd	291	310	335	341	344	327	337	361	372
Never married	10-19 years	Men	Polling area - 7. Brønshøj	307	324	323	318	316	320	314	304	304
Never married	10-19 years	Men	Polling area - 7. Nord	488	486	506	513	516	515	505	481	501
Never married	10-19 years	Men	Polling area - 7. Syd	312	330	356	348	366	367	368	365	385
Never married	10-19 years	Men	Polling area - 7. Øst	541	561	569	582	597	605	609	615	630
Never married	10-19 years	Men	Polling area - 7. Vest	419	437	456	477	466	481	487	516	511
Never married	10-19 years	Men	Polling area - 7. Nordvest	627	641	658	655	666	650	659	665	679
Never married	10-19 years	Men	Polling area - 7. Katrinedal	166	181	192	192	211	216	203	209	213
Never married	10-19 years	Men	Polling area - 7. Kirkebjerg	424	428	440	433	450	457	462	472	475
Never married	10-19 years	Men	Polling area - 7. Vanløse	517	531	519	527	519	534	559	571	572
Never married	10-19 years	Men	Polling area - 8. Valby	572	607	637	639	644	648	661	639	628
Never married	10-19 years	Men	Polling area - 8. Nord	298	284	308	335	340	339	360	370	389
Never married	10-19 years	Men	Polling area - 8. Syd	244	273	283	283	307	316	305	317	348
Never married	10-19 years	Men	Polling area - 8. Vest	336	337	328	327	338	336	340	321	332
Never married	10-19 years	Men	Polling area - 8. Sydøst	344	332	351	317	308	306	303	288	283
Never married	10-19 years	Men	Polling area - 8. Midt	220	223	213	194	197	211	227	245	236
Never married	10-19 years	Men	Polling area - 9. Vesterbro	187	191	219	213	230	240	249	251	273
Never married	10-19 years	Men	Polling area - 9. Nord	279	283	284	287	300	320	332	323	338
Never married	10-19 years	Men	Polling area - 9. Syd	381	386	404	416	423	416	412	416	418
Never married	10-19 years	Men	Polling area - 9. Øst	146	159	161	180	194	187	192	222	224
Never married	10-19 years	Men	Polling area - 9. Vest	255	263	278	284	277	276	273	281	309
Never married	10-19 years	Men	Polling area - 9. Midt	57	54	59	63	77	66	72	72	75
Never married	10-19 years	Men	Polling area - 9. Sydhavn	2	2	5	5	20	53	73	85	97
Never married	10-19 years	Women	Copenhagen total	17998	18713	19277	19837	20282	20957	21193	21434	21957
Never married	10-19 years	Women	District - Indre By	1303	1377	1424	1497	1534	1631	1683	1754	1837
Never married	10-19 years	Women	District - Østerbro	2119	2223	2318	2373	2442	2533	2628	2701	2797
Never married	10-19 years	Women	District - Nørrebro	2634	2743	2808	2859	2939	3029	3049	3010	3007
Never married	10-19 years	Women	District - Vesterbro/Kongens Enghave	1324	1364	1395	1470	1505	1606	1627	1695	1798
Never married	10-19 years	Women	District - Valby	2047	2091	2106	2143	2154	2175	2219	2195	2313
Never married	10-19 years	Women	District - Vanløse	1480	1534	1611	1658	1688	1733	1738	1727	1712
Never married	10-19 years	Women	District - Brønshøj-Husum	2101	2130	2168	2194	2249	2324	2353	2323	2392
Never married	10-19 years	Women	District - Bispebjerg	1419	1488	1574	1647	1692	1741	1711	1769	1828
Never married	10-19 years	Women	District - Amager Øst	1599	1680	1698	1740	1806	1898	1876	1877	1905
Never married	10-19 years	Women	District - Amager Vest	1937	2036	2136	2221	2219	2246	2255	2323	2314
Never married	10-19 years	Women	Polling area - 1. Østerbro	435	450	482	500	532	539	569	575	591
Never married	10-19 years	Women	Polling area - 1. Øst	182	193	154	149	156	169	190	197	220
Never married	10-19 years	Women	Polling area - 1. Nord	237	259	272	277	273	281	297	297	316
Never married	10-19 years	Women	Polling area - 1. Syd	404	422	476	532	570	603	628	645	673
Never married	10-19 years	Women	Polling area - 1. Vest	465	476	495	487	484	493	490	503	514
Never married	10-19 years	Women	Polling area - 1. Nordvest	396	423	439	428	427	448	454	484	483
Never married	10-19 years	Women	Polling area - 2. Sundbyvester	543	552	556	550	564	584	589	631	630
Never married	10-19 years	Women	Polling area - 2. Nord	624	641	640	648	624	617	637	653	641
Never married	10-19 years	Women	Polling area - 2. Syd	130	144	159	187	195	230	238	260	264
Never married	10-19 years	Women	Polling area - 2. Øst	484	510	553	564	556	550	533	516	494
Never married	10-19 years	Women	Polling area - 2. Vest	156	189	228	272	280	265	258	263	285
Never married	10-19 years	Women	Polling area - 3. Indre By	326	361	359	388	412	424	452	485	516
Never married	10-19 years	Women	Polling area - 3. Nord	323	330	339	362	369	384	411	430	445
Never married	10-19 years	Women	Polling area - 3. Syd	326	349	362	371	371	393	401	405	408
Never married	10-19 years	Women	Polling area - 3. Øst	363	384	403	411	436	471	473	494	522
Never married	10-19 years	Women	Polling area - 4. Sundbyøster	298	304	324	319	336	358	368	383	383
Never married	10-19 years	Women	Polling area - 4. Nord	510	535	576	599	600	614	603	593	620
Never married	10-19 years	Women	Polling area - 4. Syd	346	370	355	374	383	422	397	397	405
Never married	10-19 years	Women	Polling area - 4. Øst	445	471	443	448	487	504	508	504	497
Never married	10-19 years	Women	Polling area - 5. Nørrebro	277	288	279	272	268	259	275	263	273
Never married	10-19 years	Women	Polling area - 5. Nord	338	346	336	356	380	382	390	379	370
Never married	10-19 years	Women	Polling area - 5. Nørrebrohallen	711	784	822	839	892	907	906	913	847
Never married	10-19 years	Women	Polling area - 5. Syd	440	444	457	451	447	492	467	480	489
Never married	10-19 years	Women	Polling area - 5. Øst	196	204	206	220	227	240	265	259	282
Never married	10-19 years	Women	Polling area - 5. Vest	339	338	371	370	384	375	377	380	383
Never married	10-19 years	Women	Polling area - 5. Nordvest	333	339	337	351	341	374	369	336	363
Never married	10-19 years	Women	Polling area - 6. Bispebjerg	266	282	295	339	348	356	354	371	365
Never married	10-19 years	Women	Polling area - 6. Vest	275	265	298	304	336	337	335	355	375
Never married	10-19 years	Women	Polling area - 6. Nord	406	431	440	443	443	452	450	420	448
Never married	10-19 years	Women	Polling area - 6. Øst	199	212	232	239	226	244	214	243	245
Never married	10-19 years	Women	Polling area - 6. Syd	273	298	309	322	339	352	358	380	395
Never married	10-19 years	Women	Polling area - 7. Brønshøj	283	285	292	284	281	276	275	263	256
Never married	10-19 years	Women	Polling area - 7. Nord	423	424	420	429	462	467	460	453	458
Never married	10-19 years	Women	Polling area - 7. Syd	331	340	342	350	355	392	409	396	391
Never married	10-19 years	Women	Polling area - 7. Øst	504	526	518	537	568	601	619	635	659
Never married	10-19 years	Women	Polling area - 7. Vest	423	433	453	463	447	461	472	445	469
Never married	10-19 years	Women	Polling area - 7. Nordvest	576	577	606	609	623	657	663	653	679
Never married	10-19 years	Women	Polling area - 7. Katrinedal	187	184	190	198	199	201	216	217	210
Never married	10-19 years	Women	Polling area - 7. Kirkebjerg	360	387	395	414	427	428	420	427	428
Never married	10-19 years	Women	Polling area - 7. Vanløse	494	508	563	568	575	574	557	561	554
Never married	10-19 years	Women	Polling area - 8. Valby	575	580	588	613	643	654	666	626	646
Never married	10-19 years	Women	Polling area - 8. Nord	334	320	328	336	333	351	375	378	395
Never married	10-19 years	Women	Polling area - 8. Syd	291	320	323	334	332	314	308	317	332
Never married	10-19 years	Women	Polling area - 8. Vest	335	347	334	360	354	346	350	344	359
Never married	10-19 years	Women	Polling area - 8. Sydøst	316	326	326	308	295	289	296	298	324
Never married	10-19 years	Women	Polling area - 8. Midt	196	198	207	192	197	221	224	232	257
Never married	10-19 years	Women	Polling area - 9. Vesterbro	158	170	198	209	201	214	234	236	244
Never married	10-19 years	Women	Polling area - 9. Nord	311	290	305	325	327	343	347	373	395
Never married	10-19 years	Women	Polling area - 9. Syd	358	374	374	375	389	394	423	405	432
Never married	10-19 years	Women	Polling area - 9. Øst	149	167	160	185	180	191	197	222	243
Never married	10-19 years	Women	Polling area - 9. Vest	280	286	295	295	300	308	292	286	302
Never married	10-19 years	Women	Polling area - 9. Midt	68	76	58	71	82	85	67	80	85
Never married	10-19 years	Women	Polling area - 9. Sydhavn	0	1	5	10	26	71	67	93	97
Never married	20-29 years	Men	Copenhagen total	51241	50443	49802	49493	50226	51562	53074	54385	56441
Never married	20-29 years	Men	District - Indre By	4290	4171	4051	4036	4023	4190	4519	4762	5028
Never married	20-29 years	Men	District - Østerbro	6582	6410	6411	6326	6184	6348	6496	6524	6812
Never married	20-29 years	Men	District - Nørrebro	9284	9046	8904	8745	8780	9047	9456	9909	10378
Never married	20-29 years	Men	District - Vesterbro/Kongens Enghave	6274	5953	5627	5515	5617	5719	5920	5961	6071
Never married	20-29 years	Men	District - Valby	3974	3881	3946	3857	3855	3925	3988	4084	4146
Never married	20-29 years	Men	District - Vanløse	2979	2965	2924	2781	2727	2768	2827	2927	3083
Never married	20-29 years	Men	District - Brønshøj-Husum	2242	2285	2272	2268	2291	2342	2308	2363	2492
Never married	20-29 years	Men	District - Bispebjerg	4944	4959	4917	4998	5414	5548	5589	5815	6107
Never married	20-29 years	Men	District - Amager Øst	5661	5592	5494	5232	5267	5229	5409	5348	5431
Never married	20-29 years	Men	District - Amager Vest	4470	4520	4618	4996	5312	5573	5604	5538	5781
Never married	20-29 years	Men	Polling area - 1. Østerbro	1400	1337	1394	1374	1328	1343	1401	1416	1438
Never married	20-29 years	Men	Polling area - 1. Øst	662	646	620	630	606	611	644	648	644
Never married	20-29 years	Men	Polling area - 1. Nord	568	580	578	545	497	555	579	600	625
Never married	20-29 years	Men	Polling area - 1. Syd	1360	1291	1296	1241	1235	1286	1335	1298	1336
Never married	20-29 years	Men	Polling area - 1. Vest	1423	1373	1350	1390	1391	1405	1397	1415	1527
Never married	20-29 years	Men	Polling area - 1. Nordvest	1169	1183	1173	1146	1127	1148	1140	1147	1242
Never married	20-29 years	Men	Polling area - 2. Sundbyvester	838	864	870	900	869	889	898	957	1003
Never married	20-29 years	Men	Polling area - 2. Nord	1757	1774	1729	1714	1657	1744	1783	1726	1851
Never married	20-29 years	Men	Polling area - 2. Syd	190	186	209	353	606	844	775	787	853
Never married	20-29 years	Men	Polling area - 2. Øst	814	823	821	931	1127	1113	1157	1107	1097
Never married	20-29 years	Men	Polling area - 2. Vest	871	873	989	1098	1053	983	991	961	977
Never married	20-29 years	Men	Polling area - 3. Indre By	2006	2105	2014	2169	2189	2347	2551	2914	2954
Never married	20-29 years	Men	Polling area - 3. Nord	644	609	586	557	569	586	632	645	648
Never married	20-29 years	Men	Polling area - 3. Syd	792	746	694	657	685	702	752	762	803
Never married	20-29 years	Men	Polling area - 3. Øst	1389	1372	1395	1392	1336	1428	1542	1595	1735
Never married	20-29 years	Men	Polling area - 4. Sundbyøster	1367	1356	1303	1211	1182	1195	1229	1265	1286
Never married	20-29 years	Men	Polling area - 4. Nord	2482	2444	2382	2266	2290	2257	2362	2272	2320
Never married	20-29 years	Men	Polling area - 4. Syd	1107	1099	1066	1020	1040	1013	1035	1029	1039
Never married	20-29 years	Men	Polling area - 4. Øst	705	693	743	735	755	764	783	782	786
Never married	20-29 years	Men	Polling area - 5. Nørrebro	970	951	901	907	884	915	936	987	998
Never married	20-29 years	Men	Polling area - 5. Nord	2176	2168	2172	2159	2129	2176	2254	2334	2466
Never married	20-29 years	Men	Polling area - 5. Nørrebrohallen	1454	1427	1466	1427	1430	1483	1538	1690	1824
Never married	20-29 years	Men	Polling area - 5. Syd	705	693	719	716	758	819	855	894	940
Never married	20-29 years	Men	Polling area - 5. Øst	1019	973	937	919	948	930	1052	1085	1127
Never married	20-29 years	Men	Polling area - 5. Vest	1045	1015	959	947	980	1022	1055	1056	1121
Never married	20-29 years	Men	Polling area - 5. Nordvest	1915	1819	1750	1670	1651	1702	1766	1863	1902
Never married	20-29 years	Men	Polling area - 6. Bispebjerg	1668	1654	1625	1781	1979	1953	1947	1978	2036
Never married	20-29 years	Men	Polling area - 6. Vest	710	714	692	695	760	770	743	794	828
Never married	20-29 years	Men	Polling area - 6. Nord	731	711	733	696	734	736	728	745	846
Never married	20-29 years	Men	Polling area - 6. Øst	327	315	340	344	328	342	372	360	371
Never married	20-29 years	Men	Polling area - 6. Syd	1508	1565	1527	1482	1613	1747	1799	1938	2026
Never married	20-29 years	Men	Polling area - 7. Brønshøj	366	378	360	361	356	349	363	386	376
Never married	20-29 years	Men	Polling area - 7. Nord	398	404	389	404	404	439	446	445	492
Never married	20-29 years	Men	Polling area - 7. Syd	817	790	773	731	682	694	742	762	806
Never married	20-29 years	Men	Polling area - 7. Øst	661	674	695	705	675	646	615	629	656
Never married	20-29 years	Men	Polling area - 7. Vest	515	521	538	517	547	570	530	527	604
Never married	20-29 years	Men	Polling area - 7. Nordvest	518	531	517	487	518	551	564	589	573
