citizenship	age	sex	district	1997Q1	1998Q1	1999Q1	2000Q1	2001Q1	2002Q4
Denmark	0-4 years	Men	Polling area - 9. Vesterbro	187	196	219	233	238	272
Denmark	0-4 years	Men	Polling area - 9. Nord	208	232	245	287	305	347
Denmark	0-4 years	Men	Polling area - 9. Syd	280	275	283	280	311	330
Denmark	0-4 years	Men	Polling area - 9. Øst	133	141	152	183	225	284
Denmark	0-4 years	Men	Polling area - 9. Vest	180	183	187	170	186	189
Denmark	0-4 years	Men	Polling area - 9. Midt	60	65	77	79	80	92
Denmark	0-4 years	Men	Polling area - 9. Sydhavn	0	0	1	1	1	1
Denmark	0-4 years	Women	Copenhagen total	11735	11945	12068	12317	12807	13364
Denmark	0-4 years	Women	District - Indre By	993	1037	1082	1115	1123	1153
Denmark	0-4 years	Women	District - Østerbro	1673	1751	1792	1807	1875	1974
Denmark	0-4 years	Women	District - Nørrebro	1759	1779	1803	1944	2016	2136
Denmark	0-4 years	Women	District - Vesterbro/Kongens Enghave	985	1053	1073	1199	1272	1393
Denmark	0-4 years	Women	District - Valby	1262	1221	1206	1209	1243	1187
Denmark	0-4 years	Women	District - Vanløse	941	953	962	927	935	947
Denmark	0-4 years	Women	District - Brønshøj-Husum	1078	1088	1091	1056	1115	1101
Denmark	0-4 years	Women	District - Bispebjerg	878	877	883	875	941	1039
Denmark	0-4 years	Women	District - Amager Øst	1078	1094	1067	1113	1172	1258
Denmark	0-4 years	Women	District - Amager Vest	1081	1077	1098	1066	1099	1145
Denmark	0-4 years	Women	District - Unlocated	7	15	11	6	16	31
Denmark	0-4 years	Women	Polling area - 1. Østerbro	341	387	396	416	421	429
Denmark	0-4 years	Women	Polling area - 1. Øst	171	171	188	194	192	221
Denmark	0-4 years	Women	Polling area - 1. Nord	172	169	204	188	183	186
Denmark	0-4 years	Women	Polling area - 1. Syd	377	395	403	430	477	480
Denmark	0-4 years	Women	Polling area - 1. Vest	325	320	310	311	320	351
Denmark	0-4 years	Women	Polling area - 1. Nordvest	287	309	291	268	282	307
Denmark	0-4 years	Women	Polling area - 2. Sundbyvester	292	280	311	308	308	323
Denmark	0-4 years	Women	Polling area - 2. Nord	381	358	359	362	375	402
Denmark	0-4 years	Women	Polling area - 2. Syd	62	70	72	68	68	59
Denmark	0-4 years	Women	Polling area - 2. Øst	192	203	208	186	184	199
Denmark	0-4 years	Women	Polling area - 2. Vest	154	166	148	142	164	162
Denmark	0-4 years	Women	Polling area - 3. Indre By	250	293	296	299	302	351
Denmark	0-4 years	Women	Polling area - 3. Nord	235	218	242	244	236	241
Denmark	0-4 years	Women	Polling area - 3. Syd	206	208	211	222	239	246
Denmark	0-4 years	Women	Polling area - 3. Øst	309	333	344	356	362	346
Denmark	0-4 years	Women	Polling area - 4. Sundbyøster	216	223	202	219	213	242
Denmark	0-4 years	Women	Polling area - 4. Nord	401	382	363	393	455	467
Denmark	0-4 years	Women	Polling area - 4. Syd	231	235	249	253	237	284
Denmark	0-4 years	Women	Polling area - 4. Øst	230	254	253	248	267	265
Denmark	0-4 years	Women	Polling area - 5. Nørrebro	161	164	162	180	198	229
Denmark	0-4 years	Women	Polling area - 5. Nord	258	248	258	263	282	280
Denmark	0-4 years	Women	Polling area - 5. Nørrebrohallen	362	371	399	430	452	480
Denmark	0-4 years	Women	Polling area - 5. Syd	281	287	285	303	295	303
Denmark	0-4 years	Women	Polling area - 5. Øst	202	215	203	217	221	236
Denmark	0-4 years	Women	Polling area - 5. Vest	245	235	251	265	280	308
Denmark	0-4 years	Women	Polling area - 5. Nordvest	250	259	245	286	288	300
Denmark	0-4 years	Women	Polling area - 6. Bispebjerg	175	165	172	187	216	227
Denmark	0-4 years	Women	Polling area - 6. Vest	180	183	198	196	224	261
Denmark	0-4 years	Women	Polling area - 6. Nord	202	208	198	180	203	212
Denmark	0-4 years	Women	Polling area - 6. Øst	99	101	94	99	97	102
Denmark	0-4 years	Women	Polling area - 6. Syd	222	220	221	213	201	237
Denmark	0-4 years	Women	Polling area - 7. Brønshøj	149	138	149	146	138	127
Denmark	0-4 years	Women	Polling area - 7. Nord	160	158	167	162	190	224
Denmark	0-4 years	Women	Polling area - 7. Syd	228	243	255	235	259	265
Denmark	0-4 years	Women	Polling area - 7. Øst	295	311	290	284	318	295
Denmark	0-4 years	Women	Polling area - 7. Vest	212	211	216	203	219	216
Denmark	0-4 years	Women	Polling area - 7. Nordvest	342	341	337	323	308	290
Denmark	0-4 years	Women	Polling area - 7. Katrinedal	119	110	110	118	119	128
Denmark	0-4 years	Women	Polling area - 7. Kirkebjerg	220	229	232	219	201	201
Denmark	0-4 years	Women	Polling area - 7. Vanløse	294	300	297	293	298	302
Denmark	0-4 years	Women	Polling area - 8. Valby	347	351	332	327	335	317
Denmark	0-4 years	Women	Polling area - 8. Nord	278	248	262	253	262	259
Denmark	0-4 years	Women	Polling area - 8. Syd	153	156	158	157	148	140
Denmark	0-4 years	Women	Polling area - 8. Vest	171	160	162	156	167	164
Denmark	0-4 years	Women	Polling area - 8. Sydøst	170	169	161	154	165	145
Denmark	0-4 years	Women	Polling area - 8. Midt	143	137	131	162	166	162
Denmark	0-4 years	Women	Polling area - 9. Vesterbro	174	190	195	222	233	259
Denmark	0-4 years	Women	Polling area - 9. Nord	225	241	245	284	310	324
Denmark	0-4 years	Women	Polling area - 9. Syd	217	221	242	263	258	267
Denmark	0-4 years	Women	Polling area - 9. Øst	124	145	151	174	208	274
Denmark	0-4 years	Women	Polling area - 9. Vest	174	179	171	187	193	201
Denmark	0-4 years	Women	Polling area - 9. Midt	69	75	69	69	70	67
Denmark	0-4 years	Women	Polling area - 9. Sydhavn	2	2	0	0	0	1
Denmark	5-9 years	Men	Copenhagen total	8325	8699	8988	9258	9821	10300
Denmark	5-9 years	Men	District - Indre By	570	619	643	685	739	742
Denmark	5-9 years	Men	District - Østerbro	1029	1085	1163	1221	1218	1337
Denmark	5-9 years	Men	District - Nørrebro	1025	1103	1161	1217	1374	1523
Denmark	5-9 years	Men	District - Vesterbro/Kongens Enghave	604	597	612	640	681	795
Denmark	5-9 years	Men	District - Valby	913	978	1020	1004	1078	1074
Denmark	5-9 years	Men	District - Vanløse	786	807	820	804	835	856
Denmark	5-9 years	Men	District - Brønshøj-Husum	1022	1042	1050	1138	1179	1190
Denmark	5-9 years	Men	District - Bispebjerg	589	612	635	641	697	750
Denmark	5-9 years	Men	District - Amager Øst	837	886	897	915	973	984
Denmark	5-9 years	Men	District - Amager Vest	940	966	979	986	1040	1030
Denmark	5-9 years	Men	District - Unlocated	10	4	8	7	7	19
Denmark	5-9 years	Men	Polling area - 1. Østerbro	219	234	257	269	265	280
Denmark	5-9 years	Men	Polling area - 1. Øst	72	87	99	97	95	122
Denmark	5-9 years	Men	Polling area - 1. Nord	103	109	108	129	131	138
Denmark	5-9 years	Men	Polling area - 1. Syd	225	233	258	254	256	330
Denmark	5-9 years	Men	Polling area - 1. Vest	194	214	230	263	249	235
Denmark	5-9 years	Men	Polling area - 1. Nordvest	216	208	211	209	222	232
Denmark	5-9 years	Men	Polling area - 2. Sundbyvester	286	275	283	294	292	311
Denmark	5-9 years	Men	Polling area - 2. Nord	279	298	304	291	316	304
Denmark	5-9 years	Men	Polling area - 2. Syd	54	74	74	69	79	57
Denmark	5-9 years	Men	Polling area - 2. Øst	247	245	231	227	233	232
Denmark	5-9 years	Men	Polling area - 2. Vest	74	74	87	105	120	126
Denmark	5-9 years	Men	Polling area - 3. Indre By	136	131	132	145	152	163
Denmark	5-9 years	Men	Polling area - 3. Nord	117	148	161	171	191	171
Denmark	5-9 years	Men	Polling area - 3. Syd	157	154	161	174	185	196
Denmark	5-9 years	Men	Polling area - 3. Øst	170	190	197	202	218	231
Denmark	5-9 years	Men	Polling area - 4. Sundbyøster	156	164	161	168	171	183
Denmark	5-9 years	Men	Polling area - 4. Nord	253	276	270	272	285	306
Denmark	5-9 years	Men	Polling area - 4. Syd	192	197	205	213	217	197
Denmark	5-9 years	Men	Polling area - 4. Øst	236	249	261	262	300	298
Denmark	5-9 years	Men	Polling area - 5. Nørrebro	108	99	116	121	131	149
Denmark	5-9 years	Men	Polling area - 5. Nord	141	157	159	149	161	184
Denmark	5-9 years	Men	Polling area - 5. Nørrebrohallen	239	283	300	334	405	444
Denmark	5-9 years	Men	Polling area - 5. Syd	187	202	202	209	218	244
Denmark	5-9 years	Men	Polling area - 5. Øst	87	97	93	104	118	137
Denmark	5-9 years	Men	Polling area - 5. Vest	141	137	146	154	173	194
Denmark	5-9 years	Men	Polling area - 5. Nordvest	122	128	145	146	168	171
Denmark	5-9 years	Men	Polling area - 6. Bispebjerg	79	79	88	104	126	138
Denmark	5-9 years	Men	Polling area - 6. Vest	127	116	120	126	143	167
Denmark	5-9 years	Men	Polling area - 6. Nord	174	190	197	180	180	174
Denmark	5-9 years	Men	Polling area - 6. Øst	88	101	114	108	105	104
Denmark	5-9 years	Men	Polling area - 6. Syd	121	126	116	123	143	167
Denmark	5-9 years	Men	Polling area - 7. Brønshøj	176	173	174	177	169	155
Denmark	5-9 years	Men	Polling area - 7. Nord	159	165	166	177	193	213
Denmark	5-9 years	Men	Polling area - 7. Syd	154	173	165	161	178	193
Denmark	5-9 years	Men	Polling area - 7. Øst	240	264	274	299	298	290
Denmark	5-9 years	Men	Polling area - 7. Vest	205	199	195	229	253	245
Denmark	5-9 years	Men	Polling area - 7. Nordvest	318	323	321	340	341	352
Denmark	5-9 years	Men	Polling area - 7. Katrinedal	88	101	115	106	103	106
Denmark	5-9 years	Men	Polling area - 7. Kirkebjerg	203	194	208	214	219	227
Denmark	5-9 years	Men	Polling area - 7. Vanløse	265	257	252	239	260	265
Denmark	5-9 years	Men	Polling area - 8. Valby	260	278	296	283	306	326
Denmark	5-9 years	Men	Polling area - 8. Nord	142	154	171	168	184	192
Denmark	5-9 years	Men	Polling area - 8. Syd	120	132	122	132	144	150
Denmark	5-9 years	Men	Polling area - 8. Vest	149	156	163	152	173	155
Denmark	5-9 years	Men	Polling area - 8. Sydøst	132	153	158	159	165	147
Denmark	5-9 years	Men	Polling area - 8. Midt	110	105	110	110	106	104
Denmark	5-9 years	Men	Polling area - 9. Vesterbro	87	85	92	112	114	130
Denmark	5-9 years	Men	Polling area - 9. Nord	108	106	108	109	132	152
Denmark	5-9 years	Men	Polling area - 9. Syd	199	175	190	189	209	238
Denmark	5-9 years	Men	Polling area - 9. Øst	50	59	61	61	59	93
Denmark	5-9 years	Men	Polling area - 9. Vest	137	135	131	139	136	143
Denmark	5-9 years	Men	Polling area - 9. Midt	22	36	29	30	31	38
Denmark	5-9 years	Men	Polling area - 9. Sydhavn	1	1	1	0	0	1
Denmark	5-9 years	Women	Copenhagen total	7924	8162	8503	8867	9284	9842
Denmark	5-9 years	Women	District - Indre By	601	623	640	691	732	766
Denmark	5-9 years	Women	District - Østerbro	1020	989	1090	1148	1166	1258
Denmark	5-9 years	Women	District - Nørrebro	1035	1022	1115	1180	1336	1505
Denmark	5-9 years	Women	District - Vesterbro/Kongens Enghave	533	546	567	585	646	734
Denmark	5-9 years	Women	District - Valby	936	972	986	1028	1023	1053
Denmark	5-9 years	Women	District - Vanløse	712	770	788	829	811	845
Denmark	5-9 years	Women	District - Brønshøj-Husum	895	953	978	1022	1039	1064
Denmark	5-9 years	Women	District - Bispebjerg	575	584	601	619	667	742
Denmark	5-9 years	Women	District - Amager Øst	746	778	810	812	847	885
Denmark	5-9 years	Women	District - Amager Vest	861	919	917	949	1003	979
Denmark	5-9 years	Women	District - Unlocated	10	6	11	4	14	11
Denmark	5-9 years	Women	Polling area - 1. Østerbro	224	207	210	215	227	275
Denmark	5-9 years	Women	Polling area - 1. Øst	74	73	88	97	103	101
Denmark	5-9 years	Women	Polling area - 1. Nord	108	110	119	124	126	123
Denmark	5-9 years	Women	Polling area - 1. Syd	197	193	242	263	277	321
Denmark	5-9 years	Women	Polling area - 1. Vest	245	239	251	250	243	219
Denmark	5-9 years	Women	Polling area - 1. Nordvest	172	167	180	199	190	219
Denmark	5-9 years	Women	Polling area - 2. Sundbyvester	241	269	262	263	285	267
Denmark	5-9 years	Women	Polling area - 2. Nord	262	269	275	290	311	299
Denmark	5-9 years	Women	Polling area - 2. Syd	61	67	68	74	69	64
Denmark	5-9 years	Women	Polling area - 2. Øst	222	231	226	226	234	227
Denmark	5-9 years	Women	Polling area - 2. Vest	75	83	86	96	104	122
Denmark	5-9 years	Women	Polling area - 3. Indre By	136	130	146	138	153	179
Denmark	5-9 years	Women	Polling area - 3. Nord	134	151	159	178	194	197
Denmark	5-9 years	Women	Polling area - 3. Syd	160	157	162	180	194	181
Denmark	5-9 years	Women	Polling area - 3. Øst	181	191	184	199	205	220
Denmark	5-9 years	Women	Polling area - 4. Sundbyøster	149	150	157	150	148	157
Denmark	5-9 years	Women	Polling area - 4. Nord	239	253	265	267	282	305
Denmark	5-9 years	Women	Polling area - 4. Syd	162	175	181	181	191	192
Denmark	5-9 years	Women	Polling area - 4. Øst	196	200	207	214	226	231
Denmark	5-9 years	Women	Polling area - 5. Nørrebro	109	109	121	124	136	125
Denmark	5-9 years	Women	Polling area - 5. Nord	151	145	155	157	139	177
Denmark	5-9 years	Women	Polling area - 5. Nørrebrohallen	224	219	249	305	416	465
Denmark	5-9 years	Women	Polling area - 5. Syd	194	203	212	213	243	270
Denmark	5-9 years	Women	Polling area - 5. Øst	76	71	91	98	114	137
Denmark	5-9 years	Women	Polling area - 5. Vest	149	155	158	158	157	190
Denmark	5-9 years	Women	Polling area - 5. Nordvest	132	120	129	125	131	141
Denmark	5-9 years	Women	Polling area - 6. Bispebjerg	88	91	91	99	108	110
Denmark	5-9 years	Women	Polling area - 6. Vest	101	101	109	123	145	190
Denmark	5-9 years	Women	Polling area - 6. Nord	196	192	201	191	195	188
Denmark	5-9 years	Women	Polling area - 6. Øst	102	101	90	95	95	92
Denmark	5-9 years	Women	Polling area - 6. Syd	88	99	110	111	124	162
Denmark	5-9 years	Women	Polling area - 7. Brønshøj	141	138	134	136	136	128
Denmark	5-9 years	Women	Polling area - 7. Nord	138	139	139	144	167	194
Denmark	5-9 years	Women	Polling area - 7. Syd	169	179	178	198	175	190
Denmark	5-9 years	Women	Polling area - 7. Øst	250	268	258	257	260	275
Denmark	5-9 years	Women	Polling area - 7. Vest	165	176	189	215	207	199
Denmark	5-9 years	Women	Polling area - 7. Nordvest	261	299	321	331	330	331
Denmark	5-9 years	Women	Polling area - 7. Katrinedal	82	94	104	119	116	100
Denmark	5-9 years	Women	Polling area - 7. Kirkebjerg	178	180	194	203	218	222
Denmark	5-9 years	Women	Polling area - 7. Vanløse	223	250	249	248	241	270
Denmark	5-9 years	Women	Polling area - 8. Valby	252	278	296	322	302	311
Denmark	5-9 years	Women	Polling area - 8. Nord	156	159	163	187	169	183
Denmark	5-9 years	Women	Polling area - 8. Syd	133	140	132	131	138	143
Denmark	5-9 years	Women	Polling area - 8. Vest	171	168	159	160	155	156
Denmark	5-9 years	Women	Polling area - 8. Sydøst	123	127	136	133	162	152
Denmark	5-9 years	Women	Polling area - 8. Midt	101	100	100	95	97	108
Denmark	5-9 years	Women	Polling area - 9. Vesterbro	75	72	74	78	95	99
Denmark	5-9 years	Women	Polling area - 9. Nord	109	120	119	129	133	166
Denmark	5-9 years	Women	Polling area - 9. Syd	138	139	159	164	177	200
Denmark	5-9 years	Women	Polling area - 9. Øst	46	53	48	52	72	94
Denmark	5-9 years	Women	Polling area - 9. Vest	125	118	124	123	129	138
Denmark	5-9 years	Women	Polling area - 9. Midt	40	44	43	39	40	37
Denmark	5-9 years	Women	Polling area - 9. Sydhavn	0	0	0	0	0	0
Denmark	10-14 years	Men	Copenhagen total	6235	6329	6643	7055	7396	8160
Denmark	10-14 years	Men	District - Indre By	469	466	505	518	520	595
Denmark	10-14 years	Men	District - Østerbro	757	772	789	854	903	978
Denmark	10-14 years	Men	District - Nørrebro	674	649	740	793	855	1076
Denmark	10-14 years	Men	District - Vesterbro/Kongens Enghave	397	397	410	417	459	493
Denmark	10-14 years	Men	District - Valby	741	735	769	831	854	891
Denmark	10-14 years	Men	District - Vanløse	598	631	671	728	751	768
Denmark	10-14 years	Men	District - Brønshøj-Husum	795	827	872	894	955	1035
Denmark	10-14 years	Men	District - Bispebjerg	470	475	487	515	532	597
Denmark	10-14 years	Men	District - Amager Øst	531	556	573	629	668	789
Denmark	10-14 years	Men	District - Amager Vest	798	813	821	869	890	931
Denmark	10-14 years	Men	District - Unlocated	5	8	6	7	9	7
Denmark	10-14 years	Men	Polling area - 1. Østerbro	169	165	162	178	179	198
Denmark	10-14 years	Men	Polling area - 1. Øst	50	46	45	51	62	67
Denmark	10-14 years	Men	Polling area - 1. Nord	78	90	89	85	95	91
Denmark	10-14 years	Men	Polling area - 1. Syd	148	148	161	188	196	224
Denmark	10-14 years	Men	Polling area - 1. Vest	165	165	167	182	194	217
Denmark	10-14 years	Men	Polling area - 1. Nordvest	147	158	165	170	177	181
Denmark	10-14 years	Men	Polling area - 2. Sundbyvester	237	238	250	252	256	261
Denmark	10-14 years	Men	Polling area - 2. Nord	259	251	242	270	263	275
Denmark	10-14 years	Men	Polling area - 2. Syd	44	48	52	62	59	72
Denmark	10-14 years	Men	Polling area - 2. Øst	198	218	222	235	252	251
Denmark	10-14 years	Men	Polling area - 2. Vest	60	58	55	50	60	72
Denmark	10-14 years	Men	Polling area - 3. Indre By	116	116	115	117	117	134
Denmark	10-14 years	Men	Polling area - 3. Nord	107	117	121	113	120	140
Denmark	10-14 years	Men	Polling area - 3. Syd	116	113	129	144	150	159
Denmark	10-14 years	Men	Polling area - 3. Øst	135	128	146	151	142	169
Denmark	10-14 years	Men	Polling area - 4. Sundbyøster	112	107	110	115	111	137
Denmark	10-14 years	Men	Polling area - 4. Nord	151	155	157	164	172	205
Denmark	10-14 years	Men	Polling area - 4. Syd	111	133	140	148	161	189
Denmark	10-14 years	Men	Polling area - 4. Øst	157	161	166	202	224	258
Denmark	10-14 years	Men	Polling area - 5. Nørrebro	85	83	91	87	91	115
Denmark	10-14 years	Men	Polling area - 5. Nord	74	74	79	92	94	140
Denmark	10-14 years	Men	Polling area - 5. Nørrebrohallen	154	156	183	199	246	307
Denmark	10-14 years	Men	Polling area - 5. Syd	137	131	145	155	161	193
Denmark	10-14 years	Men	Polling area - 5. Øst	40	36	50	58	52	95
Denmark	10-14 years	Men	Polling area - 5. Vest	105	101	114	112	113	109
Denmark	10-14 years	Men	Polling area - 5. Nordvest	79	68	78	90	98	117
Denmark	10-14 years	Men	Polling area - 6. Bispebjerg	56	59	67	66	63	73
Denmark	10-14 years	Men	Polling area - 6. Vest	82	85	95	98	106	121
Denmark	10-14 years	Men	Polling area - 6. Nord	174	169	162	179	178	193
Denmark	10-14 years	Men	Polling area - 6. Øst	80	84	82	81	90	99
Denmark	10-14 years	Men	Polling area - 6. Syd	78	78	81	91	95	111
Denmark	10-14 years	Men	Polling area - 7. Brønshøj	128	142	154	151	154	151
Denmark	10-14 years	Men	Polling area - 7. Nord	108	104	113	123	143	166
Denmark	10-14 years	Men	Polling area - 7. Syd	130	137	135	148	148	153
Denmark	10-14 years	Men	Polling area - 7. Øst	200	205	223	230	242	267
Denmark	10-14 years	Men	Polling area - 7. Vest	133	141	154	151	177	208
Denmark	10-14 years	Men	Polling area - 7. Nordvest	275	290	292	304	307	311
Denmark	10-14 years	Men	Polling area - 7. Katrinedal	65	63	66	81	87	101
Denmark	10-14 years	Men	Polling area - 7. Kirkebjerg	167	184	189	196	200	198
Denmark	10-14 years	Men	Polling area - 7. Vanløse	187	192	217	238	248	248
Denmark	10-14 years	Men	Polling area - 8. Valby	183	194	222	229	247	245
Denmark	10-14 years	Men	Polling area - 8. Nord	105	92	97	123	130	141
Denmark	10-14 years	Men	Polling area - 8. Syd	91	98	95	111	115	116
Denmark	10-14 years	Men	Polling area - 8. Vest	140	134	146	149	141	148
Denmark	10-14 years	Men	Polling area - 8. Sydøst	126	127	124	131	134	151
Denmark	10-14 years	Men	Polling area - 8. Midt	96	90	85	88	87	90
Denmark	10-14 years	Men	Polling area - 9. Vesterbro	58	61	55	47	61	63
Denmark	10-14 years	Men	Polling area - 9. Nord	78	73	76	77	74	94
Denmark	10-14 years	Men	Polling area - 9. Syd	133	131	140	151	157	172
Denmark	10-14 years	Men	Polling area - 9. Øst	25	27	25	26	38	42
Denmark	10-14 years	Men	Polling area - 9. Vest	86	92	98	103	115	106
Denmark	10-14 years	Men	Polling area - 9. Midt	15	12	15	12	13	15
Denmark	10-14 years	Men	Polling area - 9. Sydhavn	2	1	1	1	1	1
Denmark	10-14 years	Women	Copenhagen total	5839	6074	6343	6700	7129	7776
Denmark	10-14 years	Women	District - Indre By	452	465	451	485	512	567
Denmark	10-14 years	Women	District - Østerbro	694	752	778	842	896	939
Denmark	10-14 years	Women	District - Nørrebro	674	705	744	786	879	1013
Denmark	10-14 years	Women	District - Vesterbro/Kongens Enghave	341	356	371	385	415	496
Denmark	10-14 years	Women	District - Valby	687	716	756	805	864	918
Denmark	10-14 years	Women	District - Vanløse	574	577	627	642	683	732
Denmark	10-14 years	Women	District - Brønshøj-Husum	703	747	771	834	894	970
Denmark	10-14 years	Women	District - Bispebjerg	416	439	466	513	532	586
Denmark	10-14 years	Women	District - Amager Øst	520	530	557	588	651	710
Denmark	10-14 years	Women	District - Amager Vest	774	783	819	812	797	838
Denmark	10-14 years	Women	District - Unlocated	4	4	3	8	6	7
Denmark	10-14 years	Women	Polling area - 1. Østerbro	137	166	187	195	205	206
Denmark	10-14 years	Women	Polling area - 1. Øst	49	55	46	61	55	69
Denmark	10-14 years	Women	Polling area - 1. Nord	79	78	81	85	98	95
Denmark	10-14 years	Women	Polling area - 1. Syd	144	152	146	151	171	190
Denmark	10-14 years	Women	Polling area - 1. Vest	142	164	176	191	191	214
Denmark	10-14 years	Women	Polling area - 1. Nordvest	143	137	142	159	176	165
Denmark	10-14 years	Women	Polling area - 2. Sundbyvester	211	205	217	215	225	244
Denmark	10-14 years	Women	Polling area - 2. Nord	233	238	255	239	226	248
Denmark	10-14 years	Women	Polling area - 2. Syd	57	54	55	57	60	57
Denmark	10-14 years	Women	Polling area - 2. Øst	207	225	235	243	227	229
Denmark	10-14 years	Women	Polling area - 2. Vest	66	61	57	58	59	60
Denmark	10-14 years	Women	Polling area - 3. Indre By	94	88	95	116	114	120
Denmark	10-14 years	Women	Polling area - 3. Nord	124	133	118	113	118	136
Denmark	10-14 years	Women	Polling area - 3. Syd	108	127	127	145	144	159
Denmark	10-14 years	Women	Polling area - 3. Øst	130	121	114	119	142	159
Denmark	10-14 years	Women	Polling area - 4. Sundbyøster	89	96	89	94	119	121
Denmark	10-14 years	Women	Polling area - 4. Nord	150	158	170	176	178	202
Denmark	10-14 years	Women	Polling area - 4. Syd	119	113	124	134	150	159
Denmark	10-14 years	Women	Polling area - 4. Øst	162	163	174	184	204	228
Denmark	10-14 years	Women	Polling area - 5. Nørrebro	80	86	86	89	91	113
Denmark	10-14 years	Women	Polling area - 5. Nord	84	80	81	94	116	126
