citizenship	age	sex	district	2015Q4	2016Q4	2017Q4	2018Q4	2019Q4	2020Q4
Denmark	0-4 years	Men	Polling area - 6. Nord	275	288	307	283	273	272
Denmark	0-4 years	Men	Polling area - 6. Øst	119	130	135	124	138	142
Denmark	0-4 years	Men	Polling area - 6. Syd	295	297	307	334	355	387
Denmark	0-4 years	Men	Polling area - 7. Brønshøj	165	168	172	174	168	183
Denmark	0-4 years	Men	Polling area - 7. Nord	131	144	164	167	164	170
Denmark	0-4 years	Men	Polling area - 7. Syd	311	306	318	344	329	318
Denmark	0-4 years	Men	Polling area - 7. Øst	384	386	369	370	368	374
Denmark	0-4 years	Men	Polling area - 7. Vest	264	269	265	273	282	305
Denmark	0-4 years	Men	Polling area - 7. Nordvest	342	330	335	312	308	341
Denmark	0-4 years	Men	Polling area - 7. Katrinedal	136	136	135	156	167	161
Denmark	0-4 years	Men	Polling area - 7. Kirkebjerg	248	241	243	265	244	234
Denmark	0-4 years	Men	Polling area - 7. Vanløse	377	370	361	339	344	324
Denmark	0-4 years	Men	Polling area - 8. Valby	364	370	353	350	333	325
Denmark	0-4 years	Men	Polling area - 8. Nord	317	320	325	314	341	326
Denmark	0-4 years	Men	Polling area - 8. Syd	229	251	247	291	370	458
Denmark	0-4 years	Men	Polling area - 8. Vest	181	199	201	192	183	197
Denmark	0-4 years	Men	Polling area - 8. Sydøst	197	215	238	215	212	208
Denmark	0-4 years	Men	Polling area - 8. Midt	320	327	332	339	333	320
Denmark	0-4 years	Men	Polling area - 9. Vesterbro	421	444	439	430	413	383
Denmark	0-4 years	Men	Polling area - 9. Nord	399	415	430	408	394	383
Denmark	0-4 years	Men	Polling area - 9. Syd	308	310	314	307	314	296
Denmark	0-4 years	Men	Polling area - 9. Øst	295	295	281	269	255	255
Denmark	0-4 years	Men	Polling area - 9. Vest	271	280	276	304	341	390
Denmark	0-4 years	Men	Polling area - 9. Midt	98	97	96	111	117	121
Denmark	0-4 years	Men	Polling area - 9. Sydhavn	301	335	377	439	509	540
Denmark	0-4 years	Women	Copenhagen total	16250	16459	16822	17152	17393	17293
Denmark	0-4 years	Women	District - Indre By	1175	1228	1218	1246	1230	1190
Denmark	0-4 years	Women	District - Østerbro	1961	2006	2050	2076	2081	2048
Denmark	0-4 years	Women	District - Nørrebro	2280	2407	2500	2523	2466	2354
Denmark	0-4 years	Women	District - Vesterbro/Kongens Enghave	1980	1958	1997	2097	2184	2210
Denmark	0-4 years	Women	District - Valby	1556	1546	1609	1657	1690	1795
Denmark	0-4 years	Women	District - Vanløse	1138	1081	998	972	1012	1016
Denmark	0-4 years	Women	District - Brønshøj-Husum	1168	1163	1165	1204	1208	1216
Denmark	0-4 years	Women	District - Bispebjerg	1230	1230	1286	1287	1324	1349
Denmark	0-4 years	Women	District - Amager Øst	1503	1538	1555	1578	1598	1617
Denmark	0-4 years	Women	District - Amager Vest	2214	2254	2397	2481	2557	2451
Denmark	0-4 years	Women	Polling area - 1. Østerbro	396	396	416	405	398	350
Denmark	0-4 years	Women	Polling area - 1. Øst	229	280	312	340	347	364
Denmark	0-4 years	Women	Polling area - 1. Nord	196	187	188	202	187	185
Denmark	0-4 years	Women	Polling area - 1. Syd	414	417	423	418	415	404
Denmark	0-4 years	Women	Polling area - 1. Vest	399	402	398	393	390	376
Denmark	0-4 years	Women	Polling area - 1. Nordvest	327	324	313	318	344	369
Denmark	0-4 years	Women	Polling area - 2. Sundbyvester	355	351	366	370	368	346
Denmark	0-4 years	Women	Polling area - 2. Nord	458	446	452	468	490	455
Denmark	0-4 years	Women	Polling area - 2. Syd	424	454	562	615	696	688
Denmark	0-4 years	Women	Polling area - 2. Øst	366	384	404	412	373	356
Denmark	0-4 years	Women	Polling area - 2. Vest	611	619	613	616	630	606
Denmark	0-4 years	Women	Polling area - 3. Indre By	379	394	388	373	382	370
Denmark	0-4 years	Women	Polling area - 3. Nord	218	219	219	209	209	195
Denmark	0-4 years	Women	Polling area - 3. Syd	323	367	351	371	360	340
Denmark	0-4 years	Women	Polling area - 3. Øst	300	296	307	324	322	332
Denmark	0-4 years	Women	Polling area - 4. Sundbyøster	313	344	377	420	422	458
Denmark	0-4 years	Women	Polling area - 4. Nord	483	495	486	489	510	507
Denmark	0-4 years	Women	Polling area - 4. Syd	289	292	287	290	270	263
Denmark	0-4 years	Women	Polling area - 4. Øst	418	407	405	379	396	389
Denmark	0-4 years	Women	Polling area - 5. Nørrebro	277	305	332	315	317	316
Denmark	0-4 years	Women	Polling area - 5. Nord	303	357	374	366	330	336
Denmark	0-4 years	Women	Polling area - 5. Nørrebrohallen	409	426	457	457	437	389
Denmark	0-4 years	Women	Polling area - 5. Syd	248	255	250	265	248	253
Denmark	0-4 years	Women	Polling area - 5. Øst	308	317	302	291	289	269
Denmark	0-4 years	Women	Polling area - 5. Vest	337	329	344	357	370	359
Denmark	0-4 years	Women	Polling area - 5. Nordvest	398	418	441	472	475	432
Denmark	0-4 years	Women	Polling area - 6. Bispebjerg	325	322	347	360	401	417
Denmark	0-4 years	Women	Polling area - 6. Vest	237	235	239	228	231	238
Denmark	0-4 years	Women	Polling area - 6. Nord	260	252	242	241	241	229
Denmark	0-4 years	Women	Polling area - 6. Øst	129	122	138	133	129	120
Denmark	0-4 years	Women	Polling area - 6. Syd	279	299	320	325	322	345
Denmark	0-4 years	Women	Polling area - 7. Brønshøj	148	154	151	149	128	143
Denmark	0-4 years	Women	Polling area - 7. Nord	142	161	159	165	168	160
Denmark	0-4 years	Women	Polling area - 7. Syd	312	298	275	273	290	284
Denmark	0-4 years	Women	Polling area - 7. Øst	344	302	301	309	317	330
Denmark	0-4 years	Women	Polling area - 7. Vest	261	275	281	291	288	279
Denmark	0-4 years	Women	Polling area - 7. Nordvest	347	337	341	353	369	368
Denmark	0-4 years	Women	Polling area - 7. Katrinedal	142	149	130	130	128	136
Denmark	0-4 years	Women	Polling area - 7. Kirkebjerg	227	228	201	212	222	218
Denmark	0-4 years	Women	Polling area - 7. Vanløse	383	340	324	294	310	314
Denmark	0-4 years	Women	Polling area - 8. Valby	348	327	332	330	343	345
Denmark	0-4 years	Women	Polling area - 8. Nord	314	297	302	314	285	291
Denmark	0-4 years	Women	Polling area - 8. Syd	213	209	230	282	344	442
Denmark	0-4 years	Women	Polling area - 8. Vest	169	172	184	189	179	197
Denmark	0-4 years	Women	Polling area - 8. Sydøst	170	220	221	213	206	197
Denmark	0-4 years	Women	Polling area - 8. Midt	342	321	340	329	333	323
Denmark	0-4 years	Women	Polling area - 9. Vesterbro	373	368	373	393	382	370
Denmark	0-4 years	Women	Polling area - 9. Nord	398	346	359	403	379	349
Denmark	0-4 years	Women	Polling area - 9. Syd	268	261	285	290	284	275
Denmark	0-4 years	Women	Polling area - 9. Øst	284	288	277	271	273	263
Denmark	0-4 years	Women	Polling area - 9. Vest	273	285	272	300	348	367
Denmark	0-4 years	Women	Polling area - 9. Midt	109	105	103	107	101	102
Denmark	0-4 years	Women	Polling area - 9. Sydhavn	275	305	328	333	417	484
Denmark	5-9 years	Men	Copenhagen total	13340	13695	13727	13504	13319	13177
Denmark	5-9 years	Men	District - Indre By	1058	1054	1060	1037	1000	1002
Denmark	5-9 years	Men	District - Østerbro	1800	1786	1721	1700	1677	1585
Denmark	5-9 years	Men	District - Nørrebro	1479	1584	1574	1564	1516	1478
Denmark	5-9 years	Men	District - Vesterbro/Kongens Enghave	1398	1458	1476	1485	1520	1512
Denmark	5-9 years	Men	District - Valby	1395	1401	1407	1376	1325	1396
Denmark	5-9 years	Men	District - Vanløse	1108	1122	1140	1075	1021	1015
Denmark	5-9 years	Men	District - Brønshøj-Husum	1212	1266	1254	1177	1152	1140
Denmark	5-9 years	Men	District - Bispebjerg	919	935	905	883	879	883
Denmark	5-9 years	Men	District - Amager Øst	1184	1210	1243	1258	1245	1228
Denmark	5-9 years	Men	District - Amager Vest	1749	1832	1904	1916	1952	1915
Denmark	5-9 years	Men	Polling area - 1. Østerbro	370	359	320	309	302	264
Denmark	5-9 years	Men	Polling area - 1. Øst	169	205	217	216	224	222
Denmark	5-9 years	Men	Polling area - 1. Nord	182	172	173	173	175	171
Denmark	5-9 years	Men	Polling area - 1. Syd	470	452	434	412	375	355
Denmark	5-9 years	Men	Polling area - 1. Vest	312	304	298	312	309	311
Denmark	5-9 years	Men	Polling area - 1. Nordvest	297	294	279	278	292	262
Denmark	5-9 years	Men	Polling area - 2. Sundbyvester	362	378	392	401	387	350
Denmark	5-9 years	Men	Polling area - 2. Nord	353	360	360	339	323	310
Denmark	5-9 years	Men	Polling area - 2. Syd	308	326	369	413	472	479
Denmark	5-9 years	Men	Polling area - 2. Øst	319	334	348	330	328	325
Denmark	5-9 years	Men	Polling area - 2. Vest	407	434	435	433	442	451
Denmark	5-9 years	Men	Polling area - 3. Indre By	304	321	317	305	297	295
Denmark	5-9 years	Men	Polling area - 3. Nord	241	240	245	244	218	214
Denmark	5-9 years	Men	Polling area - 3. Syd	278	266	280	262	268	266
Denmark	5-9 years	Men	Polling area - 3. Øst	273	274	261	259	249	250
Denmark	5-9 years	Men	Polling area - 4. Sundbyøster	229	224	237	261	257	282
Denmark	5-9 years	Men	Polling area - 4. Nord	295	315	305	291	275	258
Denmark	5-9 years	Men	Polling area - 4. Syd	255	255	266	267	265	248
Denmark	5-9 years	Men	Polling area - 4. Øst	405	416	435	439	448	440
Denmark	5-9 years	Men	Polling area - 5. Nørrebro	190	193	197	203	180	177
Denmark	5-9 years	Men	Polling area - 5. Nord	176	180	167	161	167	173
Denmark	5-9 years	Men	Polling area - 5. Nørrebrohallen	287	329	326	325	286	258
Denmark	5-9 years	Men	Polling area - 5. Syd	191	206	200	196	181	192
Denmark	5-9 years	Men	Polling area - 5. Øst	175	188	204	198	208	184
Denmark	5-9 years	Men	Polling area - 5. Vest	216	237	243	250	239	232
Denmark	5-9 years	Men	Polling area - 5. Nordvest	244	251	237	231	255	262
Denmark	5-9 years	Men	Polling area - 6. Bispebjerg	212	220	205	198	194	191
Denmark	5-9 years	Men	Polling area - 6. Vest	197	192	196	210	208	209
Denmark	5-9 years	Men	Polling area - 6. Nord	246	257	249	223	229	222
Denmark	5-9 years	Men	Polling area - 6. Øst	108	104	98	93	97	95
Denmark	5-9 years	Men	Polling area - 6. Syd	156	162	157	159	151	166
Denmark	5-9 years	Men	Polling area - 7. Brønshøj	134	151	151	148	168	179
Denmark	5-9 years	Men	Polling area - 7. Nord	146	158	134	128	133	161
Denmark	5-9 years	Men	Polling area - 7. Syd	256	261	255	235	228	236
Denmark	5-9 years	Men	Polling area - 7. Øst	380	399	411	364	354	319
Denmark	5-9 years	Men	Polling area - 7. Vest	265	269	276	279	243	246
Denmark	5-9 years	Men	Polling area - 7. Nordvest	374	381	377	348	339	321
Denmark	5-9 years	Men	Polling area - 7. Katrinedal	150	152	153	146	141	137
Denmark	5-9 years	Men	Polling area - 7. Kirkebjerg	283	287	285	269	241	239
Denmark	5-9 years	Men	Polling area - 7. Vanløse	332	330	352	335	326	317
Denmark	5-9 years	Men	Polling area - 8. Valby	370	382	369	356	346	355
Denmark	5-9 years	Men	Polling area - 8. Nord	231	233	219	207	193	198
Denmark	5-9 years	Men	Polling area - 8. Syd	204	199	198	206	220	269
Denmark	5-9 years	Men	Polling area - 8. Vest	171	161	175	181	164	168
Denmark	5-9 years	Men	Polling area - 8. Sydøst	168	173	178	177	171	189
Denmark	5-9 years	Men	Polling area - 8. Midt	251	253	268	249	231	217
Denmark	5-9 years	Men	Polling area - 9. Vesterbro	265	270	273	280	285	278
Denmark	5-9 years	Men	Polling area - 9. Nord	269	271	268	271	260	254
Denmark	5-9 years	Men	Polling area - 9. Syd	189	200	205	215	221	240
Denmark	5-9 years	Men	Polling area - 9. Øst	225	223	231	223	216	191
Denmark	5-9 years	Men	Polling area - 9. Vest	237	240	223	227	229	227
Denmark	5-9 years	Men	Polling area - 9. Midt	56	55	52	49	50	48
Denmark	5-9 years	Men	Polling area - 9. Sydhavn	157	199	224	220	259	274
Denmark	5-9 years	Women	Copenhagen total	12669	13007	13002	12864	12677	12400
Denmark	5-9 years	Women	District - Indre By	954	991	965	925	890	860
Denmark	5-9 years	Women	District - Østerbro	1629	1602	1570	1497	1473	1407
Denmark	5-9 years	Women	District - Nørrebro	1508	1548	1574	1523	1492	1451
Denmark	5-9 years	Women	District - Vesterbro/Kongens Enghave	1360	1385	1429	1421	1399	1382
Denmark	5-9 years	Women	District - Valby	1348	1341	1351	1311	1306	1295
Denmark	5-9 years	Women	District - Vanløse	1034	1045	1050	1060	996	955
Denmark	5-9 years	Women	District - Brønshøj-Husum	1233	1259	1209	1192	1192	1196
Denmark	5-9 years	Women	District - Bispebjerg	770	836	829	859	863	834
Denmark	5-9 years	Women	District - Amager Øst	1208	1222	1215	1228	1197	1157
Denmark	5-9 years	Women	District - Amager Vest	1581	1734	1778	1819	1835	1835
Denmark	5-9 years	Women	Polling area - 1. Østerbro	372	339	328	305	294	255
Denmark	5-9 years	Women	Polling area - 1. Øst	159	186	193	180	197	187
Denmark	5-9 years	Women	Polling area - 1. Nord	152	164	172	161	169	160
Denmark	5-9 years	Women	Polling area - 1. Syd	389	389	358	338	334	313
Denmark	5-9 years	Women	Polling area - 1. Vest	287	275	277	284	274	270
Denmark	5-9 years	Women	Polling area - 1. Nordvest	270	249	242	229	205	222
Denmark	5-9 years	Women	Polling area - 2. Sundbyvester	292	326	325	336	325	327
Denmark	5-9 years	Women	Polling area - 2. Nord	318	348	334	342	314	293
Denmark	5-9 years	Women	Polling area - 2. Syd	295	318	354	392	435	475
Denmark	5-9 years	Women	Polling area - 2. Øst	295	320	323	323	337	330
Denmark	5-9 years	Women	Polling area - 2. Vest	381	422	442	426	424	410
Denmark	5-9 years	Women	Polling area - 3. Indre By	310	306	281	286	273	263
Denmark	5-9 years	Women	Polling area - 3. Nord	240	247	232	223	206	185
Denmark	5-9 years	Women	Polling area - 3. Syd	222	233	244	226	246	247
Denmark	5-9 years	Women	Polling area - 3. Øst	226	249	240	219	199	193
Denmark	5-9 years	Women	Polling area - 4. Sundbyøster	212	230	239	247	247	257
Denmark	5-9 years	Women	Polling area - 4. Nord	298	294	276	278	271	276
Denmark	5-9 years	Women	Polling area - 4. Syd	256	239	250	250	243	227
Denmark	5-9 years	Women	Polling area - 4. Øst	442	459	450	453	436	397
Denmark	5-9 years	Women	Polling area - 5. Nørrebro	206	219	221	202	200	194
Denmark	5-9 years	Women	Polling area - 5. Nord	179	184	197	191	192	173
Denmark	5-9 years	Women	Polling area - 5. Nørrebrohallen	302	303	320	305	281	263
Denmark	5-9 years	Women	Polling area - 5. Syd	194	195	186	177	181	174
Denmark	5-9 years	Women	Polling area - 5. Øst	189	187	189	187	183	190
Denmark	5-9 years	Women	Polling area - 5. Vest	204	211	214	220	221	224
Denmark	5-9 years	Women	Polling area - 5. Nordvest	234	249	247	241	234	233
Denmark	5-9 years	Women	Polling area - 6. Bispebjerg	158	179	168	178	189	182
Denmark	5-9 years	Women	Polling area - 6. Vest	178	194	196	205	203	190
Denmark	5-9 years	Women	Polling area - 6. Nord	197	202	202	220	217	210
Denmark	5-9 years	Women	Polling area - 6. Øst	110	129	124	118	111	107
Denmark	5-9 years	Women	Polling area - 6. Syd	127	132	139	138	143	145
Denmark	5-9 years	Women	Polling area - 7. Brønshøj	171	183	165	167	174	155
Denmark	5-9 years	Women	Polling area - 7. Nord	137	144	159	160	153	176
Denmark	5-9 years	Women	Polling area - 7. Syd	229	237	260	267	255	252
Denmark	5-9 years	Women	Polling area - 7. Øst	404	413	375	373	365	349
Denmark	5-9 years	Women	Polling area - 7. Vest	233	235	222	213	226	239
Denmark	5-9 years	Women	Polling area - 7. Nordvest	384	386	373	361	351	349
Denmark	5-9 years	Women	Polling area - 7. Katrinedal	124	123	131	134	118	117
Denmark	5-9 years	Women	Polling area - 7. Kirkebjerg	278	259	269	256	248	236
Denmark	5-9 years	Women	Polling area - 7. Vanløse	307	324	305	321	298	278
Denmark	5-9 years	Women	Polling area - 8. Valby	342	348	356	326	325	318
Denmark	5-9 years	Women	Polling area - 8. Nord	207	221	217	196	203	185
Denmark	5-9 years	Women	Polling area - 8. Syd	196	203	191	212	214	259
Denmark	5-9 years	Women	Polling area - 8. Vest	177	149	149	130	128	130
Denmark	5-9 years	Women	Polling area - 8. Sydøst	167	169	181	201	202	178
Denmark	5-9 years	Women	Polling area - 8. Midt	259	251	257	246	234	225
Denmark	5-9 years	Women	Polling area - 9. Vesterbro	236	247	243	255	240	230
Denmark	5-9 years	Women	Polling area - 9. Nord	255	276	284	254	240	237
Denmark	5-9 years	Women	Polling area - 9. Syd	204	197	199	190	182	206
Denmark	5-9 years	Women	Polling area - 9. Øst	236	217	203	193	180	175
Denmark	5-9 years	Women	Polling area - 9. Vest	212	208	216	237	240	226
Denmark	5-9 years	Women	Polling area - 9. Midt	51	52	56	52	61	61
Denmark	5-9 years	Women	Polling area - 9. Sydhavn	166	188	228	240	256	247
Denmark	10-14 years	Men	Copenhagen total	10632	10986	11331	11818	12166	12595
Denmark	10-14 years	Men	District - Indre By	953	947	953	985	1001	1045
Denmark	10-14 years	Men	District - Østerbro	1473	1520	1569	1634	1665	1729
Denmark	10-14 years	Men	District - Nørrebro	1209	1224	1223	1231	1249	1278
Denmark	10-14 years	Men	District - Vesterbro/Kongens Enghave	940	961	1072	1130	1192	1266
Denmark	10-14 years	Men	District - Valby	1062	1135	1132	1236	1300	1328
Denmark	10-14 years	Men	District - Vanløse	919	952	988	1021	1026	1039
Denmark	10-14 years	Men	District - Brønshøj-Husum	1109	1160	1193	1199	1196	1214
Denmark	10-14 years	Men	District - Bispebjerg	757	743	731	761	788	805
Denmark	10-14 years	Men	District - Amager Øst	899	894	978	1005	1081	1144
Denmark	10-14 years	Men	District - Amager Vest	1286	1424	1462	1586	1645	1723
Denmark	10-14 years	Men	Polling area - 1. Østerbro	325	309	338	354	346	332
Denmark	10-14 years	Men	Polling area - 1. Øst	113	141	164	182	198	216
Denmark	10-14 years	Men	Polling area - 1. Nord	157	165	153	165	170	184
Denmark	10-14 years	Men	Polling area - 1. Syd	392	406	413	427	426	430
Denmark	10-14 years	Men	Polling area - 1. Vest	262	262	260	261	273	278
Denmark	10-14 years	Men	Polling area - 1. Nordvest	224	237	241	245	252	289
Denmark	10-14 years	Men	Polling area - 2. Sundbyvester	329	351	334	342	323	341
Denmark	10-14 years	Men	Polling area - 2. Nord	288	299	296	304	301	303
Denmark	10-14 years	Men	Polling area - 2. Syd	169	210	232	286	346	382
Denmark	10-14 years	Men	Polling area - 2. Øst	276	299	294	309	308	316
Denmark	10-14 years	Men	Polling area - 2. Vest	224	265	306	345	367	381
Denmark	10-14 years	Men	Polling area - 3. Indre By	288	283	289	307	287	301
Denmark	10-14 years	Men	Polling area - 3. Nord	232	227	224	230	237	245
Denmark	10-14 years	Men	Polling area - 3. Syd	227	233	228	233	223	246
Denmark	10-14 years	Men	Polling area - 3. Øst	231	230	242	245	277	277
Denmark	10-14 years	Men	Polling area - 4. Sundbyøster	170	174	199	203	223	240
Denmark	10-14 years	Men	Polling area - 4. Nord	230	223	241	245	267	261
Denmark	10-14 years	Men	Polling area - 4. Syd	196	192	196	207	219	239
Denmark	10-14 years	Men	Polling area - 4. Øst	303	305	342	350	372	404
Denmark	10-14 years	Men	Polling area - 5. Nørrebro	125	126	133	141	153	161
Denmark	10-14 years	Men	Polling area - 5. Nord	132	144	144	140	149	143
Denmark	10-14 years	Men	Polling area - 5. Nørrebrohallen	317	294	272	264	263	265
Denmark	10-14 years	Men	Polling area - 5. Syd	164	171	177	163	170	178
Denmark	10-14 years	Men	Polling area - 5. Øst	158	167	159	166	148	148
Denmark	10-14 years	Men	Polling area - 5. Vest	172	167	180	181	182	190
Denmark	10-14 years	Men	Polling area - 5. Nordvest	141	155	158	176	184	193
Denmark	10-14 years	Men	Polling area - 6. Bispebjerg	139	140	122	140	149	175
Denmark	10-14 years	Men	Polling area - 6. Vest	168	163	149	169	175	174
Denmark	10-14 years	Men	Polling area - 6. Nord	191	177	195	208	212	214
Denmark	10-14 years	Men	Polling area - 6. Øst	122	122	126	117	114	108
Denmark	10-14 years	Men	Polling area - 6. Syd	137	141	139	127	138	134
Denmark	10-14 years	Men	Polling area - 7. Brønshøj	128	125	129	130	134	140
Denmark	10-14 years	Men	Polling area - 7. Nord	140	140	167	156	141	150
Denmark	10-14 years	Men	Polling area - 7. Syd	202	217	219	225	222	222
Denmark	10-14 years	Men	Polling area - 7. Øst	359	358	349	367	379	387
Denmark	10-14 years	Men	Polling area - 7. Vest	216	243	250	237	242	234
Denmark	10-14 years	Men	Polling area - 7. Nordvest	342	360	366	380	371	381
Denmark	10-14 years	Men	Polling area - 7. Katrinedal	117	128	129	130	137	142
Denmark	10-14 years	Men	Polling area - 7. Kirkebjerg	260	269	287	291	287	292
Denmark	10-14 years	Men	Polling area - 7. Vanløse	264	272	285	304	309	305
Denmark	10-14 years	Men	Polling area - 8. Valby	303	327	326	337	345	352
Denmark	10-14 years	Men	Polling area - 8. Nord	174	173	182	207	203	197
Denmark	10-14 years	Men	Polling area - 8. Syd	140	147	152	176	191	222
Denmark	10-14 years	Men	Polling area - 8. Vest	172	171	158	168	178	157
Denmark	10-14 years	Men	Polling area - 8. Sydøst	133	146	135	148	160	169
Denmark	10-14 years	Men	Polling area - 8. Midt	140	171	179	200	223	231
Denmark	10-14 years	Men	Polling area - 9. Vesterbro	184	184	211	213	217	230
Denmark	10-14 years	Men	Polling area - 9. Nord	189	188	218	219	232	218
Denmark	10-14 years	Men	Polling area - 9. Syd	167	165	160	149	139	159
Denmark	10-14 years	Men	Polling area - 9. Øst	159	158	169	187	198	189
Denmark	10-14 years	Men	Polling area - 9. Vest	153	160	169	184	202	226
Denmark	10-14 years	Men	Polling area - 9. Midt	35	31	31	30	29	35
Denmark	10-14 years	Men	Polling area - 9. Sydhavn	53	75	114	148	175	209
Denmark	10-14 years	Women	Copenhagen total	10272	10636	10927	11258	11630	11977
Denmark	10-14 years	Women	District - Indre By	877	874	891	919	923	911
Denmark	10-14 years	Women	District - Østerbro	1433	1461	1509	1542	1546	1557
Denmark	10-14 years	Women	District - Nørrebro	1230	1252	1253	1283	1306	1333
Denmark	10-14 years	Women	District - Vesterbro/Kongens Enghave	927	1001	1026	1095	1219	1282
Denmark	10-14 years	Women	District - Valby	1002	1078	1123	1190	1245	1263
Denmark	10-14 years	Women	District - Vanløse	883	921	935	933	958	993
Denmark	10-14 years	Women	District - Brønshøj-Husum	1046	1083	1114	1139	1148	1169
Denmark	10-14 years	Women	District - Bispebjerg	754	741	749	720	716	715
Denmark	10-14 years	Women	District - Amager Øst	954	960	974	1011	1026	1132
Denmark	10-14 years	Women	District - Amager Vest	1151	1250	1332	1410	1532	1605
Denmark	10-14 years	Women	Polling area - 1. Østerbro	287	307	305	316	291	302
Denmark	10-14 years	Women	Polling area - 1. Øst	117	145	158	163	175	192
Denmark	10-14 years	Women	Polling area - 1. Nord	139	127	133	148	180	184
Denmark	10-14 years	Women	Polling area - 1. Syd	389	385	407	414	385	375
Denmark	10-14 years	Women	Polling area - 1. Vest	256	244	258	244	256	259
Denmark	10-14 years	Women	Polling area - 1. Nordvest	245	253	248	257	259	245
Denmark	10-14 years	Women	Polling area - 2. Sundbyvester	276	292	293	302	321	300
Denmark	10-14 years	Women	Polling area - 2. Nord	252	251	253	263	260	297
Denmark	10-14 years	Women	Polling area - 2. Syd	152	190	225	263	337	372
Denmark	10-14 years	Women	Polling area - 2. Øst	242	262	271	264	274	294
Denmark	10-14 years	Women	Polling area - 2. Vest	229	255	290	318	340	342
Denmark	10-14 years	Women	Polling area - 3. Indre By	241	246	271	275	277	276
Denmark	10-14 years	Women	Polling area - 3. Nord	238	241	232	234	226	242
Denmark	10-14 years	Women	Polling area - 3. Syd	176	186	188	199	202	201
Denmark	10-14 years	Women	Polling area - 3. Øst	237	216	221	227	229	209
Denmark	10-14 years	Women	Polling area - 4. Sundbyøster	191	192	198	202	205	247
Denmark	10-14 years	Women	Polling area - 4. Nord	257	244	239	243	250	250
Denmark	10-14 years	Women	Polling area - 4. Syd	211	209	191	211	190	222
Denmark	10-14 years	Women	Polling area - 4. Øst	295	315	346	355	381	413
Denmark	10-14 years	Women	Polling area - 5. Nørrebro	151	145	150	162	177	183
Denmark	10-14 years	Women	Polling area - 5. Nord	135	135	137	139	145	159
Denmark	10-14 years	Women	Polling area - 5. Nørrebrohallen	290	293	267	275	271	273
Denmark	10-14 years	Women	Polling area - 5. Syd	209	204	205	188	187	182
