citizenship	age	sex	district	1991Q1	1992Q1	1993Q1	1994Q1	1995Q1	1996Q1
Denmark	0-4 years	Men	Polling area - 7. Vest	147	179	182	170	223	212
Denmark	0-4 years	Men	Polling area - 7. Nordvest	278	292	297	311	328	339
Denmark	0-4 years	Men	Polling area - 7. Katrinedal	94	99	104	110	110	108
Denmark	0-4 years	Men	Polling area - 7. Kirkebjerg	189	203	224	234	243	242
Denmark	0-4 years	Men	Polling area - 7. Vanløse	287	280	282	304	296	325
Denmark	0-4 years	Men	Polling area - 8. Valby	244	276	281	311	304	366
Denmark	0-4 years	Men	Polling area - 8. Nord	190	210	210	206	217	257
Denmark	0-4 years	Men	Polling area - 8. Syd	134	141	151	146	156	160
Denmark	0-4 years	Men	Polling area - 8. Vest	151	149	168	171	171	174
Denmark	0-4 years	Men	Polling area - 8. Sydøst	143	155	177	185	187	184
Denmark	0-4 years	Men	Polling area - 8. Midt	138	126	124	148	155	137
Denmark	0-4 years	Men	Polling area - 9. Vesterbro	172	165	178	188	212	199
Denmark	0-4 years	Men	Polling area - 9. Nord	216	221	212	215	211	207
Denmark	0-4 years	Men	Polling area - 9. Syd	229	231	235	256	265	251
Denmark	0-4 years	Men	Polling area - 9. Øst	95	104	113	123	119	132
Denmark	0-4 years	Men	Polling area - 9. Vest	168	159	159	159	167	158
Denmark	0-4 years	Men	Polling area - 9. Midt	72	71	77	61	64	60
Denmark	0-4 years	Men	Polling area - 9. Sydhavn	2	1	2	3	1	1
Denmark	0-4 years	Women	Copenhagen total	9432	9965	10393	10743	11055	11406
Denmark	0-4 years	Women	District - Indre By	810	864	860	899	944	935
Denmark	0-4 years	Women	District - Østerbro	1231	1297	1364	1454	1539	1600
Denmark	0-4 years	Women	District - Nørrebro	1477	1581	1642	1634	1664	1691
Denmark	0-4 years	Women	District - Vesterbro/Kongens Enghave	852	877	880	898	927	949
Denmark	0-4 years	Women	District - Valby	993	1071	1092	1120	1137	1228
Denmark	0-4 years	Women	District - Vanløse	741	785	877	904	943	955
Denmark	0-4 years	Women	District - Brønshøj-Husum	869	904	954	1006	999	1010
Denmark	0-4 years	Women	District - Bispebjerg	671	716	728	766	801	843
Denmark	0-4 years	Women	District - Amager Øst	907	964	1031	1069	1081	1106
Denmark	0-4 years	Women	District - Amager Vest	875	898	958	987	1012	1079
Denmark	0-4 years	Women	District - Unlocated	6	8	7	6	8	10
Denmark	0-4 years	Women	Polling area - 1. Østerbro	219	244	245	243	267	301
Denmark	0-4 years	Women	Polling area - 1. Øst	96	96	105	114	137	171
Denmark	0-4 years	Women	Polling area - 1. Nord	150	151	174	147	180	162
Denmark	0-4 years	Women	Polling area - 1. Syd	271	288	301	339	350	348
Denmark	0-4 years	Women	Polling area - 1. Vest	296	315	325	358	334	341
Denmark	0-4 years	Women	Polling area - 1. Nordvest	199	203	214	253	271	277
Denmark	0-4 years	Women	Polling area - 2. Sundbyvester	267	266	271	271	274	296
Denmark	0-4 years	Women	Polling area - 2. Nord	290	326	353	360	374	383
Denmark	0-4 years	Women	Polling area - 2. Syd	54	54	53	63	65	61
Denmark	0-4 years	Women	Polling area - 2. Øst	168	156	158	166	163	187
Denmark	0-4 years	Women	Polling area - 2. Vest	96	96	123	127	136	152
Denmark	0-4 years	Women	Polling area - 3. Indre By	214	217	228	222	243	240
Denmark	0-4 years	Women	Polling area - 3. Nord	167	181	171	203	217	225
Denmark	0-4 years	Women	Polling area - 3. Syd	188	205	208	214	206	196
Denmark	0-4 years	Women	Polling area - 3. Øst	247	269	260	266	286	284
Denmark	0-4 years	Women	Polling area - 4. Sundbyøster	168	182	206	231	220	236
Denmark	0-4 years	Women	Polling area - 4. Nord	340	361	392	403	403	413
Denmark	0-4 years	Women	Polling area - 4. Syd	206	213	213	208	227	233
Denmark	0-4 years	Women	Polling area - 4. Øst	193	208	220	227	231	224
Denmark	0-4 years	Women	Polling area - 5. Nørrebro	155	167	172	161	167	172
Denmark	0-4 years	Women	Polling area - 5. Nord	215	239	266	258	271	245
Denmark	0-4 years	Women	Polling area - 5. Nørrebrohallen	315	331	333	310	311	330
Denmark	0-4 years	Women	Polling area - 5. Syd	227	225	235	250	274	285
Denmark	0-4 years	Women	Polling area - 5. Øst	125	152	153	154	172	190
Denmark	0-4 years	Women	Polling area - 5. Vest	198	214	232	242	245	236
Denmark	0-4 years	Women	Polling area - 5. Nordvest	242	253	251	259	224	233
Denmark	0-4 years	Women	Polling area - 6. Bispebjerg	129	151	153	158	159	176
Denmark	0-4 years	Women	Polling area - 6. Vest	106	118	110	119	134	166
Denmark	0-4 years	Women	Polling area - 6. Nord	174	179	183	207	198	196
Denmark	0-4 years	Women	Polling area - 6. Øst	91	84	92	89	102	93
Denmark	0-4 years	Women	Polling area - 6. Syd	171	184	190	193	208	212
Denmark	0-4 years	Women	Polling area - 7. Brønshøj	125	141	138	144	133	128
Denmark	0-4 years	Women	Polling area - 7. Nord	175	172	169	182	152	151
Denmark	0-4 years	Women	Polling area - 7. Syd	178	193	231	234	260	233
Denmark	0-4 years	Women	Polling area - 7. Øst	240	244	279	274	281	288
Denmark	0-4 years	Women	Polling area - 7. Vest	140	156	150	166	216	212
Denmark	0-4 years	Women	Polling area - 7. Nordvest	247	254	289	313	303	307
Denmark	0-4 years	Women	Polling area - 7. Katrinedal	92	83	92	92	103	126
Denmark	0-4 years	Women	Polling area - 7. Kirkebjerg	169	194	206	215	217	230
Denmark	0-4 years	Women	Polling area - 7. Vanløse	244	252	277	290	277	290
Denmark	0-4 years	Women	Polling area - 8. Valby	239	257	257	281	299	343
Denmark	0-4 years	Women	Polling area - 8. Nord	193	206	218	225	238	238
Denmark	0-4 years	Women	Polling area - 8. Syd	119	127	140	138	134	138
Denmark	0-4 years	Women	Polling area - 8. Vest	160	185	169	161	170	180
Denmark	0-4 years	Women	Polling area - 8. Sydøst	152	156	151	165	151	176
Denmark	0-4 years	Women	Polling area - 8. Midt	130	140	157	150	145	153
Denmark	0-4 years	Women	Polling area - 9. Vesterbro	153	139	144	153	157	165
Denmark	0-4 years	Women	Polling area - 9. Nord	185	200	210	215	218	226
Denmark	0-4 years	Women	Polling area - 9. Syd	193	216	188	192	209	210
Denmark	0-4 years	Women	Polling area - 9. Øst	91	90	96	96	98	109
Denmark	0-4 years	Women	Polling area - 9. Vest	149	161	159	163	166	169
Denmark	0-4 years	Women	Polling area - 9. Midt	81	71	83	78	78	69
Denmark	0-4 years	Women	Polling area - 9. Sydhavn	0	0	0	1	1	1
Denmark	5-9 years	Men	Copenhagen total	6731	6855	6979	7279	7709	7935
Denmark	5-9 years	Men	District - Indre By	498	516	488	532	563	563
Denmark	5-9 years	Men	District - Østerbro	804	819	859	870	934	966
Denmark	5-9 years	Men	District - Nørrebro	924	918	888	934	955	953
Denmark	5-9 years	Men	District - Vesterbro/Kongens Enghave	499	504	489	515	547	576
Denmark	5-9 years	Men	District - Valby	756	785	801	823	853	878
Denmark	5-9 years	Men	District - Vanløse	588	623	650	696	743	792
Denmark	5-9 years	Men	District - Brønshøj-Husum	776	791	834	873	932	962
Denmark	5-9 years	Men	District - Bispebjerg	500	492	482	501	529	564
Denmark	5-9 years	Men	District - Amager Øst	581	593	643	671	738	750
Denmark	5-9 years	Men	District - Amager Vest	794	807	840	858	910	921
Denmark	5-9 years	Men	District - Unlocated	11	7	5	6	5	10
Denmark	5-9 years	Men	Polling area - 1. Østerbro	138	140	135	127	161	177
Denmark	5-9 years	Men	Polling area - 1. Øst	51	58	65	64	65	67
Denmark	5-9 years	Men	Polling area - 1. Nord	97	84	95	99	94	102
Denmark	5-9 years	Men	Polling area - 1. Syd	164	177	179	177	212	215
Denmark	5-9 years	Men	Polling area - 1. Vest	199	205	210	220	206	215
Denmark	5-9 years	Men	Polling area - 1. Nordvest	155	155	175	183	196	190
Denmark	5-9 years	Men	Polling area - 2. Sundbyvester	224	232	242	246	273	273
Denmark	5-9 years	Men	Polling area - 2. Nord	279	284	286	290	301	284
Denmark	5-9 years	Men	Polling area - 2. Syd	44	45	41	45	57	60
Denmark	5-9 years	Men	Polling area - 2. Øst	176	177	202	201	207	230
Denmark	5-9 years	Men	Polling area - 2. Vest	71	69	69	76	72	74
Denmark	5-9 years	Men	Polling area - 3. Indre By	123	129	118	125	126	132
Denmark	5-9 years	Men	Polling area - 3. Nord	110	108	106	119	110	120
Denmark	5-9 years	Men	Polling area - 3. Syd	122	135	124	135	148	160
Denmark	5-9 years	Men	Polling area - 3. Øst	154	151	145	159	184	161
Denmark	5-9 years	Men	Polling area - 4. Sundbyøster	137	134	141	154	151	143
Denmark	5-9 years	Men	Polling area - 4. Nord	189	185	183	185	226	231
Denmark	5-9 years	Men	Polling area - 4. Syd	114	117	146	150	155	165
Denmark	5-9 years	Men	Polling area - 4. Øst	141	157	173	182	206	211
Denmark	5-9 years	Men	Polling area - 5. Nørrebro	105	92	96	107	103	99
Denmark	5-9 years	Men	Polling area - 5. Nord	115	119	112	128	141	139
Denmark	5-9 years	Men	Polling area - 5. Nørrebrohallen	194	223	224	227	221	228
Denmark	5-9 years	Men	Polling area - 5. Syd	176	165	158	155	168	175
Denmark	5-9 years	Men	Polling area - 5. Øst	60	57	59	68	77	73
Denmark	5-9 years	Men	Polling area - 5. Vest	135	129	125	138	130	134
Denmark	5-9 years	Men	Polling area - 5. Nordvest	139	133	114	111	115	105
Denmark	5-9 years	Men	Polling area - 6. Bispebjerg	78	67	69	77	84	75
Denmark	5-9 years	Men	Polling area - 6. Vest	100	99	99	101	108	128
Denmark	5-9 years	Men	Polling area - 6. Nord	138	143	144	146	161	164
Denmark	5-9 years	Men	Polling area - 6. Øst	81	79	77	80	83	88
Denmark	5-9 years	Men	Polling area - 6. Syd	103	104	93	97	93	109
Denmark	5-9 years	Men	Polling area - 7. Brønshøj	97	113	136	146	159	167
Denmark	5-9 years	Men	Polling area - 7. Nord	160	151	164	154	148	144
Denmark	5-9 years	Men	Polling area - 7. Syd	127	136	139	139	157	165
Denmark	5-9 years	Men	Polling area - 7. Øst	210	213	206	227	229	237
Denmark	5-9 years	Men	Polling area - 7. Vest	118	112	120	125	159	173
Denmark	5-9 years	Men	Polling area - 7. Nordvest	237	252	265	287	300	309
Denmark	5-9 years	Men	Polling area - 7. Katrinedal	65	60	64	78	88	96
Denmark	5-9 years	Men	Polling area - 7. Kirkebjerg	164	167	182	189	185	201
Denmark	5-9 years	Men	Polling area - 7. Vanløse	186	210	208	224	250	262
Denmark	5-9 years	Men	Polling area - 8. Valby	182	175	191	216	219	238
Denmark	5-9 years	Men	Polling area - 8. Nord	126	130	128	117	122	138
Denmark	5-9 years	Men	Polling area - 8. Syd	81	83	91	100	107	117
Denmark	5-9 years	Men	Polling area - 8. Vest	142	154	143	146	161	142
Denmark	5-9 years	Men	Polling area - 8. Sydøst	131	132	141	148	147	138
Denmark	5-9 years	Men	Polling area - 8. Midt	94	111	107	96	97	105
Denmark	5-9 years	Men	Polling area - 9. Vesterbro	84	90	81	83	86	89
Denmark	5-9 years	Men	Polling area - 9. Nord	92	101	105	101	108	106
Denmark	5-9 years	Men	Polling area - 9. Syd	159	158	153	160	180	172
Denmark	5-9 years	Men	Polling area - 9. Øst	42	39	38	36	35	44
Denmark	5-9 years	Men	Polling area - 9. Vest	95	92	94	112	116	134
Denmark	5-9 years	Men	Polling area - 9. Midt	26	23	18	23	20	29
Denmark	5-9 years	Men	Polling area - 9. Sydhavn	1	1	0	0	2	2
Denmark	5-9 years	Women	Copenhagen total	6208	6296	6497	6824	7303	7571
Denmark	5-9 years	Women	District - Indre By	491	500	539	538	549	561
Denmark	5-9 years	Women	District - Østerbro	755	753	783	794	868	951
Denmark	5-9 years	Women	District - Nørrebro	770	819	831	905	959	980
Denmark	5-9 years	Women	District - Vesterbro/Kongens Enghave	432	439	453	478	499	514
Denmark	5-9 years	Women	District - Valby	717	707	755	784	832	905
Denmark	5-9 years	Women	District - Vanløse	579	567	568	635	667	676
Denmark	5-9 years	Women	District - Brønshøj-Husum	673	691	729	753	850	871
Denmark	5-9 years	Women	District - Bispebjerg	435	429	441	465	529	554
Denmark	5-9 years	Women	District - Amager Øst	573	584	577	624	684	720
Denmark	5-9 years	Women	District - Amager Vest	777	802	819	844	863	837
Denmark	5-9 years	Women	District - Unlocated	6	5	2	4	3	2
Denmark	5-9 years	Women	Polling area - 1. Østerbro	123	128	138	160	179	210
Denmark	5-9 years	Women	Polling area - 1. Øst	55	64	60	60	64	63
Denmark	5-9 years	Women	Polling area - 1. Nord	90	94	92	88	82	99
Denmark	5-9 years	Women	Polling area - 1. Syd	171	163	177	154	180	180
Denmark	5-9 years	Women	Polling area - 1. Vest	153	157	171	183	218	222
Denmark	5-9 years	Women	Polling area - 1. Nordvest	163	147	145	149	145	177
Denmark	5-9 years	Women	Polling area - 2. Sundbyvester	206	218	227	228	246	236
Denmark	5-9 years	Women	Polling area - 2. Nord	262	253	257	283	267	259
Denmark	5-9 years	Women	Polling area - 2. Syd	60	62	64	57	62	60
Denmark	5-9 years	Women	Polling area - 2. Øst	165	188	197	204	217	214
Denmark	5-9 years	Women	Polling area - 2. Vest	84	81	74	72	71	68
Denmark	5-9 years	Women	Polling area - 3. Indre By	111	109	111	120	125	122
Denmark	5-9 years	Women	Polling area - 3. Nord	137	133	136	135	126	120
Denmark	5-9 years	Women	Polling area - 3. Syd	110	117	138	144	149	148
Denmark	5-9 years	Women	Polling area - 3. Øst	139	146	156	143	152	173
Denmark	5-9 years	Women	Polling area - 4. Sundbyøster	122	114	114	119	124	141
Denmark	5-9 years	Women	Polling area - 4. Nord	199	202	197	211	226	237
Denmark	5-9 years	Women	Polling area - 4. Syd	119	120	110	123	148	147
Denmark	5-9 years	Women	Polling area - 4. Øst	133	148	156	171	186	195
Denmark	5-9 years	Women	Polling area - 5. Nørrebro	71	87	105	97	119	115
Denmark	5-9 years	Women	Polling area - 5. Nord	99	115	120	138	141	145
Denmark	5-9 years	Women	Polling area - 5. Nørrebrohallen	166	165	171	196	202	201
Denmark	5-9 years	Women	Polling area - 5. Syd	147	159	153	172	180	173
Denmark	5-9 years	Women	Polling area - 5. Øst	57	53	45	56	61	69
Denmark	5-9 years	Women	Polling area - 5. Vest	109	124	126	132	131	147
Denmark	5-9 years	Women	Polling area - 5. Nordvest	121	116	111	114	125	130
Denmark	5-9 years	Women	Polling area - 6. Bispebjerg	69	55	60	67	83	81
Denmark	5-9 years	Women	Polling area - 6. Vest	85	90	76	84	82	99
Denmark	5-9 years	Women	Polling area - 6. Nord	115	118	137	148	173	181
Denmark	5-9 years	Women	Polling area - 6. Øst	65	64	70	75	95	91
Denmark	5-9 years	Women	Polling area - 6. Syd	101	102	98	91	96	102
Denmark	5-9 years	Women	Polling area - 7. Brønshøj	116	106	115	120	121	125
Denmark	5-9 years	Women	Polling area - 7. Nord	130	133	135	136	142	139
Denmark	5-9 years	Women	Polling area - 7. Syd	126	113	118	136	136	147
Denmark	5-9 years	Women	Polling area - 7. Øst	175	169	183	197	235	246
Denmark	5-9 years	Women	Polling area - 7. Vest	96	115	115	116	154	163
Denmark	5-9 years	Women	Polling area - 7. Nordvest	204	211	226	233	246	254
Denmark	5-9 years	Women	Polling area - 7. Katrinedal	63	60	66	74	76	77
Denmark	5-9 years	Women	Polling area - 7. Kirkebjerg	153	151	146	167	183	161
Denmark	5-9 years	Women	Polling area - 7. Vanløse	189	200	193	209	224	235
Denmark	5-9 years	Women	Polling area - 8. Valby	169	173	180	192	201	237
Denmark	5-9 years	Women	Polling area - 8. Nord	115	108	113	118	123	145
Denmark	5-9 years	Women	Polling area - 8. Syd	90	90	97	104	105	121
Denmark	5-9 years	Women	Polling area - 8. Vest	134	129	142	152	162	164
Denmark	5-9 years	Women	Polling area - 8. Sydøst	123	124	136	129	143	130
Denmark	5-9 years	Women	Polling area - 8. Midt	86	83	87	89	98	108
Denmark	5-9 years	Women	Polling area - 9. Vesterbro	63	64	65	65	71	73
Denmark	5-9 years	Women	Polling area - 9. Nord	84	84	88	95	104	104
Denmark	5-9 years	Women	Polling area - 9. Syd	131	134	140	142	139	139
Denmark	5-9 years	Women	Polling area - 9. Øst	21	29	34	37	39	41
Denmark	5-9 years	Women	Polling area - 9. Vest	93	94	97	103	106	114
Denmark	5-9 years	Women	Polling area - 9. Midt	39	34	29	36	40	42
Denmark	5-9 years	Women	Polling area - 9. Sydhavn	1	0	0	0	0	1
Denmark	10-14 years	Men	Copenhagen total	6549	6396	6361	6203	6112	6133
Denmark	10-14 years	Men	District - Indre By	522	519	497	468	455	459
Denmark	10-14 years	Men	District - Østerbro	771	767	746	712	706	741
Denmark	10-14 years	Men	District - Nørrebro	753	729	760	756	699	691
Denmark	10-14 years	Men	District - Vesterbro/Kongens Enghave	509	497	465	437	434	398
Denmark	10-14 years	Men	District - Valby	815	782	782	760	718	733
Denmark	10-14 years	Men	District - Vanløse	549	542	533	548	564	565
Denmark	10-14 years	Men	District - Brønshøj-Husum	790	760	764	746	758	766
Denmark	10-14 years	Men	District - Bispebjerg	455	438	441	437	454	463
Denmark	10-14 years	Men	District - Amager Øst	583	574	549	549	536	545
Denmark	10-14 years	Men	District - Amager Vest	796	786	818	786	784	769
Denmark	10-14 years	Men	District - Unlocated	6	2	6	4	4	3
Denmark	10-14 years	Men	Polling area - 1. Østerbro	130	129	129	138	138	164
Denmark	10-14 years	Men	Polling area - 1. Øst	55	58	48	39	50	44
Denmark	10-14 years	Men	Polling area - 1. Nord	78	84	85	82	80	88
Denmark	10-14 years	Men	Polling area - 1. Syd	175	168	163	157	144	141
Denmark	10-14 years	Men	Polling area - 1. Vest	175	172	176	176	173	160
Denmark	10-14 years	Men	Polling area - 1. Nordvest	158	156	145	120	121	144
Denmark	10-14 years	Men	Polling area - 2. Sundbyvester	223	203	219	212	226	219
Denmark	10-14 years	Men	Polling area - 2. Nord	237	251	272	277	267	248
Denmark	10-14 years	Men	Polling area - 2. Syd	58	57	50	40	39	43
Denmark	10-14 years	Men	Polling area - 2. Øst	201	201	206	192	188	201
Denmark	10-14 years	Men	Polling area - 2. Vest	77	74	71	65	64	58
Denmark	10-14 years	Men	Polling area - 3. Indre By	106	92	97	106	104	106
Denmark	10-14 years	Men	Polling area - 3. Nord	142	143	129	119	117	113
Denmark	10-14 years	Men	Polling area - 3. Syd	116	123	114	103	100	104
Denmark	10-14 years	Men	Polling area - 3. Øst	164	163	163	144	138	139
Denmark	10-14 years	Men	Polling area - 4. Sundbyøster	119	129	127	112	105	116
Denmark	10-14 years	Men	Polling area - 4. Nord	164	175	158	166	154	167
Denmark	10-14 years	Men	Polling area - 4. Syd	147	129	122	114	117	109
Denmark	10-14 years	Men	Polling area - 4. Øst	153	141	142	157	160	153
Denmark	10-14 years	Men	Polling area - 5. Nørrebro	102	96	105	96	85	83
Denmark	10-14 years	Men	Polling area - 5. Nord	91	92	86	98	79	88
Denmark	10-14 years	Men	Polling area - 5. Nørrebrohallen	126	126	137	135	138	148
Denmark	10-14 years	Men	Polling area - 5. Syd	123	128	145	160	148	137
Denmark	10-14 years	Men	Polling area - 5. Øst	49	42	43	42	42	43
Denmark	10-14 years	Men	Polling area - 5. Vest	127	119	125	114	116	110
Denmark	10-14 years	Men	Polling area - 5. Nordvest	135	126	119	111	91	82
Denmark	10-14 years	Men	Polling area - 6. Bispebjerg	72	69	68	61	59	61
Denmark	10-14 years	Men	Polling area - 6. Vest	77	75	79	71	74	81
Denmark	10-14 years	Men	Polling area - 6. Nord	151	143	139	153	157	173
Denmark	10-14 years	Men	Polling area - 6. Øst	69	72	80	80	84	80
Denmark	10-14 years	Men	Polling area - 6. Syd	86	79	75	72	80	68
Denmark	10-14 years	Men	Polling area - 7. Brønshøj	104	104	103	98	105	111
Denmark	10-14 years	Men	Polling area - 7. Nord	145	141	150	144	128	117
Denmark	10-14 years	Men	Polling area - 7. Syd	106	107	112	122	119	121
Denmark	10-14 years	Men	Polling area - 7. Øst	187	178	187	174	188	199
Denmark	10-14 years	Men	Polling area - 7. Vest	131	124	122	120	136	130
Denmark	10-14 years	Men	Polling area - 7. Nordvest	260	253	242	249	244	258
Denmark	10-14 years	Men	Polling area - 7. Katrinedal	61	59	50	52	58	64
Denmark	10-14 years	Men	Polling area - 7. Kirkebjerg	178	175	157	153	161	160
Denmark	10-14 years	Men	Polling area - 7. Vanløse	167	161	174	182	183	171
Denmark	10-14 years	Men	Polling area - 8. Valby	204	194	184	171	157	174
Denmark	10-14 years	Men	Polling area - 8. Nord	132	134	130	128	121	109
Denmark	10-14 years	Men	Polling area - 8. Syd	86	85	79	84	80	85
Denmark	10-14 years	Men	Polling area - 8. Vest	133	128	149	135	131	144
Denmark	10-14 years	Men	Polling area - 8. Sydøst	162	156	149	149	138	126
Denmark	10-14 years	Men	Polling area - 8. Midt	98	85	91	93	91	95
Denmark	10-14 years	Men	Polling area - 9. Vesterbro	74	73	67	70	63	61
Denmark	10-14 years	Men	Polling area - 9. Nord	97	91	82	78	79	73
Denmark	10-14 years	Men	Polling area - 9. Syd	156	164	148	155	145	134
Denmark	10-14 years	Men	Polling area - 9. Øst	39	42	37	35	38	36
Denmark	10-14 years	Men	Polling area - 9. Vest	117	110	112	86	91	81
Denmark	10-14 years	Men	Polling area - 9. Midt	26	17	18	12	17	11
Denmark	10-14 years	Men	Polling area - 9. Sydhavn	0	0	1	1	1	2
Denmark	10-14 years	Women	Copenhagen total	6231	6052	5953	5751	5630	5686
Denmark	10-14 years	Women	District - Indre By	462	461	450	458	454	446
Denmark	10-14 years	Women	District - Østerbro	776	747	736	704	675	690
Denmark	10-14 years	Women	District - Nørrebro	729	691	678	663	643	659
Denmark	10-14 years	Women	District - Vesterbro/Kongens Enghave	471	445	414	394	364	345
Denmark	10-14 years	Women	District - Valby	707	677	672	656	659	642
Denmark	10-14 years	Women	District - Vanløse	601	605	585	562	551	570
Denmark	10-14 years	Women	District - Brønshøj-Husum	714	684	674	669	648	654
Denmark	10-14 years	Women	District - Bispebjerg	439	423	420	402	394	402
Denmark	10-14 years	Women	District - Amager Øst	583	560	548	531	506	502
Denmark	10-14 years	Women	District - Amager Vest	747	757	772	708	734	773
Denmark	10-14 years	Women	District - Unlocated	2	2	4	4	2	3
Denmark	10-14 years	Women	Polling area - 1. Østerbro	127	116	127	122	113	125
Denmark	10-14 years	Women	Polling area - 1. Øst	72	55	58	52	49	48
Denmark	10-14 years	Women	Polling area - 1. Nord	84	84	78	88	85	81
Denmark	10-14 years	Women	Polling area - 1. Syd	163	161	155	142	138	143
Denmark	10-14 years	Women	Polling area - 1. Vest	177	157	150	143	134	139
Denmark	10-14 years	Women	Polling area - 1. Nordvest	153	174	168	157	156	154
Denmark	10-14 years	Women	Polling area - 2. Sundbyvester	218	211	217	196	205	209
Denmark	10-14 years	Women	Polling area - 2. Nord	223	230	227	212	233	236
Denmark	10-14 years	Women	Polling area - 2. Syd	56	53	59	64	59	64
Denmark	10-14 years	Women	Polling area - 2. Øst	186	196	204	183	180	199
Denmark	10-14 years	Women	Polling area - 2. Vest	64	67	65	53	57	65
Denmark	10-14 years	Women	Polling area - 3. Indre By	104	114	106	96	100	91
Denmark	10-14 years	Women	Polling area - 3. Nord	117	121	118	120	115	124
Denmark	10-14 years	Women	Polling area - 3. Syd	117	112	109	115	108	105
Denmark	10-14 years	Women	Polling area - 3. Øst	126	116	121	131	133	129
Denmark	10-14 years	Women	Polling area - 4. Sundbyøster	130	118	112	119	112	97
Denmark	10-14 years	Women	Polling area - 4. Nord	165	169	172	155	142	142
Denmark	10-14 years	Women	Polling area - 4. Syd	140	131	125	115	112	119
Denmark	10-14 years	Women	Polling area - 4. Øst	148	142	139	142	140	144
Denmark	10-14 years	Women	Polling area - 5. Nørrebro	97	93	88	75	71	75
Denmark	10-14 years	Women	Polling area - 5. Nord	93	93	91	95	82	93
Denmark	10-14 years	Women	Polling area - 5. Nørrebrohallen	141	134	123	121	127	132
Denmark	10-14 years	Women	Polling area - 5. Syd	125	118	136	140	141	144
