citizenship	age	sex	district	2003Q4	2004Q4	2005Q4	2006Q4	2007Q4	2008Q4
Denmark	0-4 years	Men	Polling area - 6. Bispebjerg	212	227	232	252	279	314
Denmark	0-4 years	Men	Polling area - 6. Vest	231	219	215	229	232	230
Denmark	0-4 years	Men	Polling area - 6. Nord	221	217	196	191	204	238
Denmark	0-4 years	Men	Polling area - 6. Øst	124	139	138	140	143	145
Denmark	0-4 years	Men	Polling area - 6. Syd	296	280	260	258	256	281
Denmark	0-4 years	Men	Polling area - 7. Brønshøj	143	144	140	131	134	127
Denmark	0-4 years	Men	Polling area - 7. Nord	219	212	192	191	201	200
Denmark	0-4 years	Men	Polling area - 7. Syd	248	257	257	253	242	222
Denmark	0-4 years	Men	Polling area - 7. Øst	338	332	348	337	323	317
Denmark	0-4 years	Men	Polling area - 7. Vest	260	273	272	281	282	290
Denmark	0-4 years	Men	Polling area - 7. Nordvest	345	358	357	357	364	361
Denmark	0-4 years	Men	Polling area - 7. Katrinedal	134	129	119	130	138	133
Denmark	0-4 years	Men	Polling area - 7. Kirkebjerg	243	255	278	270	249	246
Denmark	0-4 years	Men	Polling area - 7. Vanløse	294	310	321	338	324	358
Denmark	0-4 years	Men	Polling area - 8. Valby	400	384	361	348	358	351
Denmark	0-4 years	Men	Polling area - 8. Nord	264	254	258	256	284	320
Denmark	0-4 years	Men	Polling area - 8. Syd	171	166	163	156	165	173
Denmark	0-4 years	Men	Polling area - 8. Vest	184	173	170	165	157	168
Denmark	0-4 years	Men	Polling area - 8. Sydøst	145	137	153	152	150	142
Denmark	0-4 years	Men	Polling area - 8. Midt	181	186	181	173	202	267
Denmark	0-4 years	Men	Polling area - 9. Vesterbro	287	293	328	308	324	341
Denmark	0-4 years	Men	Polling area - 9. Nord	368	368	383	376	403	350
Denmark	0-4 years	Men	Polling area - 9. Syd	342	327	298	250	246	237
Denmark	0-4 years	Men	Polling area - 9. Øst	303	314	294	281	281	300
Denmark	0-4 years	Men	Polling area - 9. Vest	232	213	225	233	250	253
Denmark	0-4 years	Men	Polling area - 9. Midt	83	93	80	103	99	99
Denmark	0-4 years	Men	Polling area - 9. Sydhavn	2	3	8	23	72	149
Denmark	0-4 years	Women	Copenhagen total	13584	13688	13774	13843	14254	14629
Denmark	0-4 years	Women	District - Indre By	1183	1142	1155	1148	1167	1201
Denmark	0-4 years	Women	District - Østerbro	2003	1978	1938	1889	1956	1988
Denmark	0-4 years	Women	District - Nørrebro	2081	2040	2037	1989	2021	1985
Denmark	0-4 years	Women	District - Vesterbro/Kongens Enghave	1481	1541	1545	1581	1630	1669
Denmark	0-4 years	Women	District - Valby	1237	1232	1245	1211	1228	1330
Denmark	0-4 years	Women	District - Vanløse	949	983	1007	1035	1044	1015
Denmark	0-4 years	Women	District - Brønshøj-Husum	1139	1143	1144	1189	1186	1203
Denmark	0-4 years	Women	District - Bispebjerg	1052	1074	1068	1020	1095	1149
Denmark	0-4 years	Women	District - Amager Øst	1306	1326	1351	1392	1322	1388
Denmark	0-4 years	Women	District - Amager Vest	1117	1187	1241	1356	1555	1663
Denmark	0-4 years	Women	District - Unlocated	36	42	43	33	50	38
Denmark	0-4 years	Women	Polling area - 1. Østerbro	397	364	360	363	381	408
Denmark	0-4 years	Women	Polling area - 1. Øst	217	211	180	200	214	222
Denmark	0-4 years	Women	Polling area - 1. Nord	166	176	194	191	212	210
Denmark	0-4 years	Women	Polling area - 1. Syd	493	483	475	450	471	469
Denmark	0-4 years	Women	Polling area - 1. Vest	387	384	374	352	357	354
Denmark	0-4 years	Women	Polling area - 1. Nordvest	343	360	355	333	321	325
Denmark	0-4 years	Women	Polling area - 2. Sundbyvester	313	314	297	317	335	326
Denmark	0-4 years	Women	Polling area - 2. Nord	375	386	382	360	377	385
Denmark	0-4 years	Women	Polling area - 2. Syd	57	57	55	74	133	212
Denmark	0-4 years	Women	Polling area - 2. Øst	192	214	240	275	300	292
Denmark	0-4 years	Women	Polling area - 2. Vest	180	216	267	330	410	448
Denmark	0-4 years	Women	Polling area - 3. Indre By	389	369	383	361	375	377
Denmark	0-4 years	Women	Polling area - 3. Nord	224	228	245	245	262	261
Denmark	0-4 years	Women	Polling area - 3. Syd	278	267	250	235	241	255
Denmark	0-4 years	Women	Polling area - 3. Øst	328	320	320	340	339	346
Denmark	0-4 years	Women	Polling area - 4. Sundbyøster	265	261	286	295	277	289
Denmark	0-4 years	Women	Polling area - 4. Nord	491	487	467	473	448	487
Denmark	0-4 years	Women	Polling area - 4. Syd	282	272	296	298	281	283
Denmark	0-4 years	Women	Polling area - 4. Øst	268	306	302	326	316	329
Denmark	0-4 years	Women	Polling area - 5. Nørrebro	229	225	216	224	217	232
Denmark	0-4 years	Women	Polling area - 5. Nord	286	282	265	260	266	250
Denmark	0-4 years	Women	Polling area - 5. Nørrebrohallen	449	446	450	423	378	380
Denmark	0-4 years	Women	Polling area - 5. Syd	272	263	277	265	270	239
Denmark	0-4 years	Women	Polling area - 5. Øst	250	239	247	228	249	247
Denmark	0-4 years	Women	Polling area - 5. Vest	303	281	278	277	284	272
Denmark	0-4 years	Women	Polling area - 5. Nordvest	292	304	304	312	357	365
Denmark	0-4 years	Women	Polling area - 6. Bispebjerg	248	258	246	248	292	318
Denmark	0-4 years	Women	Polling area - 6. Vest	262	256	248	217	222	220
Denmark	0-4 years	Women	Polling area - 6. Nord	201	203	207	209	217	226
Denmark	0-4 years	Women	Polling area - 6. Øst	113	114	116	119	120	132
Denmark	0-4 years	Women	Polling area - 6. Syd	228	243	251	227	244	253
Denmark	0-4 years	Women	Polling area - 7. Brønshøj	115	115	109	119	142	135
Denmark	0-4 years	Women	Polling area - 7. Nord	223	205	217	208	186	185
Denmark	0-4 years	Women	Polling area - 7. Syd	257	238	248	251	245	230
Denmark	0-4 years	Women	Polling area - 7. Øst	308	328	324	346	354	368
Denmark	0-4 years	Women	Polling area - 7. Vest	229	248	255	257	241	260
Denmark	0-4 years	Women	Polling area - 7. Nordvest	320	325	307	331	337	336
Denmark	0-4 years	Women	Polling area - 7. Katrinedal	124	115	107	125	137	132
Denmark	0-4 years	Women	Polling area - 7. Kirkebjerg	205	221	259	274	284	258
Denmark	0-4 years	Women	Polling area - 7. Vanløse	307	331	325	313	304	314
Denmark	0-4 years	Women	Polling area - 8. Valby	317	324	351	347	333	346
Denmark	0-4 years	Women	Polling area - 8. Nord	278	285	273	267	258	254
Denmark	0-4 years	Women	Polling area - 8. Syd	156	156	170	159	161	181
Denmark	0-4 years	Women	Polling area - 8. Vest	164	162	147	148	148	155
Denmark	0-4 years	Women	Polling area - 8. Sydøst	135	136	134	130	136	154
Denmark	0-4 years	Women	Polling area - 8. Midt	187	169	170	160	192	240
Denmark	0-4 years	Women	Polling area - 9. Vesterbro	303	315	315	315	310	298
Denmark	0-4 years	Women	Polling area - 9. Nord	344	373	375	361	360	329
Denmark	0-4 years	Women	Polling area - 9. Syd	266	265	263	262	246	260
Denmark	0-4 years	Women	Polling area - 9. Øst	281	286	290	296	308	322
Denmark	0-4 years	Women	Polling area - 9. Vest	213	219	217	243	258	251
Denmark	0-4 years	Women	Polling area - 9. Midt	73	83	83	84	81	81
Denmark	0-4 years	Women	Polling area - 9. Sydhavn	1	0	2	20	67	128
Denmark	5-9 years	Men	Copenhagen total	10349	10366	10381	10468	10537	10650
Denmark	5-9 years	Men	District - Indre By	763	805	837	853	907	920
Denmark	5-9 years	Men	District - Østerbro	1355	1374	1395	1419	1399	1439
Denmark	5-9 years	Men	District - Nørrebro	1476	1457	1479	1492	1469	1429
Denmark	5-9 years	Men	District - Vesterbro/Kongens Enghave	830	834	850	891	909	984
Denmark	5-9 years	Men	District - Valby	1071	1061	1032	1030	1030	1042
Denmark	5-9 years	Men	District - Vanløse	865	840	840	843	838	825
Denmark	5-9 years	Men	District - Brønshøj-Husum	1179	1121	1113	1085	1069	1096
Denmark	5-9 years	Men	District - Bispebjerg	762	767	772	763	795	801
Denmark	5-9 years	Men	District - Amager Øst	1009	1037	999	987	962	927
Denmark	5-9 years	Men	District - Amager Vest	1017	1040	1035	1071	1130	1166
Denmark	5-9 years	Men	District - Unlocated	22	30	29	34	29	21
Denmark	5-9 years	Men	Polling area - 1. Østerbro	284	300	323	338	319	335
Denmark	5-9 years	Men	Polling area - 1. Øst	105	119	97	98	105	110
Denmark	5-9 years	Men	Polling area - 1. Nord	143	148	142	142	138	157
Denmark	5-9 years	Men	Polling area - 1. Syd	319	317	347	352	341	343
Denmark	5-9 years	Men	Polling area - 1. Vest	255	242	241	255	262	268
Denmark	5-9 years	Men	Polling area - 1. Nordvest	249	248	245	234	234	226
Denmark	5-9 years	Men	Polling area - 2. Sundbyvester	296	293	274	281	294	290
Denmark	5-9 years	Men	Polling area - 2. Nord	305	318	318	327	329	336
Denmark	5-9 years	Men	Polling area - 2. Syd	50	56	49	49	73	108
Denmark	5-9 years	Men	Polling area - 2. Øst	239	247	244	256	262	252
Denmark	5-9 years	Men	Polling area - 2. Vest	127	126	150	158	172	180
Denmark	5-9 years	Men	Polling area - 3. Indre By	192	208	229	234	247	245
Denmark	5-9 years	Men	Polling area - 3. Nord	178	186	189	203	206	202
Denmark	5-9 years	Men	Polling area - 3. Syd	185	198	200	203	210	213
Denmark	5-9 years	Men	Polling area - 3. Øst	230	243	248	247	273	281
Denmark	5-9 years	Men	Polling area - 4. Sundbyøster	201	196	188	191	188	180
Denmark	5-9 years	Men	Polling area - 4. Nord	313	322	306	300	301	264
Denmark	5-9 years	Men	Polling area - 4. Syd	201	217	204	196	198	200
Denmark	5-9 years	Men	Polling area - 4. Øst	294	302	301	300	275	283
Denmark	5-9 years	Men	Polling area - 5. Nørrebro	149	146	140	131	134	137
Denmark	5-9 years	Men	Polling area - 5. Nord	182	201	206	219	203	213
Denmark	5-9 years	Men	Polling area - 5. Nørrebrohallen	397	359	366	369	359	344
Denmark	5-9 years	Men	Polling area - 5. Syd	251	236	229	214	211	187
Denmark	5-9 years	Men	Polling area - 5. Øst	140	161	166	163	155	165
Denmark	5-9 years	Men	Polling area - 5. Vest	187	194	205	223	224	212
Denmark	5-9 years	Men	Polling area - 5. Nordvest	170	160	167	173	183	171
Denmark	5-9 years	Men	Polling area - 6. Bispebjerg	141	132	125	118	137	153
Denmark	5-9 years	Men	Polling area - 6. Vest	175	188	197	189	201	182
Denmark	5-9 years	Men	Polling area - 6. Nord	179	182	188	181	187	186
Denmark	5-9 years	Men	Polling area - 6. Øst	104	111	119	121	112	120
Denmark	5-9 years	Men	Polling area - 6. Syd	163	154	143	154	158	160
Denmark	5-9 years	Men	Polling area - 7. Brønshøj	142	131	131	131	120	129
Denmark	5-9 years	Men	Polling area - 7. Nord	217	214	226	221	195	209
Denmark	5-9 years	Men	Polling area - 7. Syd	192	182	188	180	188	194
Denmark	5-9 years	Men	Polling area - 7. Øst	287	277	269	285	287	286
Denmark	5-9 years	Men	Polling area - 7. Vest	238	217	205	202	216	213
Denmark	5-9 years	Men	Polling area - 7. Nordvest	354	342	342	320	317	325
Denmark	5-9 years	Men	Polling area - 7. Katrinedal	101	93	101	98	92	95
Denmark	5-9 years	Men	Polling area - 7. Kirkebjerg	228	229	226	225	235	236
Denmark	5-9 years	Men	Polling area - 7. Vanløse	285	276	265	266	257	234
Denmark	5-9 years	Men	Polling area - 8. Valby	333	335	315	320	326	316
Denmark	5-9 years	Men	Polling area - 8. Nord	177	182	187	180	172	169
Denmark	5-9 years	Men	Polling area - 8. Syd	173	161	149	156	149	156
Denmark	5-9 years	Men	Polling area - 8. Vest	139	138	141	138	150	145
Denmark	5-9 years	Men	Polling area - 8. Sydøst	141	138	117	113	101	123
Denmark	5-9 years	Men	Polling area - 8. Midt	108	107	123	123	132	133
Denmark	5-9 years	Men	Polling area - 9. Vesterbro	137	141	145	160	160	174
Denmark	5-9 years	Men	Polling area - 9. Nord	169	180	181	191	197	216
Denmark	5-9 years	Men	Polling area - 9. Syd	218	211	205	211	204	211
Denmark	5-9 years	Men	Polling area - 9. Øst	113	126	136	151	159	166
Denmark	5-9 years	Men	Polling area - 9. Vest	146	134	145	140	149	158
Denmark	5-9 years	Men	Polling area - 9. Midt	47	42	37	35	34	38
Denmark	5-9 years	Men	Polling area - 9. Sydhavn	0	0	1	3	6	21
Denmark	5-9 years	Women	Copenhagen total	10030	10129	10025	10132	10213	10257
Denmark	5-9 years	Women	District - Indre By	812	817	831	812	845	813
Denmark	5-9 years	Women	District - Østerbro	1316	1339	1380	1398	1415	1408
Denmark	5-9 years	Women	District - Nørrebro	1498	1525	1408	1436	1432	1389
Denmark	5-9 years	Women	District - Vesterbro/Kongens Enghave	778	816	834	885	921	949
Denmark	5-9 years	Women	District - Valby	1062	1029	1021	1026	988	1015
Denmark	5-9 years	Women	District - Vanløse	887	833	843	792	778	798
Denmark	5-9 years	Women	District - Brønshøj-Husum	1058	1098	1088	1051	1058	1078
Denmark	5-9 years	Women	District - Bispebjerg	720	748	735	766	770	784
Denmark	5-9 years	Women	District - Amager Øst	892	929	916	949	942	943
Denmark	5-9 years	Women	District - Amager Vest	988	970	943	983	1039	1063
Denmark	5-9 years	Women	District - Unlocated	19	25	26	34	25	17
Denmark	5-9 years	Women	Polling area - 1. Østerbro	315	325	342	325	322	299
Denmark	5-9 years	Women	Polling area - 1. Øst	124	126	120	122	122	111
Denmark	5-9 years	Women	Polling area - 1. Nord	122	133	145	157	149	145
Denmark	5-9 years	Women	Polling area - 1. Syd	324	339	343	345	352	356
Denmark	5-9 years	Women	Polling area - 1. Vest	212	210	211	226	225	236
Denmark	5-9 years	Women	Polling area - 1. Nordvest	219	206	219	223	245	261
Denmark	5-9 years	Women	Polling area - 2. Sundbyvester	272	280	282	271	284	285
Denmark	5-9 years	Women	Polling area - 2. Nord	303	288	266	280	288	270
Denmark	5-9 years	Women	Polling area - 2. Syd	72	63	55	69	86	97
Denmark	5-9 years	Women	Polling area - 2. Øst	224	220	208	215	225	238
Denmark	5-9 years	Women	Polling area - 2. Vest	117	119	132	148	156	173
Denmark	5-9 years	Women	Polling area - 3. Indre By	192	196	208	224	226	218
Denmark	5-9 years	Women	Polling area - 3. Nord	210	215	205	200	215	204
Denmark	5-9 years	Women	Polling area - 3. Syd	201	194	200	181	188	183
Denmark	5-9 years	Women	Polling area - 3. Øst	228	237	244	241	241	225
Denmark	5-9 years	Women	Polling area - 4. Sundbyøster	159	169	165	180	197	202
Denmark	5-9 years	Women	Polling area - 4. Nord	298	307	297	285	282	273
Denmark	5-9 years	Women	Polling area - 4. Syd	185	203	196	218	217	206
Denmark	5-9 years	Women	Polling area - 4. Øst	250	250	258	266	246	262
Denmark	5-9 years	Women	Polling area - 5. Nørrebro	123	135	124	136	150	152
Denmark	5-9 years	Women	Polling area - 5. Nord	179	176	174	182	165	171
Denmark	5-9 years	Women	Polling area - 5. Nørrebrohallen	460	453	405	402	387	344
Denmark	5-9 years	Women	Polling area - 5. Syd	264	250	223	228	233	217
Denmark	5-9 years	Women	Polling area - 5. Øst	131	140	128	141	152	146
Denmark	5-9 years	Women	Polling area - 5. Vest	188	206	198	188	173	180
Denmark	5-9 years	Women	Polling area - 5. Nordvest	153	165	156	159	172	179
Denmark	5-9 years	Women	Polling area - 6. Bispebjerg	105	133	123	121	140	156
Denmark	5-9 years	Women	Polling area - 6. Vest	179	182	186	197	179	166
Denmark	5-9 years	Women	Polling area - 6. Nord	190	181	170	179	181	197
Denmark	5-9 years	Women	Polling area - 6. Øst	91	101	102	103	111	115
Denmark	5-9 years	Women	Polling area - 6. Syd	155	151	154	166	159	150
Denmark	5-9 years	Women	Polling area - 7. Brønshøj	123	119	117	101	101	102
Denmark	5-9 years	Women	Polling area - 7. Nord	187	225	226	220	218	205
Denmark	5-9 years	Women	Polling area - 7. Syd	203	202	202	196	207	203
Denmark	5-9 years	Women	Polling area - 7. Øst	291	287	292	304	304	297
Denmark	5-9 years	Women	Polling area - 7. Vest	204	201	202	187	187	211
Denmark	5-9 years	Women	Polling area - 7. Nordvest	318	318	309	280	291	307
Denmark	5-9 years	Women	Polling area - 7. Katrinedal	108	97	101	96	84	86
Denmark	5-9 years	Women	Polling area - 7. Kirkebjerg	240	215	215	199	198	216
Denmark	5-9 years	Women	Polling area - 7. Vanløse	271	267	267	260	246	249
Denmark	5-9 years	Women	Polling area - 8. Valby	319	306	309	307	294	290
Denmark	5-9 years	Women	Polling area - 8. Nord	176	181	176	177	178	186
Denmark	5-9 years	Women	Polling area - 8. Syd	151	146	148	147	136	147
Denmark	5-9 years	Women	Polling area - 8. Vest	169	166	166	161	153	152
Denmark	5-9 years	Women	Polling area - 8. Sydøst	144	123	120	125	111	105
Denmark	5-9 years	Women	Polling area - 8. Midt	103	107	102	109	116	135
Denmark	5-9 years	Women	Polling area - 9. Vesterbro	116	135	137	140	172	175
Denmark	5-9 years	Women	Polling area - 9. Nord	180	189	192	203	210	214
Denmark	5-9 years	Women	Polling area - 9. Syd	201	195	190	182	185	176
Denmark	5-9 years	Women	Polling area - 9. Øst	112	118	121	143	153	165
Denmark	5-9 years	Women	Polling area - 9. Vest	126	134	146	167	148	148
Denmark	5-9 years	Women	Polling area - 9. Midt	43	44	47	48	44	41
Denmark	5-9 years	Women	Polling area - 9. Sydhavn	0	1	1	2	9	30
Denmark	10-14 years	Men	Copenhagen total	8533	8778	9020	9243	9337	9313
Denmark	10-14 years	Men	District - Indre By	630	649	680	710	698	711
Denmark	10-14 years	Men	District - Østerbro	1041	1108	1123	1169	1252	1250
Denmark	10-14 years	Men	District - Nørrebro	1181	1213	1212	1255	1261	1207
Denmark	10-14 years	Men	District - Vesterbro/Kongens Enghave	513	553	605	633	685	709
Denmark	10-14 years	Men	District - Valby	941	947	981	989	982	965
Denmark	10-14 years	Men	District - Vanløse	790	777	789	810	828	837
Denmark	10-14 years	Men	District - Brønshøj-Husum	1057	1091	1110	1098	1083	1060
Denmark	10-14 years	Men	District - Bispebjerg	618	636	651	673	672	680
Denmark	10-14 years	Men	District - Amager Øst	822	842	862	867	854	863
Denmark	10-14 years	Men	District - Amager Vest	931	950	995	1022	1006	1017
Denmark	10-14 years	Men	District - Unlocated	9	12	12	17	16	14
Denmark	10-14 years	Men	Polling area - 1. Østerbro	221	252	264	264	280	278
Denmark	10-14 years	Men	Polling area - 1. Øst	93	95	80	84	89	75
Denmark	10-14 years	Men	Polling area - 1. Nord	90	107	121	127	143	151
Denmark	10-14 years	Men	Polling area - 1. Syd	254	256	262	276	305	293
Denmark	10-14 years	Men	Polling area - 1. Vest	201	200	197	202	205	218
Denmark	10-14 years	Men	Polling area - 1. Nordvest	182	198	199	216	230	235
Denmark	10-14 years	Men	Polling area - 2. Sundbyvester	262	270	294	291	299	291
Denmark	10-14 years	Men	Polling area - 2. Nord	266	271	278	271	264	275
Denmark	10-14 years	Men	Polling area - 2. Syd	75	75	69	72	64	89
Denmark	10-14 years	Men	Polling area - 2. Øst	250	246	241	263	252	241
Denmark	10-14 years	Men	Polling area - 2. Vest	78	88	113	125	127	121
Denmark	10-14 years	Men	Polling area - 3. Indre By	133	146	157	168	170	174
Denmark	10-14 years	Men	Polling area - 3. Nord	157	165	168	171	156	164
Denmark	10-14 years	Men	Polling area - 3. Syd	172	178	176	188	184	172
Denmark	10-14 years	Men	Polling area - 3. Øst	177	172	191	200	204	215
Denmark	10-14 years	Men	Polling area - 4. Sundbyøster	140	152	160	159	151	157
Denmark	10-14 years	Men	Polling area - 4. Nord	221	243	248	257	246	251
Denmark	10-14 years	Men	Polling area - 4. Syd	178	171	182	191	177	175
Denmark	10-14 years	Men	Polling area - 4. Øst	283	276	272	260	280	280
Denmark	10-14 years	Men	Polling area - 5. Nørrebro	121	124	122	124	120	116
Denmark	10-14 years	Men	Polling area - 5. Nord	158	150	144	146	137	148
Denmark	10-14 years	Men	Polling area - 5. Nørrebrohallen	355	382	376	399	393	348
Denmark	10-14 years	Men	Polling area - 5. Syd	193	185	192	202	212	207
Denmark	10-14 years	Men	Polling area - 5. Øst	98	106	113	112	117	120
Denmark	10-14 years	Men	Polling area - 5. Vest	129	135	137	146	145	143
Denmark	10-14 years	Men	Polling area - 5. Nordvest	127	131	128	126	137	125
Denmark	10-14 years	Men	Polling area - 6. Bispebjerg	82	96	103	115	122	120
Denmark	10-14 years	Men	Polling area - 6. Vest	120	123	126	133	133	142
Denmark	10-14 years	Men	Polling area - 6. Nord	196	191	189	194	184	193
Denmark	10-14 years	Men	Polling area - 6. Øst	104	102	98	98	99	104
Denmark	10-14 years	Men	Polling area - 6. Syd	116	124	135	133	134	121
Denmark	10-14 years	Men	Polling area - 7. Brønshøj	164	176	164	154	147	133
Denmark	10-14 years	Men	Polling area - 7. Nord	176	168	173	171	172	180
Denmark	10-14 years	Men	Polling area - 7. Syd	151	155	170	180	190	188
Denmark	10-14 years	Men	Polling area - 7. Øst	280	284	298	301	292	282
Denmark	10-14 years	Men	Polling area - 7. Vest	192	207	218	217	208	206
Denmark	10-14 years	Men	Polling area - 7. Nordvest	318	332	332	326	336	321
Denmark	10-14 years	Men	Polling area - 7. Katrinedal	101	98	103	100	93	92
Denmark	10-14 years	Men	Polling area - 7. Kirkebjerg	212	213	217	228	228	231
Denmark	10-14 years	Men	Polling area - 7. Vanløse	253	235	224	231	245	264
Denmark	10-14 years	Men	Polling area - 8. Valby	267	289	301	311	314	306
Denmark	10-14 years	Men	Polling area - 8. Nord	145	132	147	155	162	158
Denmark	10-14 years	Men	Polling area - 8. Syd	118	128	145	142	146	152
Denmark	10-14 years	Men	Polling area - 8. Vest	153	156	152	163	157	139
Denmark	10-14 years	Men	Polling area - 8. Sydøst	158	152	152	139	120	113
Denmark	10-14 years	Men	Polling area - 8. Midt	100	90	84	79	83	97
Denmark	10-14 years	Men	Polling area - 9. Vesterbro	64	75	97	101	119	127
Denmark	10-14 years	Men	Polling area - 9. Nord	106	112	125	124	136	145
Denmark	10-14 years	Men	Polling area - 9. Syd	175	177	182	182	191	174
Denmark	10-14 years	Men	Polling area - 9. Øst	42	54	54	69	76	80
Denmark	10-14 years	Men	Polling area - 9. Vest	106	116	123	131	126	135
Denmark	10-14 years	Men	Polling area - 9. Midt	18	17	22	24	28	28
Denmark	10-14 years	Men	Polling area - 9. Sydhavn	2	2	2	2	9	20
Denmark	10-14 years	Women	Copenhagen total	8041	8293	8573	8772	8944	9168
Denmark	10-14 years	Women	District - Indre By	592	637	674	697	733	774
Denmark	10-14 years	Women	District - Østerbro	993	1021	1071	1102	1137	1199
Denmark	10-14 years	Women	District - Nørrebro	1100	1143	1211	1261	1260	1266
Denmark	10-14 years	Women	District - Vesterbro/Kongens Enghave	504	522	534	557	608	666
Denmark	10-14 years	Women	District - Valby	929	938	930	948	949	943
Denmark	10-14 years	Women	District - Vanløse	734	769	782	805	820	838
Denmark	10-14 years	Women	District - Brønshøj-Husum	999	988	1006	1001	1002	1016
Denmark	10-14 years	Women	District - Bispebjerg	597	605	642	636	664	672
Denmark	10-14 years	Women	District - Amager Øst	745	773	763	768	781	809
Denmark	10-14 years	Women	District - Amager Vest	845	885	954	986	971	976
Denmark	10-14 years	Women	District - Unlocated	3	12	6	11	19	9
Denmark	10-14 years	Women	Polling area - 1. Østerbro	196	199	213	233	271	291
Denmark	10-14 years	Women	Polling area - 1. Øst	74	84	71	76	73	84
Denmark	10-14 years	Women	Polling area - 1. Nord	101	110	117	118	110	124
Denmark	10-14 years	Women	Polling area - 1. Syd	225	232	267	287	301	306
Denmark	10-14 years	Women	Polling area - 1. Vest	229	216	225	214	202	194
Denmark	10-14 years	Women	Polling area - 1. Nordvest	168	180	178	174	180	200
Denmark	10-14 years	Women	Polling area - 2. Sundbyvester	247	240	260	263	275	281
Denmark	10-14 years	Women	Polling area - 2. Nord	248	269	290	279	266	254
Denmark	10-14 years	Women	Polling area - 2. Syd	55	65	66	68	64	92
Denmark	10-14 years	Women	Polling area - 2. Øst	221	220	240	242	229	231
Denmark	10-14 years	Women	Polling area - 2. Vest	74	91	98	134	137	118
Denmark	10-14 years	Women	Polling area - 3. Indre By	125	144	149	163	165	165
Denmark	10-14 years	Women	Polling area - 3. Nord	160	169	178	188	199	201
Denmark	10-14 years	Women	Polling area - 3. Syd	153	166	180	172	173	185
Denmark	10-14 years	Women	Polling area - 3. Øst	157	170	173	185	215	232
Denmark	10-14 years	Women	Polling area - 4. Sundbyøster	123	130	130	129	130	143
Denmark	10-14 years	Women	Polling area - 4. Nord	224	240	237	254	255	241
Denmark	10-14 years	Women	Polling area - 4. Syd	176	173	171	173	176	183
Denmark	10-14 years	Women	Polling area - 4. Øst	222	230	225	212	220	242
Denmark	10-14 years	Women	Polling area - 5. Nørrebro	126	112	106	112	108	100
